i,vx,vy
-0.059,-0.233,-0.2165
-0.062,-0.232,-0.221
-0.0605,-0.23,-0.223
-0.061,-0.231,-0.225
-0.063,-0.2315,-0.2275
-0.063,-0.2315,-0.224
-0.0645,-0.231,-0.225
-0.0625,-0.2315,-0.2245
-0.0615,-0.232,-0.2255
-0.0635,-0.231,-0.227
-0.0635,-0.229,-0.2275
-0.0655,-0.2275,-0.2275
-0.0615,-0.2275,-0.2205
-0.0565,-0.2265,-0.2215
-0.0555,-0.2265,-0.225
-0.0565,-0.2265,-0.2255
-0.0575,-0.2245,-0.2275
-0.0565,-0.223,-0.23
-0.057,-0.2235,-0.2305
-0.056,-0.222,-0.2295
-0.0545,-0.222,-0.2305
-0.0535,-0.224,-0.2295
-0.051,-0.2215,-0.2275
-0.0505,-0.2205,-0.2245
-0.048,-0.2205,-0.223
-0.0475,-0.2195,-0.221
-0.051,-0.219,-0.221
-0.0475,-0.219,-0.223
-0.05,-0.219,-0.2225
-0.0555,-0.22,-0.224
-0.0595,-0.2205,-0.2225
-0.059,-0.2185,-0.2195
-0.0525,-0.2185,-0.2205
-0.051,-0.218,-0.222
-0.053,-0.2185,-0.223
-0.0535,-0.219,-0.224
-0.0515,-0.218,-0.222
-0.0495,-0.2175,-0.219
-0.051,-0.218,-0.2165
-0.0545,-0.2185,-0.2195
-0.0545,-0.218,-0.2225
-0.0545,-0.2165,-0.2225
-0.0555,-0.2165,-0.218
-0.056,-0.2175,-0.212
-0.0575,-0.215,-0.213
-0.0565,-0.215,-0.214
-0.057,-0.214,-0.215
-0.0595,-0.213,-0.2135
-0.0595,-0.214,-0.213
-0.057,-0.214,-0.2135
-0.055,-0.214,-0.212
-0.0555,-0.214,-0.213
-0.057,-0.2135,-0.2145
-0.0525,-0.213,-0.2155
-0.0505,-0.2135,-0.214
-0.0525,-0.213,-0.2145
-0.054,-0.2115,-0.215
-0.0535,-0.2115,-0.2125
-0.0525,-0.2115,-0.212
-0.052,-0.212,-0.2125
-0.0475,-0.212,-0.212
-0.0455,-0.211,-0.209
-0.047,-0.21,-0.206
-0.049,-0.2105,-0.2045
-0.051,-0.2105,-0.203
-0.0505,-0.209,-0.206
-0.05,-0.2085,-0.2075
-0.051,-0.208,-0.206
-0.0495,-0.2055,-0.205
-0.0475,-0.204,-0.202
-0.0485,-0.205,-0.202
-0.045,-0.203,-0.2005
-0.043,-0.2005,-0.201
-0.041,-0.1995,-0.204
-0.0395,-0.1985,-0.204
-0.043,-0.199,-0.2005
-0.044,-0.198,-0.196
-0.0435,-0.1965,-0.195
-0.0405,-0.193,-0.1965
-0.0405,-0.1925,-0.1975
-0.0435,-0.193,-0.197
-0.043,-0.192,-0.196
-0.0455,-0.1925,-0.1965
-0.046,-0.19,-0.1955
-0.047,-0.188,-0.193
-0.048,-0.187,-0.19
-0.045,-0.1865,-0.186
-0.045,-0.1875,-0.1865
-0.0465,-0.1865,-0.186
-0.047,-0.1865,-0.1865
-0.047,-0.186,-0.1835
-0.0455,-0.185,-0.1785
-0.042,-0.184,-0.1815
-0.0425,-0.1825,-0.1845
-0.046,-0.1815,-0.1855
-0.045,-0.179,-0.1815
-0.0445,-0.176,-0.1805
-0.0435,-0.1715,-0.18
-0.0435,-0.1755,-0.18
-0.0415,-0.1765,-0.181
-0.04,-0.173,-0.1765
-0.0405,-0.1725,-0.18
-0.035,-0.1675,-0.178
-0.0335,-0.166,-0.173
-0.037,-0.165,-0.1715
-0.0355,-0.162,-0.167
-0.0355,-0.1605,-0.168
-0.0355,-0.1605,-0.167
-0.036,-0.159,-0.165
-0.037,-0.1555,-0.1645
-0.0355,-0.154,-0.1635
-0.0325,-0.1535,-0.16
-0.03,-0.1505,-0.1585
-0.03,-0.15,-0.162
-0.0315,-0.1495,-0.1645
-0.03,-0.147,-0.1625
-0.0295,-0.1445,-0.1595
-0.029,-0.1405,-0.1585
-0.0255,-0.14,-0.157
-0.026,-0.1365,-0.1555
-0.0225,-0.135,-0.154
-0.0185,-0.1315,-0.153
-0.017,-0.1265,-0.1485
-0.016,-0.127,-0.1435
-0.019,-0.124,-0.1455
-0.0205,-0.122,-0.146
-0.018,-0.119,-0.1445
-0.0155,-0.1175,-0.142
-0.0145,-0.1165,-0.1415
-0.012,-0.1125,-0.137
-0.013,-0.108,-0.1315
-0.0125,-0.1055,-0.1315
-0.0095,-0.1035,-0.128
-0.009,-0.1,-0.1285
-0.009,-0.097,-0.1285
-0.004,-0.092,-0.1245
-0.005,-0.0885,-0.1225
-0.0045,-0.0845,-0.12
0.0015,-0.0805,-0.114
0.0,-0.0785,-0.1145
-0.001,-0.074,-0.117
0.0005,-0.0705,-0.116
0.0015,-0.067,-0.114
0.0,-0.0625,-0.1105
0.005,-0.0585,-0.1025
0.008,-0.0535,-0.098
0.0085,-0.0495,-0.0955
0.011,-0.0465,-0.091
0.0125,-0.043,-0.0885
0.018,-0.037,-0.0795
0.015,-0.031,-0.0765
0.014,-0.0265,-0.0765
0.016,-0.0225,-0.074
0.015,-0.0185,-0.0775
0.0175,-0.014,-0.0745
0.019,-0.01,-0.0695
0.024,-0.004,-0.062
0.0255,0.0035,-0.056
0.025,0.011,-0.0515
0.031,0.014,-0.045
0.033,0.018,-0.046
0.0315,0.0235,-0.0485
0.0285,0.0285,-0.0445
0.0285,0.0355,-0.038
0.031,0.04,-0.0335
0.0345,0.0465,-0.0325
0.038,0.0535,-0.029
0.0375,0.0585,-0.0225
0.0385,0.065,-0.0155
0.04,0.0705,-0.01
0.0415,0.0775,-0.0075
0.042,0.083,-0.004
0.045,0.089,0.0035
0.0495,0.094,0.006
0.054,0.0985,0.0065
0.0555,0.105,0.0145
0.0555,0.11,0.02
0.056,0.1155,0.0215
0.0555,0.122,0.0195
0.0595,0.1275,0.0235
0.0655,0.133,0.0295
0.0665,0.1395,0.0325
0.0685,0.145,0.0385
0.067,0.149,0.0415
0.065,0.1545,0.0465
0.0655,0.159,0.0495
0.0645,0.16,0.0505
0.066,0.166,0.059
0.0695,0.174,0.065
0.067,0.1755,0.067
0.0655,0.1745,0.069
0.066,0.178,0.071
0.067,0.1835,0.0695
0.0735,0.188,0.069
0.0765,0.1905,0.0725
0.075,0.195,0.0745
0.0775,0.198,0.075
0.078,0.1985,0.081
0.0785,0.2005,0.089
0.083,0.2035,0.0895
0.083,0.2055,0.0865
0.0855,0.2075,0.085
0.0865,0.211,0.0875
0.084,0.212,0.0955
0.084,0.2125,0.1
0.083,0.2155,0.0955
0.081,0.215,0.094
0.0815,0.215,0.098
0.083,0.218,0.1005
0.082,0.2195,0.102
0.08,0.219,0.102
0.079,0.2165,0.1
0.0795,0.2145,0.096
0.078,0.212,0.091
0.0725,0.2105,0.0875
0.0675,0.2075,0.086
0.066,0.2045,0.0855
0.066,0.202,0.083
0.065,0.1975,0.0785
0.0665,0.1935,0.075
0.066,0.187,0.073
0.0605,0.181,0.065
0.06,0.174,0.0585
0.057,0.1665,0.054
0.054,0.163,0.0545
0.053,0.156,0.052
0.0505,0.148,0.044
0.0475,0.139,0.042
0.0435,0.132,0.037
0.0395,0.124,0.03
0.0345,0.1125,0.0245
0.029,0.104,0.019
0.0255,0.0965,0.0165
0.0245,0.0885,0.0085
0.026,0.079,-0.003
0.0245,0.0705,-0.0105
0.022,0.063,-0.0135
0.0185,0.0545,-0.0175
0.014,0.0465,-0.0215
0.0145,0.038,-0.0245
0.0145,0.029,-0.0315
0.0145,0.021,-0.0385
0.012,0.013,-0.0435
0.0095,0.0055,-0.045
0.0075,-0.0015,-0.0485
0.004,-0.009,-0.0535
0.0055,-0.015,-0.058
0.0025,-0.0215,-0.062
0.0,-0.0295,-0.068
-0.0005,-0.0355,-0.073
-0.0055,-0.041,-0.0745
-0.0065,-0.0485,-0.0785
-0.0095,-0.0545,-0.084
-0.0095,-0.059,-0.09
-0.011,-0.0655,-0.0945
-0.016,-0.0725,-0.102
-0.016,-0.075,-0.1055
-0.018,-0.0785,-0.109
-0.022,-0.085,-0.1125
-0.0225,-0.0895,-0.113
-0.0225,-0.094,-0.117
-0.028,-0.0995,-0.119
-0.0275,-0.1035,-0.12
-0.0295,-0.107,-0.124
-0.035,-0.113,-0.1315
-0.034,-0.1165,-0.134
-0.0365,-0.1195,-0.1375
-0.037,-0.1235,-0.139
-0.0365,-0.1255,-0.1345
-0.036,-0.124,-0.1325
-0.0365,-0.124,-0.132
-0.0395,-0.132,-0.1395
-0.0405,-0.1365,-0.1455
-0.0385,-0.1355,-0.148
-0.037,-0.1365,-0.1505
-0.037,-0.1395,-0.149
-0.0385,-0.1425,-0.1515
-0.043,-0.144,-0.156
-0.0435,-0.1455,-0.1555
-0.04,-0.1475,-0.153
-0.0405,-0.1485,-0.1555
-0.039,-0.151,-0.1585
-0.037,-0.1515,-0.156
-0.0425,-0.1525,-0.156
-0.045,-0.155,-0.154
-0.043,-0.155,-0.1545
-0.0435,-0.158,-0.156
-0.0455,-0.159,-0.156
-0.0475,-0.1595,-0.158
-0.0465,-0.1605,-0.155
-0.0425,-0.1605,-0.1575
-0.0465,-0.1615,-0.159
-0.049,-0.1615,-0.1605
-0.04,-0.16,-0.1605
-0.0395,-0.1595,-0.158
-0.0435,-0.1605,-0.1615
-0.0355,-0.159,-0.1535
-0.0365,-0.1585,-0.1535
-0.0435,-0.16,-0.16
-0.0435,-0.1625,-0.161
-0.0435,-0.163,-0.1635
-0.043,-0.1635,-0.1615
-0.045,-0.1655,-0.162
-0.049,-0.166,-0.161
-0.0525,-0.1685,-0.1615
-0.0565,-0.168,-0.162
-0.057,-0.167,-0.1605
-0.054,-0.1685,-0.1635
-0.057,-0.168,-0.1645
-0.057,-0.1685,-0.167
-0.0545,-0.168,-0.1645
-0.054,-0.169,-0.158
-0.052,-0.17,-0.1575
-0.05,-0.1695,-0.1625
-0.048,-0.1705,-0.1645
-0.047,-0.17,-0.164
-0.0485,-0.17,-0.166
-0.0505,-0.17,-0.165
-0.0505,-0.1715,-0.163
-0.048,-0.1735,-0.164
-0.0465,-0.1715,-0.1655
-0.0475,-0.1725,-0.166
-0.0465,-0.1735,-0.166
-0.0495,-0.172,-0.165
-0.054,-0.1725,-0.162
-0.0535,-0.1725,-0.1605
-0.055,-0.174,-0.1595
-0.056,-0.174,-0.16
-0.054,-0.1735,-0.161
-0.054,-0.1755,-0.1615
-0.054,-0.1765,-0.159
-0.0545,-0.177,-0.161
-0.0545,-0.177,-0.1625
-0.0535,-0.1785,-0.1625
-0.054,-0.1795,-0.166
-0.054,-0.1775,-0.165
-0.051,-0.177,-0.1625
-0.0525,-0.177,-0.1635
-0.054,-0.1785,-0.166
-0.0545,-0.179,-0.167
-0.0545,-0.1785,-0.1645
-0.053,-0.1805,-0.1655
-0.0535,-0.1805,-0.1645
-0.0515,-0.179,-0.1645
-0.0505,-0.18,-0.1655
-0.05,-0.1795,-0.1635
-0.0535,-0.18,-0.1635
-0.055,-0.1815,-0.163
-0.0545,-0.18,-0.1665
-0.057,-0.18,-0.164
-0.0575,-0.1805,-0.162
-0.0565,-0.18,-0.163
-0.052,-0.182,-0.16
-0.049,-0.182,-0.1645
-0.0525,-0.1825,-0.1675
-0.0535,-0.183,-0.168
-0.051,-0.1825,-0.1665
-0.0495,-0.182,-0.164
-0.0475,-0.1825,-0.162
-0.049,-0.1835,-0.1615
-0.0485,-0.1825,-0.165
-0.049,-0.1835,-0.1655
-0.0525,-0.186,-0.166
-0.0545,-0.186,-0.1635
-0.0555,-0.184,-0.163
-0.0575,-0.185,-0.166
-0.0605,-0.186,-0.1675
-0.0605,-0.186,-0.1685
-0.061,-0.185,-0.165
-0.0565,-0.181,-0.164
-0.058,-0.184,-0.163
-0.0615,-0.187,-0.1645
-0.0575,-0.185,-0.167
-0.0605,-0.185,-0.1695
-0.061,-0.1845,-0.173
-0.0605,-0.184,-0.17
-0.061,-0.1855,-0.168
-0.059,-0.1845,-0.1675
-0.057,-0.1845,-0.1675
-0.057,-0.186,-0.1695
-0.06,-0.187,-0.174
-0.057,-0.187,-0.1765
-0.0535,-0.186,-0.177
-0.0515,-0.188,-0.174
-0.05,-0.188,-0.1715
-0.056,-0.1885,-0.176
-0.0555,-0.1895,-0.174
-0.052,-0.1875,-0.1715
-0.0545,-0.1905,-0.172
-0.0535,-0.1895,-0.1705
-0.0555,-0.188,-0.171
-0.0565,-0.187,-0.1705
-0.054,-0.186,-0.171
-0.0535,-0.1865,-0.171
-0.053,-0.186,-0.177
-0.0535,-0.1865,-0.181
-0.0535,-0.1855,-0.177
-0.0485,-0.1855,-0.1725
-0.048,-0.185,-0.1685
-0.0535,-0.1845,-0.1725
-0.0565,-0.186,-0.1765
-0.054,-0.187,-0.175
-0.0545,-0.1865,-0.1755
-0.054,-0.185,-0.172
-0.054,-0.1845,-0.168
-0.0535,-0.184,-0.1695
-0.0515,-0.1835,-0.1705
-0.056,-0.1845,-0.1705
-0.0575,-0.184,-0.1715
-0.055,-0.182,-0.1695
-0.054,-0.181,-0.1685
-0.059,-0.182,-0.1705
-0.0575,-0.181,-0.174
-0.0545,-0.182,-0.1735
-0.0555,-0.1825,-0.1745
-0.052,-0.1825,-0.176
-0.054,-0.1815,-0.175
-0.0525,-0.18,-0.1765
-0.051,-0.1805,-0.177
-0.0525,-0.181,-0.1805
-0.0505,-0.182,-0.185
-0.0505,-0.1815,-0.183
-0.0495,-0.1815,-0.182
-0.0455,-0.1805,-0.1795
-0.0435,-0.18,-0.1755
-0.046,-0.1805,-0.1755
-0.05,-0.181,-0.1735
-0.0555,-0.1835,-0.1745
-0.0575,-0.1845,-0.179
-0.057,-0.183,-0.1805
-0.0555,-0.184,-0.1775
-0.053,-0.184,-0.171
-0.052,-0.1835,-0.174
-0.049,-0.182,-0.1795
-0.043,-0.181,-0.1785
-0.0455,-0.1815,-0.18
-0.047,-0.1815,-0.183
-0.043,-0.181,-0.1825
-0.0435,-0.18,-0.181
-0.0465,-0.182,-0.184
-0.0465,-0.1825,-0.1855
-0.0465,-0.18,-0.187
-0.0485,-0.1805,-0.1885
-0.0515,-0.182,-0.187
-0.052,-0.183,-0.1865
-0.0455,-0.1805,-0.1835
-0.0435,-0.18,-0.182
-0.046,-0.1835,-0.1835
-0.0455,-0.1825,-0.1835
-0.0445,-0.183,-0.1835
-0.0475,-0.184,-0.1855
-0.048,-0.1815,-0.184
-0.0475,-0.1815,-0.182
-0.045,-0.1785,-0.1835
-0.044,-0.179,-0.183
-0.052,-0.1855,-0.1865
-0.0565,-0.186,-0.188
-0.057,-0.1855,-0.1875
-0.0575,-0.186,-0.1915
-0.0545,-0.186,-0.1935
-0.054,-0.187,-0.1945
-0.054,-0.1875,-0.195
-0.055,-0.186,-0.191
-0.0545,-0.185,-0.186
-0.053,-0.1855,-0.1875
-0.056,-0.1845,-0.193
-0.057,-0.1865,-0.194
-0.057,-0.189,-0.1925
-0.057,-0.189,-0.1915
-0.0575,-0.1885,-0.1895
-0.0565,-0.189,-0.188
-0.054,-0.188,-0.1875
-0.0545,-0.1875,-0.1895
-0.052,-0.189,-0.1905
-0.051,-0.1905,-0.1915
-0.055,-0.1915,-0.196
-0.055,-0.1915,-0.195
-0.051,-0.191,-0.1945
-0.0495,-0.191,-0.1965
-0.053,-0.191,-0.1945
-0.0565,-0.192,-0.1995
-0.0545,-0.1905,-0.1985
-0.0545,-0.19,-0.194
-0.0585,-0.1925,-0.1945
-0.0615,-0.192,-0.1975
-0.0645,-0.1935,-0.202
-0.061,-0.195,-0.198
-0.057,-0.1945,-0.196
-0.0605,-0.1975,-0.1995
-0.0635,-0.1975,-0.2035
-0.0645,-0.198,-0.2045
-0.0655,-0.199,-0.2035
-0.066,-0.199,-0.204
-0.0635,-0.1995,-0.204
-0.0595,-0.2005,-0.2025
-0.057,-0.2005,-0.201
-0.059,-0.2,-0.198
-0.0605,-0.2005,-0.199
-0.063,-0.201,-0.201
-0.0625,-0.1995,-0.2
-0.057,-0.2,-0.1995
-0.0585,-0.2005,-0.2015
-0.0615,-0.1995,-0.2025
-0.0625,-0.201,-0.1985
-0.0615,-0.2005,-0.1965
-0.0625,-0.2015,-0.1985
-0.0645,-0.2015,-0.201
-0.0665,-0.2015,-0.199
-0.067,-0.203,-0.198
-0.0635,-0.2015,-0.1975
-0.064,-0.203,-0.196
-0.064,-0.203,-0.1965
-0.0655,-0.2025,-0.1955
-0.0635,-0.202,-0.1975
-0.0605,-0.203,-0.1985
-0.063,-0.2035,-0.1975
-0.064,-0.2035,-0.1995
-0.0635,-0.2035,-0.1985
-0.0645,-0.204,-0.1985
-0.0635,-0.206,-0.2025
-0.0625,-0.205,-0.2035
-0.065,-0.2075,-0.2065
-0.068,-0.2075,-0.2075
-0.069,-0.2065,-0.2035
-0.0665,-0.2075,-0.2005
-0.065,-0.2085,-0.1995
-0.063,-0.21,-0.198
-0.062,-0.2095,-0.195
-0.064,-0.2095,-0.196
-0.064,-0.2095,-0.1985
-0.0655,-0.209,-0.199
-0.068,-0.21,-0.2
-0.0655,-0.2095,-0.2005
-0.063,-0.208,-0.1985
-0.0605,-0.2095,-0.2005
-0.0605,-0.2105,-0.204
-0.059,-0.2095,-0.204
-0.0575,-0.2075,-0.2055
-0.0595,-0.209,-0.207
-0.0565,-0.2095,-0.2055
-0.054,-0.21,-0.208
-0.0565,-0.21,-0.2125
-0.0575,-0.2105,-0.2105
-0.061,-0.212,-0.2105
-0.0625,-0.211,-0.211
-0.0565,-0.2085,-0.2045
-0.055,-0.21,-0.197
-0.058,-0.216,-0.2
-0.061,-0.214,-0.205
-0.064,-0.2135,-0.2015
-0.061,-0.2145,-0.198
-0.0605,-0.214,-0.199
-0.0635,-0.215,-0.202
-0.061,-0.2135,-0.206
-0.058,-0.214,-0.206
-0.0575,-0.215,-0.2025
-0.061,-0.214,-0.2035
-0.0635,-0.2135,-0.209
-0.06,-0.214,-0.2075
-0.0575,-0.214,-0.2065
-0.06,-0.215,-0.2125
-0.0585,-0.215,-0.2155
-0.0555,-0.214,-0.217
-0.0575,-0.215,-0.2165
-0.0545,-0.216,-0.211
-0.053,-0.2165,-0.2055
-0.0535,-0.2155,-0.2055
-0.056,-0.2165,-0.2085
-0.0575,-0.217,-0.2095
-0.0575,-0.2155,-0.208
-0.0585,-0.216,-0.207
-0.0575,-0.2165,-0.209
-0.06,-0.2175,-0.2105
-0.0575,-0.218,-0.209
-0.054,-0.2175,-0.2115
-0.0545,-0.2175,-0.2115
-0.0505,-0.2165,-0.206
-0.046,-0.216,-0.203
-0.05,-0.2155,-0.2045
-0.0535,-0.218,-0.211
-0.053,-0.2175,-0.2165
-0.052,-0.216,-0.214
-0.054,-0.2165,-0.212
-0.0565,-0.217,-0.2115
-0.0525,-0.2165,-0.206
-0.052,-0.2155,-0.2035
-0.054,-0.216,-0.205
-0.053,-0.2165,-0.2045
-0.0505,-0.2165,-0.202
-0.0515,-0.215,-0.2
-0.0545,-0.2165,-0.1975
-0.0575,-0.2185,-0.198
-0.061,-0.219,-0.2035
-0.058,-0.219,-0.207
-0.0565,-0.2185,-0.2085
-0.0575,-0.218,-0.21
-0.055,-0.216,-0.2105
-0.054,-0.217,-0.212
-0.0525,-0.217,-0.209
-0.0515,-0.2175,-0.208
-0.0515,-0.2185,-0.21
-0.052,-0.2185,-0.2115
-0.052,-0.2195,-0.2135
-0.0545,-0.2185,-0.208
-0.0545,-0.217,-0.2055
-0.053,-0.2185,-0.205
-0.056,-0.2175,-0.204
-0.061,-0.218,-0.208
-0.0625,-0.2175,-0.21
-0.06,-0.215,-0.2065
-0.0605,-0.216,-0.202
-0.0575,-0.215,-0.2
-0.053,-0.2145,-0.2005
-0.051,-0.214,-0.2075
-0.048,-0.215,-0.21
-0.0485,-0.216,-0.2085
-0.0515,-0.2165,-0.209
-0.053,-0.216,-0.21
-0.056,-0.216,-0.211
-0.058,-0.2165,-0.21
-0.0565,-0.217,-0.2105
-0.053,-0.2185,-0.2105
-0.052,-0.2165,-0.207
-0.053,-0.217,-0.206
-0.0535,-0.2175,-0.207
-0.055,-0.2155,-0.2035
-0.057,-0.2165,-0.1995
-0.0585,-0.2165,-0.2
-0.0585,-0.216,-0.201
-0.0595,-0.2165,-0.1995
-0.0585,-0.216,-0.198
-0.0575,-0.217,-0.1995
-0.0555,-0.216,-0.203
-0.054,-0.212,-0.2065
-0.054,-0.215,-0.2065
-0.056,-0.2195,-0.205
-0.055,-0.2175,-0.204
-0.055,-0.2165,-0.2045
-0.0565,-0.2185,-0.206
-0.0525,-0.217,-0.206
-0.048,-0.2155,-0.207
-0.048,-0.216,-0.211
-0.0535,-0.217,-0.211
-0.054,-0.2165,-0.2095
-0.0505,-0.217,-0.211
-0.0495,-0.2175,-0.2105
-0.046,-0.216,-0.209
-0.045,-0.217,-0.21
-0.0495,-0.2185,-0.2095
-0.053,-0.2185,-0.2065
-0.055,-0.2195,-0.2045
-0.053,-0.217,-0.203
-0.0485,-0.2175,-0.204
-0.048,-0.2185,-0.2035
-0.0515,-0.2185,-0.2045
-0.0545,-0.22,-0.2085
-0.0545,-0.219,-0.2115
-0.054,-0.2185,-0.2115
-0.054,-0.218,-0.2105
-0.0545,-0.219,-0.2135
-0.053,-0.221,-0.213
-0.051,-0.2205,-0.213
-0.0515,-0.22,-0.21
-0.0545,-0.219,-0.2
-0.059,-0.22,-0.2005
-0.0585,-0.2205,-0.2065
-0.056,-0.2205,-0.205
-0.0575,-0.221,-0.204
-0.0575,-0.221,-0.203
-0.054,-0.2205,-0.2015
-0.0535,-0.22,-0.2025
-0.0515,-0.2195,-0.202
-0.0505,-0.2185,-0.201
-0.0485,-0.218,-0.203
-0.045,-0.2185,-0.205
-0.0455,-0.219,-0.202
-0.0435,-0.22,-0.1975
-0.042,-0.2205,-0.2005
-0.0455,-0.221,-0.205
-0.0465,-0.2215,-0.2115
-0.0475,-0.2205,-0.2155
-0.0495,-0.2205,-0.215
-0.0495,-0.2185,-0.214
-0.0505,-0.2195,-0.2125
-0.05,-0.2195,-0.212
-0.0505,-0.219,-0.208
-0.0505,-0.2205,-0.2075
-0.054,-0.22,-0.207
