i,vx,vy
-0.091,-0.1095,0.013
-0.09,-0.1095,0.0145
-0.0875,-0.105,0.014
-0.082,-0.1045,0.0165
-0.086,-0.1055,0.0135
-0.0895,-0.106,0.01
-0.089,-0.107,0.008
-0.097,-0.111,0.0055
-0.095,-0.1125,0.005
-0.0885,-0.1065,0.0045
-0.0875,-0.1055,0.0045
-0.0875,-0.107,0.0065
-0.089,-0.107,0.009
-0.086,-0.108,0.008
-0.082,-0.107,0.0105
-0.0885,-0.109,0.015
-0.091,-0.109,0.017
-0.0905,-0.107,0.013
-0.093,-0.108,0.013
-0.093,-0.109,0.015
-0.0915,-0.108,0.0085
-0.0885,-0.1075,0.008
-0.092,-0.1065,0.015
-0.098,-0.107,0.015
-0.0955,-0.1065,0.009
-0.088,-0.1045,0.0025
-0.0845,-0.105,0.0005
-0.087,-0.1055,0.0015
-0.0875,-0.1065,0.0055
-0.0845,-0.107,0.0075
-0.0835,-0.1065,0.006
-0.0835,-0.1065,0.0105
-0.0845,-0.106,0.0105
-0.0875,-0.107,0.008
-0.0855,-0.1075,0.011
-0.0865,-0.109,0.016
-0.093,-0.1085,0.018
-0.091,-0.107,0.0135
-0.089,-0.108,0.0105
-0.088,-0.106,0.003
-0.086,-0.1055,-0.0025
-0.084,-0.105,-0.001
-0.087,-0.106,-0.0035
-0.09,-0.1065,-0.005
-0.0855,-0.1035,-0.003
-0.086,-0.1045,-0.0045
-0.0865,-0.106,-0.0035
-0.0875,-0.109,-0.001
-0.0865,-0.1105,0.0
-0.0885,-0.1095,-0.0005
-0.095,-0.11,-0.003
-0.092,-0.1105,-0.0075
-0.0955,-0.11,-0.0105
-0.097,-0.108,-0.0075
-0.09,-0.1075,-0.006
-0.0845,-0.106,0.0015
-0.079,-0.105,0.007
-0.0815,-0.105,0.0025
-0.09,-0.1055,0.0
-0.093,-0.1065,0.002
-0.092,-0.108,0.0
-0.094,-0.1075,-0.0005
-0.0895,-0.1065,0.007
-0.088,-0.106,0.007
-0.0895,-0.105,0.006
-0.088,-0.105,0.0085
-0.089,-0.1045,0.01
-0.0895,-0.1075,0.0115
-0.0895,-0.1085,0.0115
-0.088,-0.1065,0.013
-0.088,-0.106,0.0125
-0.0895,-0.105,0.007
-0.09,-0.1055,0.002
-0.09,-0.106,-0.003
-0.089,-0.105,-0.004
-0.0885,-0.105,0.0
-0.089,-0.105,-0.001
-0.0885,-0.105,0.0015
-0.087,-0.1035,0.0065
-0.089,-0.104,0.005
-0.089,-0.1065,-0.0025
-0.0895,-0.107,-0.002
-0.0925,-0.1075,0.001
-0.0925,-0.1065,-0.0015
-0.0925,-0.106,-0.0055
-0.092,-0.106,-0.0055
-0.0875,-0.1065,-0.002
-0.0915,-0.108,0.001
-0.0945,-0.11,0.0015
-0.088,-0.109,0.0025
-0.082,-0.106,0.009
-0.082,-0.105,0.007
-0.0855,-0.1065,0.002
-0.0865,-0.1075,0.0025
-0.0885,-0.1085,0.0015
-0.086,-0.107,0.0015
-0.0845,-0.1065,0.0005
-0.0865,-0.1075,0.0015
-0.085,-0.1065,0.0085
-0.0805,-0.107,0.0155
-0.081,-0.107,0.012
-0.09,-0.11,0.0055
-0.095,-0.11,0.008
-0.0915,-0.1075,0.013
-0.0885,-0.108,0.0125
-0.087,-0.1075,0.008
-0.0845,-0.1065,0.008
-0.0835,-0.1055,0.012
-0.082,-0.1065,0.0065
-0.086,-0.108,0.0
-0.0895,-0.1075,0.0005
-0.0885,-0.1075,-0.006
-0.088,-0.1075,-0.007
-0.0875,-0.107,-0.0055
-0.0915,-0.107,-0.0075
-0.09,-0.107,-0.0045
-0.088,-0.108,-0.004
-0.09,-0.107,-0.003
-0.087,-0.1055,0.0
-0.09,-0.1065,-0.0005
-0.0895,-0.108,0.0035
-0.0885,-0.1075,0.005
-0.0895,-0.108,0.0045
-0.088,-0.107,0.0055
-0.09,-0.106,0.0005
-0.09,-0.106,-0.0035
-0.094,-0.107,-0.001
-0.094,-0.108,0.003
-0.089,-0.1045,0.0035
-0.0885,-0.105,-0.0005
-0.0855,-0.105,0.002
-0.0835,-0.104,0.0065
-0.0845,-0.1055,0.0025
-0.085,-0.104,0.0015
-0.085,-0.1045,0.0055
-0.088,-0.1085,0.011
-0.089,-0.11,0.0135
-0.084,-0.108,0.013
-0.084,-0.104,0.0145
-0.085,-0.1045,0.0165
-0.086,-0.107,0.0145
-0.0895,-0.107,0.013
-0.091,-0.106,0.013
-0.0895,-0.104,0.0075
-0.089,-0.105,0.008
-0.0925,-0.107,0.003
-0.091,-0.1055,-0.003
-0.087,-0.1055,-0.006
-0.09,-0.107,-0.0075
-0.09,-0.1065,-0.005
-0.086,-0.105,-0.0065
-0.091,-0.105,-0.004
-0.0935,-0.1055,-0.004
-0.0915,-0.1065,-0.0045
-0.0905,-0.107,-0.0045
-0.0885,-0.1065,0.01
-0.091,-0.1055,0.02
-0.0925,-0.1035,0.012
-0.0925,-0.1045,0.013
-0.0935,-0.106,0.007
-0.092,-0.104,-0.004
-0.087,-0.103,-0.002
-0.0865,-0.1025,0.0045
-0.0895,-0.1035,0.003
-0.088,-0.1035,0.0015
-0.088,-0.1045,-0.002
-0.089,-0.1055,-0.0075
-0.091,-0.1055,-0.0035
-0.094,-0.108,0.003
-0.0905,-0.106,0.0045
-0.0855,-0.104,0.0065
-0.0905,-0.105,0.006
-0.093,-0.1065,0.001
-0.087,-0.107,-0.002
-0.085,-0.105,-0.001
-0.0855,-0.105,-0.0005
-0.0865,-0.1065,0.0025
-0.0855,-0.1045,0.0085
-0.0825,-0.1045,0.0115
-0.085,-0.1075,0.01
-0.0855,-0.108,0.009
-0.088,-0.108,0.0065
-0.093,-0.109,0.0045
-0.091,-0.1085,0.004
-0.0905,-0.108,0.004
-0.095,-0.109,0.0055
-0.096,-0.1085,0.009
-0.093,-0.107,0.0125
-0.093,-0.108,0.012
-0.0925,-0.1085,0.0125
-0.095,-0.1075,0.012
-0.096,-0.1095,0.012
-0.091,-0.1095,0.012
-0.088,-0.108,0.0085
-0.085,-0.1055,0.0125
-0.0875,-0.1085,0.0155
-0.0855,-0.1085,0.015
-0.082,-0.1045,0.0145
-0.082,-0.1055,0.0135
-0.082,-0.1055,0.014
-0.084,-0.106,0.0125
-0.0875,-0.108,0.0135
-0.092,-0.111,0.0195
-0.093,-0.111,0.0205
-0.099,-0.112,0.0215
-0.101,-0.1105,0.021
-0.098,-0.1095,0.0115
-0.096,-0.1105,0.004
-0.0925,-0.1065,0.0035
-0.0855,-0.105,0.0045
-0.0825,-0.1045,0.0085
-0.082,-0.1055,0.0125
-0.078,-0.1035,0.013
-0.074,-0.1015,0.0095
-0.0695,-0.1015,0.008
-0.0715,-0.1005,0.0085
-0.0715,-0.1015,0.013
-0.0655,-0.098,0.0165
-0.0615,-0.094,0.018
-0.0615,-0.092,0.0195
-0.057,-0.0875,0.023
-0.048,-0.0825,0.0325
-0.055,-0.083,0.0405
-0.061,-0.0865,0.0455
-0.054,-0.083,0.0495
-0.053,-0.079,0.0575
-0.056,-0.076,0.057
-0.0565,-0.072,0.053
-0.048,-0.068,0.057
-0.0375,-0.0675,0.051
-0.0315,-0.059,0.051
-0.022,-0.048,0.0535
-0.0195,-0.049,0.048
-0.0175,-0.0475,0.047
-0.019,-0.046,0.045
-0.0265,-0.0465,0.049
-0.0275,-0.0465,0.051
-0.0255,-0.043,0.0525
-0.025,-0.041,0.0605
-0.03,-0.0445,0.067
-0.0365,-0.044,0.0675
-0.0355,-0.0445,0.0645
-0.0325,-0.043,0.064
-0.0315,-0.0405,0.0665
-0.031,-0.039,0.0605
-0.029,-0.038,0.05
-0.028,-0.0385,0.045
-0.028,-0.0375,0.0435
-0.0275,-0.037,0.046
-0.0235,-0.035,0.0455
-0.02,-0.0345,0.037
-0.0245,-0.0365,0.0285
-0.022,-0.038,0.0165
-0.0235,-0.042,0.008
-0.03,-0.0465,0.0045
-0.03,-0.049,0.0085
-0.032,-0.0505,0.014
-0.0355,-0.054,0.011
-0.042,-0.056,0.016
-0.0455,-0.0585,0.0235
-0.045,-0.058,0.027
-0.0445,-0.0565,0.0285
-0.0455,-0.0605,0.028
-0.0495,-0.064,0.03
-0.0505,-0.068,0.033
-0.052,-0.0695,0.033
-0.052,-0.07,0.0285
-0.0535,-0.074,0.026
-0.054,-0.076,0.025
-0.0525,-0.08,0.0225
-0.058,-0.083,0.0175
-0.0635,-0.0865,0.015
-0.0625,-0.0895,0.0145
-0.062,-0.0895,0.0115
-0.059,-0.091,0.021
-0.058,-0.09,0.027
-0.0585,-0.086,0.021
-0.051,-0.081,0.019
-0.0435,-0.0775,0.0185
-0.0355,-0.0735,0.0185
-0.0315,-0.0685,0.0175
-0.029,-0.066,0.02
-0.0265,-0.065,0.024
-0.028,-0.0635,0.026
-0.0265,-0.0645,0.023
-0.032,-0.066,0.0155
-0.035,-0.066,0.014
-0.033,-0.069,0.0165
-0.035,-0.0725,0.021
-0.0345,-0.0735,0.0215
-0.0365,-0.0745,0.017
-0.041,-0.075,0.017
-0.0425,-0.0755,0.0155
-0.038,-0.073,0.0125
-0.037,-0.074,0.0115
-0.039,-0.0765,0.0105
-0.042,-0.0775,0.011
-0.047,-0.079,0.007
-0.0475,-0.082,-0.001
-0.052,-0.085,-0.003
-0.062,-0.0895,-0.006
-0.0695,-0.096,-0.01
-0.074,-0.103,-0.0065
-0.0825,-0.1105,-0.006
-0.092,-0.1165,-0.0075
-0.103,-0.122,-0.008
-0.109,-0.1245,-0.012
-0.1065,-0.126,-0.01
-0.101,-0.1265,-0.0105
-0.1005,-0.125,-0.01
-0.108,-0.1265,-0.006
-0.113,-0.1275,-0.0065
-0.1115,-0.1285,-0.01
-0.109,-0.1295,-0.0125
-0.106,-0.1275,-0.012
-0.11,-0.128,-0.0115
-0.113,-0.128,-0.012
-0.1105,-0.128,-0.015
-0.11,-0.1275,-0.015
-0.1105,-0.127,-0.0185
-0.112,-0.1295,-0.025
-0.11,-0.129,-0.021
-0.1065,-0.127,-0.0145
-0.1075,-0.1275,-0.0125
-0.11,-0.1285,-0.0135
-0.1085,-0.1285,-0.0145
-0.1065,-0.129,-0.019
-0.1055,-0.13,-0.016
-0.108,-0.1305,-0.014
-0.1095,-0.129,-0.0155
-0.1095,-0.131,-0.013
-0.111,-0.1315,-0.0135
-0.106,-0.129,-0.01
-0.106,-0.13,-0.012
-0.1105,-0.13,-0.013
-0.109,-0.129,-0.007
-0.1095,-0.129,-0.004
-0.1075,-0.1265,-0.0035
-0.1055,-0.126,-0.0035
-0.108,-0.1265,-0.005
-0.11,-0.129,-0.0095
-0.11,-0.13,-0.014
-0.106,-0.1275,-0.0085
-0.1065,-0.1255,-0.002
-0.104,-0.1235,-0.0005
-0.103,-0.124,-0.0005
-0.102,-0.1255,-0.0015
-0.0995,-0.125,-0.003
-0.1035,-0.126,-0.0085
-0.1015,-0.126,-0.0075
-0.1055,-0.128,-0.008
-0.111,-0.128,-0.0115
-0.1135,-0.128,-0.008
-0.1095,-0.129,-0.01
-0.1025,-0.1255,-0.007
-0.1035,-0.125,-0.001
-0.108,-0.127,-0.0005
-0.113,-0.126,-0.0015
-0.1095,-0.1245,-0.0035
-0.109,-0.1255,-0.002
-0.111,-0.1265,-0.0005
-0.104,-0.124,-0.001
-0.097,-0.121,0.0025
-0.0995,-0.12,0.0065
-0.102,-0.12,0.005
-0.1005,-0.1195,0.0025
-0.1025,-0.121,0.004
-0.103,-0.121,0.0065
-0.104,-0.1225,0.0035
-0.1035,-0.125,-0.0005
-0.102,-0.122,0.0035
-0.102,-0.123,0.007
-0.105,-0.1255,0.0085
-0.1055,-0.128,0.007
-0.1035,-0.13,0.0055
-0.1135,-0.1345,0.009
-0.1195,-0.1385,0.0105
-0.1205,-0.1435,0.012
-0.1315,-0.153,0.008
-0.143,-0.1635,0.004
-0.1535,-0.1745,0.007
-0.167,-0.1885,0.008
-0.1825,-0.203,0.0155
-0.194,-0.212,0.021
-0.202,-0.2215,0.0195
-0.2075,-0.2315,0.019
-0.214,-0.2435,0.012
-0.218,-0.2575,0.0065
-0.2215,-0.2725,0.0
-0.2315,-0.291,-0.001
-0.232,-0.3005,-0.0095
-0.2265,-0.2985,-0.0145
-0.218,-0.2995,-0.0075
-0.214,-0.2945,-0.0035
-0.21,-0.2775,0.0125
-0.189,-0.2525,0.016
-0.166,-0.2195,0.0175
-0.1425,-0.179,0.031
-0.1065,-0.1275,0.036
-0.0625,-0.0705,0.0455
-0.0085,-0.008,0.06
0.047,0.0565,0.071
0.0955,0.124,0.0845
0.1475,0.1955,0.102
0.204,0.27,0.118
0.2615,0.3565,0.1485
0.3235,0.4595,0.204
0.3865,0.5605,0.2605
0.433,0.651,0.325
0.464,0.7375,0.395
0.495,0.823,0.472
0.5245,0.906,0.5645
0.5505,0.9785,0.636
0.572,1.046,0.6985
0.586,1.1135,0.7735
0.5925,1.1695,0.8465
0.6065,1.236,0.921
0.635,1.322,0.9845
0.6405,1.377,1.02
0.623,1.4065,1.052
0.607,1.422,1.0755
0.5775,1.3975,1.071
0.5345,1.334,1.042
0.491,1.248,0.97
0.4585,1.1555,0.8555
0.431,1.058,0.7515
0.402,0.979,0.675
0.369,0.908,0.6215
0.328,0.83,0.584
0.292,0.7665,0.546
0.254,0.6945,0.506
0.22,0.621,0.46
0.169,0.542,0.432
0.1055,0.4445,0.4075
0.061,0.348,0.386
0.022,0.261,0.376
-0.0115,0.178,0.3445
-0.0435,0.101,0.301
-0.0795,0.021,0.262
-0.123,-0.071,0.2235
-0.1495,-0.13,0.185
-0.15,-0.1505,0.1515
-0.153,-0.1685,0.109
-0.1535,-0.1895,0.0755
-0.1545,-0.213,0.047
-0.1555,-0.2295,0.0165
-0.148,-0.2385,-0.0065
-0.1425,-0.2465,-0.0345
-0.138,-0.2425,-0.05
-0.1275,-0.2325,-0.053
-0.1215,-0.226,-0.056
-0.1265,-0.219,-0.058
-0.122,-0.2095,-0.049
-0.1155,-0.199,-0.037
-0.1175,-0.189,-0.0235
-0.1165,-0.1785,-0.012
-0.114,-0.17,-0.01
-0.11,-0.1615,-0.002
-0.106,-0.152,0.0075
-0.1045,-0.1445,0.0165
-0.0985,-0.133,0.033
-0.096,-0.1225,0.0435
-0.091,-0.113,0.0575
-0.086,-0.104,0.071
-0.091,-0.102,0.066
-0.0925,-0.0995,0.0625
-0.09,-0.095,0.065
-0.0825,-0.0925,0.0675
-0.078,-0.0935,0.0675
-0.0785,-0.096,0.067
-0.0805,-0.094,0.0655
-0.083,-0.0935,0.069
-0.079,-0.094,0.071
-0.0785,-0.093,0.0675
-0.0785,-0.093,0.07
-0.0785,-0.094,0.0675
-0.0815,-0.0945,0.063
-0.082,-0.0945,0.0605
-0.0815,-0.0935,0.06
-0.0785,-0.0915,0.0605
-0.079,-0.093,0.0585
-0.082,-0.0945,0.057
-0.082,-0.0945,0.0585
-0.075,-0.092,0.066
-0.0725,-0.091,0.0705
-0.0755,-0.0925,0.0675
-0.076,-0.0925,0.0705
-0.0775,-0.0935,0.0695
-0.0795,-0.094,0.0645
-0.079,-0.0915,0.0615
-0.077,-0.09,0.059
-0.0745,-0.089,0.0605
-0.072,-0.088,0.0595
-0.0725,-0.0885,0.058
-0.072,-0.0885,0.0625
-0.0735,-0.087,0.0685
-0.0705,-0.085,0.071
-0.072,-0.0855,0.0675
-0.0765,-0.0845,0.0675
-0.073,-0.0815,0.074
-0.0705,-0.08,0.0745
-0.0675,-0.08,0.074
-0.0655,-0.08,0.0755
-0.063,-0.076,0.0775
-0.0625,-0.074,0.0755
-0.062,-0.075,0.073
-0.0615,-0.0745,0.0715
-0.0635,-0.074,0.068
-0.065,-0.0735,0.066
-0.0625,-0.073,0.064
-0.061,-0.073,0.064
-0.063,-0.074,0.065
-0.0605,-0.073,0.0655
-0.058,-0.072,0.059
-0.0575,-0.072,0.0595
-0.056,-0.071,0.0695
-0.0595,-0.072,0.072
-0.0585,-0.0695,0.0715
-0.0605,-0.068,0.0715
-0.0645,-0.069,0.069
-0.0595,-0.0685,0.0645
-0.057,-0.0665,0.0665
-0.0535,-0.0655,0.072
-0.0535,-0.066,0.076
-0.0535,-0.064,0.077
-0.054,-0.062,0.073
-0.0555,-0.0625,0.072
-0.0525,-0.063,0.073
-0.0495,-0.063,0.07
-0.0495,-0.0605,0.064
-0.052,-0.0605,0.067
-0.055,-0.0615,0.0675
-0.053,-0.0585,0.0685
-0.05,-0.0555,0.07
-0.0495,-0.057,0.0695
-0.0475,-0.056,0.074
-0.0475,-0.0535,0.0735
-0.0475,-0.0525,0.0735
-0.0495,-0.0505,0.0735
-0.0535,-0.0535,0.0735
-0.049,-0.0515,0.0765
-0.044,-0.048,0.0765
-0.046,-0.0505,0.077
-0.0485,-0.0505,0.0785
-0.0505,-0.05,0.0765
-0.052,-0.0495,0.0775
-0.0505,-0.048,0.0755
-0.046,-0.0455,0.073
-0.0425,-0.0445,0.0755
-0.0405,-0.044,0.074
-0.041,-0.044,0.074
-0.0385,-0.0415,0.074
-0.0345,-0.041,0.0755
-0.0325,-0.042,0.078
-0.03,-0.0385,0.0795
-0.0355,-0.037,0.0815
-0.0415,-0.037,0.086
-0.041,-0.036,0.091
-0.036,-0.034,0.0895
-0.03,-0.0315,0.0875
-0.0235,-0.028,0.091
-0.0255,-0.0275,0.0915
-0.028,-0.028,0.093
-0.0265,-0.0265,0.093
-0.029,-0.0245,0.0875
-0.027,-0.024,0.087
-0.02,-0.0215,0.0875
-0.0145,-0.0175,0.0915
-0.0145,-0.0165,0.093
-0.0125,-0.017,0.095
-0.0155,-0.0165,0.0975
-0.021,-0.016,0.097
-0.02,-0.018,0.1025
-0.0175,-0.013,0.1035
-0.0185,-0.0105,0.101
-0.015,-0.012,0.1035
-0.0085,-0.008,0.1115
-0.012,-0.007,0.1105
-0.008,-0.0045,0.1085
-0.008,-0.0035,0.1075
-0.0145,-0.0025,0.102
-0.0115,-0.0005,0.1035
-0.0075,0.0,0.106
-0.0065,0.0035,0.107
-0.007,0.0065,0.107
0.0,0.008,0.1085
0.0025,0.0125,0.1085
0.007,0.0165,0.1105
0.0095,0.017,0.1135
0.008,0.0185,0.11
0.016,0.021,0.111
0.015,0.023,0.117
0.0155,0.0265,0.118
0.0175,0.028,0.1165
0.019,0.03,0.119
0.0235,0.0345,0.119
0.0255,0.037,0.1195
0.0325,0.04,0.1215
0.031,0.0435,0.1245
0.029,0.045,0.128
0.0325,0.0475,0.1235
0.0385,0.0515,0.124
0.042,0.054,0.129
0.04,0.058,0.131
0.042,0.063,0.1305
0.0485,0.0655,0.1285
0.054,0.0685,0.133
0.053,0.0725,0.139
0.052,0.0755,0.141
0.059,0.0795,0.1395
0.0615,0.083,0.1415
0.059,0.083,0.1415
0.058,0.0865,0.142
0.0635,0.0905,0.1425
0.068,0.0915,0.144
0.067,0.0945,0.1525
0.0715,0.1005,0.158
0.0745,0.104,0.159
0.0755,0.1065,0.1615
0.078,0.111,0.162
0.0795,0.1155,0.163
0.0845,0.1205,0.164
0.087,0.124,0.1625
0.091,0.129,0.1665
0.096,0.134,0.17
0.0985,0.137,0.167
0.102,0.1405,0.1675
0.1005,0.144,0.1705
0.1015,0.1485,0.173
0.103,0.153,0.175
0.1045,0.157,0.1775
0.1105,0.1605,0.1795
0.113,0.1635,0.183
0.115,0.168,0.1835
0.1185,0.171,0.187
0.1185,0.1735,0.1915
0.1205,0.177,0.195
0.123,0.1805,0.2005
0.123,0.1815,0.2015
0.128,0.185,0.2025
0.128,0.1895,0.1995
0.1265,0.191,0.193
0.1335,0.194,0.192
0.1415,0.1985,0.199
0.1435,0.2015,0.2025
0.142,0.202,0.1985
0.143,0.205,0.196
