i,vx,vy
-0.2825,0.0775,0.0885
-0.285,0.078,0.089
-0.2825,0.081,0.0845
-0.2785,0.0875,0.08
-0.279,0.0915,0.0785
-0.2725,0.0965,0.0785
-0.261,0.1025,0.0775
-0.2595,0.1035,0.0785
-0.256,0.107,0.082
-0.2515,0.1085,0.0825
-0.252,0.111,0.0865
-0.2495,0.1165,0.087
-0.245,0.119,0.0855
-0.2415,0.1205,0.0885
-0.2415,0.1215,0.088
-0.2445,0.1215,0.0885
-0.248,0.1205,0.091
-0.245,0.117,0.088
-0.2445,0.114,0.0865
-0.243,0.1125,0.084
-0.2425,0.1085,0.079
-0.245,0.105,0.083
-0.242,0.1025,0.086
-0.2445,0.0995,0.0875
-0.2485,0.095,0.087
-0.2485,0.089,0.089
-0.2485,0.0875,0.092
-0.2585,0.085,0.09
-0.259,0.0805,0.091
-0.253,0.077,0.0915
-0.258,0.0765,0.0945
-0.256,0.0775,0.0965
-0.2575,0.0735,0.096
-0.257,0.071,0.0965
-0.25,0.074,0.0945
-0.2475,0.076,0.0925
-0.249,0.076,0.09
-0.253,0.072,0.081
-0.2565,0.068,0.0755
-0.2535,0.0665,0.0705
-0.251,0.063,0.0655
-0.255,0.06,0.0655
-0.262,0.057,0.063
-0.261,0.0565,0.066
-0.26,0.0585,0.066
-0.263,0.059,0.0605
-0.263,0.0555,0.0565
-0.2675,0.0525,0.0545
-0.2685,0.051,0.0535
-0.2695,0.045,0.048
-0.2775,0.043,0.051
-0.275,0.0455,0.055
-0.2655,0.0475,0.053
-0.2625,0.0485,0.055
-0.255,0.048,0.0525
-0.255,0.0485,0.0525
-0.26,0.0495,0.057
-0.256,0.0485,0.059
-0.2575,0.049,0.063
-0.259,0.052,0.07
-0.262,0.0525,0.076
-0.2725,0.0495,0.081
-0.2895,0.0405,0.084
-0.3025,0.0305,0.08
-0.3115,0.025,0.0745
-0.3145,0.0195,0.0675
-0.313,0.018,0.0625
-0.31,0.0195,0.059
-0.311,0.0175,0.055
-0.32,0.011,0.057
-0.326,0.0065,0.054
-0.3355,0.004,0.0555
-0.34,0.0,0.0575
-0.3415,-0.002,0.0555
-0.339,-0.0045,0.056
-0.3395,-0.005,0.052
-0.3395,-0.009,0.0495
-0.332,-0.0095,0.047
-0.335,-0.009,0.0445
-0.3265,-0.0095,0.0455
-0.324,-0.008,0.046
-0.338,-0.01,0.044
-0.34,-0.0115,0.039
-0.334,-0.015,0.038
-0.3365,-0.0145,0.0375
-0.3315,-0.0135,0.037
-0.3285,-0.014,0.0385
-0.336,-0.011,0.038
-0.335,-0.01,0.0425
-0.334,-0.009,0.045
-0.335,-0.0085,0.0445
-0.337,-0.0095,0.046
-0.331,-0.0095,0.046
-0.3315,-0.008,0.0455
-0.3365,-0.0095,0.045
-0.3335,-0.011,0.0445
-0.334,-0.011,0.0445
-0.3335,-0.0125,0.043
-0.333,-0.012,0.0405
-0.3305,-0.0125,0.039
-0.328,-0.0145,0.04
-0.333,-0.0165,0.04
-0.3375,-0.0185,0.041
-0.341,-0.017,0.0435
-0.345,-0.015,0.046
-0.3435,-0.0145,0.046
-0.3455,-0.0155,0.045
-0.3455,-0.0155,0.046
-0.34,-0.013,0.047
-0.3425,-0.014,0.0485
-0.349,-0.0145,0.0485
-0.3545,-0.016,0.0505
-0.3495,-0.016,0.0505
-0.3425,-0.0165,0.049
-0.3385,-0.0175,0.0495
-0.343,-0.0185,0.0485
-0.348,-0.0205,0.0505
-0.345,-0.0195,0.0485
-0.3495,-0.02,0.0445
-0.351,-0.0215,0.0445
-0.3515,-0.023,0.044
-0.355,-0.0235,0.045
-0.3525,-0.0225,0.044
-0.353,-0.021,0.0425
-0.358,-0.0215,0.0415
-0.358,-0.021,0.044
-0.3545,-0.0205,0.045
-0.354,-0.0215,0.044
-0.3545,-0.0205,0.0455
-0.3545,-0.0205,0.0455
-0.358,-0.0195,0.0465
-0.366,-0.0205,0.0475
-0.3665,-0.0235,0.0475
-0.366,-0.0225,0.048
-0.3655,-0.024,0.046
-0.368,-0.026,0.0465
-0.373,-0.025,0.049
-0.3695,-0.024,0.0505
-0.3685,-0.025,0.0495
-0.369,-0.026,0.0495
-0.3685,-0.0225,0.0515
-0.372,-0.023,0.052
-0.377,-0.023,0.0535
-0.3795,-0.0215,0.0545
-0.382,-0.023,0.0555
-0.3815,-0.021,0.0555
-0.3785,-0.0195,0.0545
-0.38,-0.0195,0.056
-0.3755,-0.0185,0.059
-0.37,-0.0195,0.06
-0.3675,-0.02,0.0605
-0.374,-0.02,0.061
-0.378,-0.0195,0.063
-0.3715,-0.0175,0.0635
-0.3675,-0.0165,0.0625
-0.365,-0.017,0.0645
-0.3665,-0.017,0.063
-0.36,-0.017,0.0625
-0.356,-0.015,0.061
-0.354,-0.0135,0.06
-0.346,-0.012,0.062
-0.3465,-0.013,0.0605
-0.3465,-0.016,0.0585
-0.351,-0.021,0.055
-0.359,-0.0285,0.0515
-0.36,-0.036,0.0455
-0.362,-0.0465,0.041
-0.3745,-0.0625,0.0345
-0.385,-0.082,0.026
-0.3885,-0.0985,0.016
-0.391,-0.1185,-0.001
-0.396,-0.135,-0.013
-0.4025,-0.1435,-0.0175
-0.3985,-0.1475,-0.0205
-0.3905,-0.1475,-0.0255
-0.3855,-0.152,-0.0275
-0.3835,-0.1465,-0.0255
-0.3735,-0.1365,-0.0275
-0.356,-0.1175,-0.029
-0.3365,-0.081,-0.0315
-0.311,-0.047,-0.041
-0.2915,-0.017,-0.046
-0.273,0.0225,-0.0405
-0.257,0.06,-0.03
-0.2425,0.106,-0.011
-0.21,0.1755,0.0085
-0.174,0.24,0.021
-0.1515,0.294,0.034
-0.122,0.3545,0.0555
-0.0925,0.42,0.085
-0.0635,0.491,0.1305
-0.0185,0.5885,0.183
0.011,0.6785,0.224
0.0235,0.736,0.287
0.0465,0.8125,0.3525
0.071,0.9135,0.419
0.073,0.979,0.489
0.0695,1.0215,0.5225
0.082,1.084,0.54
0.0995,1.1565,0.56
0.107,1.212,0.576
0.095,1.24,0.572
0.0765,1.2655,0.575
0.051,1.249,0.572
0.0085,1.1715,0.54
-0.041,1.09,0.5
-0.08,0.9805,0.4075
-0.1205,0.8415,0.3115
-0.178,0.69,0.2775
-0.2525,0.4915,0.259
-0.333,0.2595,0.2465
-0.4155,0.0045,0.2305
-0.49,-0.2085,0.2065
-0.5325,-0.3565,0.185
-0.5365,-0.427,0.1585
-0.5285,-0.4315,0.1235
-0.5265,-0.445,0.083
-0.5265,-0.4575,0.049
-0.5255,-0.4515,0.018
-0.5305,-0.4415,-0.01
-0.537,-0.4395,-0.037
-0.5385,-0.4415,-0.0555
-0.5345,-0.43,-0.0545
-0.5185,-0.3995,-0.045
-0.509,-0.3725,-0.0365
-0.4975,-0.34,-0.031
-0.4815,-0.309,-0.02
-0.4725,-0.2845,-0.008
-0.4555,-0.252,0.0065
-0.435,-0.2155,0.0155
-0.4135,-0.176,0.0195
-0.395,-0.1425,0.0295
-0.387,-0.1195,0.0315
-0.376,-0.1005,0.0365
-0.3635,-0.0795,0.0385
-0.3585,-0.063,0.039
-0.3515,-0.0535,0.0415
-0.344,-0.041,0.041
-0.34,-0.031,0.0505
-0.333,-0.022,0.0615
-0.326,-0.0165,0.0675
-0.324,-0.014,0.0735
-0.3205,-0.0125,0.0815
-0.3165,-0.0115,0.085
-0.3155,-0.008,0.0875
-0.3115,-0.0045,0.093
-0.306,-0.0015,0.097
-0.3085,-0.0005,0.101
-0.3105,0.001,0.103
-0.306,0.0005,0.105
-0.3095,-0.001,0.106
-0.31,-0.001,0.106
-0.3105,-0.002,0.106
-0.3145,-0.0025,0.1045
-0.308,-0.002,0.1035
-0.308,-0.0025,0.103
-0.3045,-0.001,0.0985
-0.297,0.001,0.0955
-0.299,-0.001,0.0925
-0.2975,-0.001,0.09
-0.296,0.0,0.088
-0.296,-0.0005,0.0845
-0.2965,-0.001,0.0885
-0.298,-0.0025,0.0875
-0.301,-0.004,0.0875
-0.299,-0.0015,0.087
-0.2965,0.0005,0.0865
-0.3005,0.0005,0.0875
-0.3,0.0005,0.0865
-0.2995,-0.0005,0.09
-0.3005,-0.0005,0.089
-0.2955,-0.001,0.088
-0.288,-0.0005,0.0885
-0.2925,0.001,0.0895
-0.295,0.0015,0.092
-0.2935,0.004,0.092
-0.294,0.0065,0.0925
-0.285,0.0055,0.0935
-0.2865,0.0045,0.094
-0.29,0.0065,0.093
-0.288,0.0065,0.093
-0.286,0.006,0.0945
-0.285,0.007,0.093
-0.286,0.006,0.0905
-0.2845,0.0065,0.0925
-0.287,0.008,0.0905
-0.286,0.009,0.0865
-0.287,0.009,0.086
-0.2885,0.008,0.088
-0.2855,0.009,0.091
-0.285,0.009,0.0905
-0.2855,0.008,0.089
-0.2875,0.0085,0.0885
-0.2925,0.0095,0.088
-0.2935,0.009,0.0895
-0.2865,0.0105,0.091
-0.2835,0.0105,0.0895
-0.2815,0.011,0.0875
-0.28,0.0135,0.085
-0.2835,0.012,0.0855
-0.2835,0.013,0.086
-0.281,0.014,0.0855
-0.279,0.014,0.087
-0.2795,0.0145,0.089
-0.277,0.016,0.0885
-0.2735,0.0155,0.0845
-0.278,0.0165,0.0855
-0.28,0.018,0.087
-0.277,0.0205,0.0875
-0.2805,0.0205,0.0905
-0.279,0.018,0.091
-0.274,0.018,0.089
-0.272,0.017,0.089
-0.274,0.018,0.088
-0.2745,0.019,0.087
-0.272,0.021,0.089
-0.2725,0.0195,0.0875
-0.271,0.0165,0.0875
-0.2685,0.018,0.0835
-0.2605,0.022,0.0805
-0.2545,0.022,0.08
-0.2535,0.022,0.08
-0.2515,0.025,0.083
-0.2515,0.027,0.083
-0.255,0.028,0.084
-0.257,0.03,0.0825
-0.2575,0.0325,0.083
-0.2605,0.0345,0.0835
-0.261,0.034,0.0845
-0.257,0.034,0.0845
-0.2535,0.0345,0.0825
-0.256,0.035,0.0825
-0.2545,0.0365,0.0785
-0.2545,0.035,0.0825
-0.2605,0.0325,0.083
-0.26,0.0325,0.0805
-0.258,0.0305,0.079
-0.256,0.031,0.0765
-0.2545,0.031,0.0755
-0.254,0.032,0.0765
-0.2515,0.0325,0.075
-0.2515,0.0305,0.0755
-0.2555,0.0295,0.079
-0.255,0.03,0.077
-0.254,0.031,0.078
-0.2545,0.031,0.079
-0.255,0.033,0.078
-0.2585,0.034,0.08
-0.2565,0.0325,0.0815
-0.2555,0.0325,0.0825
-0.255,0.031,0.083
-0.254,0.031,0.0815
-0.259,0.0325,0.081
-0.259,0.032,0.0805
-0.2575,0.0335,0.0815
-0.2615,0.036,0.0835
-0.261,0.0385,0.0835
-0.2545,0.04,0.0815
-0.2525,0.0415,0.0805
-0.2525,0.042,0.0795
-0.2495,0.0435,0.077
-0.2485,0.044,0.078
-0.25,0.043,0.0785
-0.2525,0.044,0.0775
-0.254,0.043,0.0765
-0.251,0.043,0.075
-0.25,0.0435,0.0765
-0.2525,0.042,0.0765
-0.25,0.043,0.077
-0.249,0.043,0.0785
-0.2465,0.0425,0.0775
-0.2425,0.0435,0.077
-0.2415,0.043,0.0735
-0.2395,0.043,0.072
-0.2425,0.0445,0.0715
-0.2535,0.0455,0.072
-0.2565,0.0465,0.0745
-0.2425,0.0475,0.0735
-0.24,0.047,0.0725
-0.241,0.0495,0.0735
-0.237,0.051,0.075
-0.2415,0.0515,0.078
-0.2425,0.0525,0.0775
-0.239,0.055,0.077
-0.2375,0.0535,0.0765
-0.234,0.0515,0.0765
-0.2305,0.053,0.082
-0.2325,0.054,0.0825
-0.2315,0.056,0.081
-0.235,0.0565,0.0795
-0.2375,0.058,0.0795
-0.234,0.0585,0.0785
-0.232,0.059,0.0775
-0.233,0.0585,0.0795
-0.235,0.058,0.076
-0.2405,0.0595,0.0795
-0.2385,0.0605,0.0815
-0.225,0.0605,0.079
-0.222,0.063,0.0765
-0.2205,0.066,0.0745
-0.218,0.0665,0.0775
-0.223,0.0665,0.0785
-0.226,0.065,0.0765
-0.2235,0.0675,0.0765
-0.222,0.0695,0.076
-0.2195,0.071,0.074
-0.2205,0.0715,0.0745
-0.226,0.0725,0.0765
-0.2255,0.0745,0.0795
-0.2225,0.0775,0.0805
-0.2195,0.078,0.0835
-0.218,0.079,0.0865
-0.213,0.0835,0.085
-0.207,0.084,0.0855
-0.199,0.086,0.086
-0.2015,0.0855,0.089
-0.208,0.0855,0.089
-0.207,0.0875,0.086
-0.213,0.0865,0.0845
-0.2135,0.089,0.085
-0.2105,0.09,0.0865
-0.2125,0.0905,0.0865
-0.211,0.091,0.088
-0.211,0.0925,0.086
-0.213,0.0925,0.085
-0.21,0.0935,0.085
-0.205,0.0975,0.084
-0.2045,0.099,0.0865
-0.202,0.1015,0.089
-0.1985,0.1035,0.0915
-0.1965,0.1055,0.092
-0.1935,0.1085,0.09
-0.19,0.111,0.0895
-0.1885,0.1145,0.091
-0.1835,0.1185,0.094
-0.184,0.1215,0.0975
-0.1855,0.123,0.0985
-0.1755,0.125,0.0965
-0.173,0.1265,0.0975
-0.174,0.13,0.097
-0.173,0.1315,0.0965
-0.17,0.134,0.0985
-0.1665,0.136,0.0995
-0.167,0.137,0.1025
-0.1665,0.138,0.1015
-0.1625,0.138,0.102
-0.159,0.14,0.104
-0.16,0.1425,0.106
-0.1555,0.1465,0.1065
-0.149,0.15,0.106
-0.146,0.1525,0.1065
-0.1435,0.1545,0.1045
-0.1455,0.1555,0.1075
-0.146,0.1585,0.111
-0.1425,0.161,0.1125
-0.142,0.1625,0.115
-0.1465,0.1635,0.1165
-0.1445,0.1665,0.115
-0.1395,0.1705,0.1145
-0.1365,0.173,0.1155
-0.1355,0.175,0.1135
-0.136,0.1755,0.116
-0.136,0.178,0.119
-0.136,0.1795,0.116
-0.134,0.179,0.116
-0.131,0.184,0.119
-0.13,0.1875,0.12
-0.133,0.1885,0.123
-0.135,0.19,0.125
-0.1385,0.1905,0.125
-0.1375,0.1925,0.128
-0.1325,0.1965,0.131
-0.1325,0.1995,0.1305
-0.127,0.2005,0.1315
-0.1145,0.202,0.135
-0.1115,0.2035,0.1355
-0.1175,0.205,0.1365
-0.113,0.206,0.138
-0.1135,0.206,0.137
-0.118,0.2095,0.1355
-0.1155,0.211,0.1355
-0.1155,0.212,0.1385
-0.1135,0.2135,0.141
-0.1125,0.2145,0.1415
-0.118,0.2155,0.1415
-0.1175,0.2165,0.14
-0.1135,0.2165,0.14
-0.12,0.2185,0.142
-0.12,0.219,0.142
-0.1205,0.218,0.1465
-0.1245,0.218,0.1485
-0.124,0.217,0.146
-0.1255,0.2185,0.1495
-0.1295,0.2185,0.147
-0.135,0.2155,0.1445
-0.13,0.215,0.146
-0.1315,0.214,0.144
-0.1375,0.2095,0.1435
-0.138,0.2055,0.141
-0.144,0.2045,0.1395
-0.146,0.201,0.1375
-0.148,0.1975,0.136
-0.154,0.192,0.136
-0.1605,0.1865,0.1365
-0.168,0.182,0.1375
-0.167,0.179,0.1325
-0.165,0.177,0.128
-0.172,0.1715,0.1305
-0.1735,0.166,0.1305
-0.176,0.1615,0.1285
-0.184,0.1545,0.129
-0.1895,0.147,0.1245
-0.192,0.1405,0.123
-0.1895,0.1355,0.1235
-0.19,0.131,0.1205
-0.1985,0.1245,0.12
-0.2085,0.12,0.117
-0.2165,0.118,0.115
-0.2205,0.111,0.111
-0.2215,0.1085,0.106
-0.219,0.1075,0.105
-0.223,0.1025,0.1065
-0.2335,0.0995,0.105
-0.231,0.0955,0.1025
-0.2305,0.0915,0.102
-0.236,0.0875,0.0975
-0.237,0.083,0.094
-0.245,0.0795,0.095
-0.2495,0.0735,0.096
-0.2485,0.069,0.0945
-0.251,0.067,0.09
-0.256,0.0655,0.0895
-0.26,0.063,0.0875
-0.264,0.0585,0.0865
-0.262,0.058,0.0845
-0.263,0.0535,0.083
-0.268,0.051,0.0835
-0.268,0.0515,0.082
-0.271,0.0475,0.078
-0.269,0.045,0.074
-0.2675,0.043,0.072
-0.2715,0.0385,0.0725
-0.2775,0.035,0.0725
-0.2805,0.034,0.0675
-0.281,0.0305,0.065
-0.278,0.0275,0.0645
-0.275,0.0245,0.064
-0.2815,0.0255,0.0665
-0.2845,0.0245,0.0665
-0.285,0.0225,0.0655
-0.287,0.023,0.0655
-0.2885,0.0205,0.0625
-0.2925,0.018,0.062
-0.2935,0.0135,0.0625
-0.2905,0.0145,0.0625
-0.2945,0.0135,0.0625
-0.295,0.013,0.0605
-0.297,0.012,0.06
-0.3005,0.007,0.059
-0.2975,0.008,0.059
-0.2955,0.007,0.0595
-0.2945,0.0065,0.0615
-0.2965,0.0055,0.062
-0.2965,0.005,0.057
-0.2985,0.0035,0.0575
-0.2965,0.003,0.056
-0.2925,0.006,0.057
-0.296,0.0055,0.058
-0.296,0.0035,0.0575
-0.301,0.002,0.0605
-0.302,0.0025,0.057
-0.3015,0.0045,0.054
-0.305,0.007,0.0535
-0.302,0.0085,0.056
-0.2975,0.0075,0.057
-0.3005,0.0075,0.0545
-0.303,0.008,0.055
-0.303,0.005,0.0535
-0.3075,0.003,0.0545
-0.305,0.004,0.052
-0.303,0.002,0.0505
-0.304,0.0025,0.0525
-0.303,0.0015,0.05
-0.305,0.004,0.051
-0.311,0.0045,0.053
-0.309,0.004,0.0505
-0.3055,0.005,0.049
-0.3055,0.0035,0.052
-0.3025,0.0025,0.056
-0.3045,0.001,0.0535
-0.306,0.001,0.052
-0.308,0.0005,0.0535
-0.31,0.003,0.055
-0.3065,0.004,0.056
-0.3025,0.004,0.0565
-0.3025,0.0035,0.0565
-0.3005,0.0035,0.0525
-0.2965,0.0055,0.051
-0.2995,0.0035,0.051
-0.303,0.004,0.05
-0.308,0.003,0.0495
-0.3095,0.004,0.0485
-0.313,0.0045,0.047
-0.3155,0.0045,0.047
-0.313,0.007,0.0475
-0.3105,0.0055,0.0465
-0.3055,0.006,0.0465
-0.3105,0.006,0.048
-0.311,0.007,0.051
-0.309,0.006,0.053
-0.3155,0.005,0.053
-0.317,0.0045,0.052
-0.3145,0.0055,0.0535
-0.3115,0.006,0.052
-0.3075,0.004,0.052
-0.3095,0.004,0.0545
-0.311,0.0025,0.053
-0.305,0.002,0.0535
-0.3145,0.0005,0.055
-0.3175,-0.002,0.057
-0.3075,-0.0025,0.055
-0.3065,-0.004,0.0565
-0.307,-0.004,0.0575
-0.314,-0.0035,0.054
-0.3175,-0.003,0.054
-0.3135,-0.002,0.0535
-0.311,-0.004,0.053
-0.314,-0.005,0.054
-0.3155,-0.005,0.0545
-0.314,-0.006,0.0555
-0.3175,-0.006,0.056
-0.317,-0.0055,0.0565
-0.3135,-0.0055,0.055
-0.311,-0.004,0.0545
-0.308,-0.002,0.055
-0.3085,-0.002,0.0525
-0.312,-0.004,0.0545
-0.3125,-0.005,0.052
-0.317,-0.002,0.052
-0.321,-0.003,0.0565
-0.318,-0.005,0.055
-0.321,-0.0065,0.058
-0.325,-0.009,0.0555
-0.321,-0.0095,0.056
-0.322,-0.011,0.057
-0.3195,-0.009,0.0585
-0.316,-0.0065,0.062
-0.32,-0.0065,0.059
-0.323,-0.0075,0.066
-0.3255,-0.0125,0.069
-0.321,-0.0125,0.064
-0.3155,-0.0105,0.063
-0.316,-0.0125,0.062
-0.3115,-0.0115,0.0635
-0.31,-0.0085,0.063
-0.313,-0.008,0.063
-0.311,-0.0065,0.0655
-0.3085,-0.0045,0.065
-0.316,-0.0055,0.0645
-0.3205,-0.0075,0.0655
-0.3195,-0.0055,0.0655
-0.32,-0.0035,0.0685
-0.322,-0.0035,0.0685
-0.326,-0.004,0.066
-0.3265,-0.004,0.0675
-0.3265,-0.0055,0.0655
-0.324,-0.005,0.0645
-0.324,-0.002,0.065
-0.3235,-0.0035,0.065
-0.3215,-0.003,0.067
-0.321,-0.0015,0.066
-0.3185,-0.0005,0.0625
-0.316,0.0,0.0635
-0.314,-0.002,0.066
-0.3125,-0.0015,0.0645
-0.314,-0.002,0.0655
-0.32,-0.001,0.063
-0.319,0.001,0.059
-0.319,-0.002,0.059
-0.3305,-0.0035,0.0595
-0.3295,-0.0045,0.062
-0.3235,-0.006,0.0605
-0.3245,-0.007,0.0625
-0.324,-0.0055,0.063
-0.3235,-0.0065,0.0625
-0.3195,-0.0075,0.062
-0.318,-0.007,0.0595
-0.3195,-0.0065,0.064
-0.319,-0.006,0.065
-0.3205,-0.007,0.0655
-0.3205,-0.0075,0.066
-0.323,-0.007,0.0635
-0.3325,-0.006,0.064
-0.3335,-0.006,0.065
-0.3265,-0.005,0.0685
-0.325,-0.0035,0.071
-0.3245,-0.0025,0.067
-0.321,-0.001,0.0665
-0.3185,-0.002,0.0655
-0.324,-0.0025,0.0665
-0.326,-0.005,0.069
-0.3195,-0.006,0.068
-0.3225,-0.006,0.064
-0.3265,-0.0055,0.064
-0.3305,-0.002,0.0645
