i,vx,vy
-0.533,0.1855,1.7705
-0.5305,0.189,1.772
-0.533,0.1875,1.774
-0.5355,0.1855,1.7715
-0.5385,0.1845,1.7705
-0.537,0.186,1.7715
-0.5325,0.1895,1.7705
-0.5315,0.1945,1.771
-0.534,0.1915,1.773
-0.5385,0.186,1.772
-0.538,0.1885,1.771
-0.5345,0.191,1.7695
-0.537,0.189,1.77
-0.5385,0.1885,1.771
-0.5385,0.19,1.7705
-0.535,0.1915,1.7725
-0.5305,0.195,1.7725
-0.5295,0.1945,1.7725
-0.5255,0.194,1.7725
-0.522,0.1965,1.7725
-0.5245,0.1955,1.7725
-0.5235,0.197,1.7715
-0.5235,0.199,1.7705
-0.522,0.202,1.768
-0.5175,0.205,1.768
-0.5175,0.2025,1.771
-0.518,0.203,1.773
-0.518,0.205,1.774
-0.518,0.2055,1.774
-0.518,0.2075,1.774
-0.517,0.2085,1.7735
-0.5195,0.207,1.7735
-0.52,0.207,1.774
-0.516,0.2105,1.774
-0.514,0.2125,1.773
-0.5135,0.2145,1.7745
-0.511,0.217,1.7745
-0.5065,0.218,1.774
-0.5035,0.221,1.7715
-0.5015,0.223,1.771
-0.501,0.2225,1.773
-0.4995,0.225,1.772
-0.501,0.2275,1.774
-0.5005,0.2285,1.775
-0.4975,0.232,1.7755
-0.4975,0.233,1.776
-0.4965,0.2335,1.7755
-0.5,0.2325,1.776
-0.5035,0.2325,1.777
-0.4985,0.2375,1.7785
-0.495,0.238,1.777
-0.4935,0.2395,1.777
-0.493,0.2415,1.779
-0.4905,0.244,1.7805
-0.4895,0.2495,1.781
-0.4905,0.249,1.7795
-0.4855,0.2505,1.7795
-0.4785,0.256,1.781
-0.4775,0.257,1.778
-0.477,0.26,1.777
-0.4725,0.263,1.781
-0.4705,0.263,1.781
-0.469,0.265,1.778
-0.467,0.269,1.7775
-0.467,0.274,1.7785
-0.4645,0.2775,1.78
-0.4555,0.28,1.781
-0.4515,0.283,1.7815
-0.456,0.2845,1.785
-0.453,0.2905,1.788
-0.45,0.295,1.7865
-0.4495,0.294,1.7865
-0.447,0.299,1.7885
-0.4455,0.3025,1.79
-0.4435,0.305,1.789
-0.443,0.3085,1.7905
-0.4395,0.3125,1.792
-0.4385,0.319,1.792
-0.435,0.322,1.7905
-0.429,0.327,1.7895
-0.4305,0.329,1.793
-0.43,0.3275,1.794
-0.425,0.3335,1.7955
-0.4225,0.34,1.795
-0.4225,0.344,1.7945
-0.4205,0.348,1.7975
-0.415,0.353,1.7975
-0.41,0.3595,1.798
-0.408,0.365,1.801
-0.404,0.37,1.8025
-0.3975,0.375,1.8015
-0.3945,0.378,1.8025
-0.3925,0.3825,1.8035
-0.388,0.388,1.806
-0.3845,0.392,1.81
-0.3795,0.3985,1.8105
-0.375,0.4055,1.8135
-0.3705,0.4105,1.8135
-0.3675,0.4175,1.8125
-0.364,0.4215,1.8145
-0.3595,0.4255,1.815
-0.3545,0.4305,1.817
-0.346,0.438,1.819
-0.3425,0.4455,1.8205
-0.34,0.447,1.8205
-0.337,0.4515,1.822
-0.3345,0.4565,1.823
-0.3335,0.459,1.8235
-0.3325,0.4645,1.8255
-0.329,0.469,1.8265
-0.328,0.471,1.8285
-0.3265,0.4725,1.828
-0.324,0.475,1.829
-0.3205,0.4775,1.831
-0.3145,0.4835,1.83
-0.3105,0.488,1.832
-0.309,0.491,1.8345
-0.3075,0.4945,1.834
-0.304,0.497,1.833
-0.3015,0.5,1.835
-0.2955,0.5015,1.837
-0.2885,0.5025,1.838
-0.2895,0.5045,1.8375
-0.288,0.509,1.838
-0.2855,0.5115,1.839
-0.2845,0.5145,1.841
-0.2845,0.515,1.8425
-0.2835,0.514,1.8415
-0.2835,0.5185,1.842
-0.2885,0.5205,1.843
-0.2865,0.5205,1.843
-0.286,0.521,1.842
-0.2885,0.5215,1.8445
-0.2855,0.5245,1.847
-0.2845,0.527,1.845
-0.287,0.526,1.8465
-0.286,0.5255,1.8475
-0.285,0.527,1.848
-0.286,0.525,1.8465
-0.2885,0.5235,1.8465
-0.2875,0.522,1.8475
-0.2875,0.5195,1.8465
-0.2895,0.518,1.8475
-0.2865,0.518,1.8475
-0.2855,0.5205,1.8455
-0.2855,0.5205,1.8455
-0.2895,0.5125,1.8455
-0.2935,0.506,1.8465
-0.298,0.5035,1.85
-0.301,0.501,1.8515
-0.302,0.4965,1.85
-0.3085,0.487,1.847
-0.313,0.481,1.849
-0.316,0.476,1.8485
-0.3185,0.47,1.8475
-0.326,0.4655,1.847
-0.33,0.4605,1.8435
-0.3315,0.455,1.8415
-0.3385,0.4465,1.8405
-0.345,0.439,1.8385
-0.353,0.4305,1.8385
-0.3585,0.423,1.8385
-0.3605,0.4185,1.8375
-0.363,0.4155,1.836
-0.3705,0.4075,1.834
-0.3795,0.395,1.833
-0.3835,0.388,1.8305
-0.392,0.3805,1.8285
-0.4005,0.3715,1.828
-0.405,0.365,1.826
-0.4115,0.358,1.8225
-0.4165,0.35,1.821
-0.42,0.3395,1.819
-0.4225,0.333,1.819
-0.426,0.328,1.8165
-0.434,0.3195,1.8145
-0.4405,0.311,1.8125
-0.4465,0.3045,1.81
-0.4505,0.296,1.8095
-0.452,0.2885,1.807
-0.457,0.281,1.808
-0.462,0.2735,1.8045
-0.4675,0.2695,1.8005
-0.4745,0.2625,1.801
-0.478,0.253,1.7985
-0.479,0.25,1.7975
-0.4795,0.247,1.796
-0.4865,0.2385,1.7955
-0.494,0.2325,1.795
-0.4975,0.2265,1.7925
-0.5025,0.221,1.791
-0.5055,0.217,1.7895
-0.507,0.211,1.7875
-0.511,0.2055,1.7865
-0.5155,0.2015,1.7845
-0.5185,0.196,1.7835
-0.518,0.1925,1.7835
-0.5205,0.19,1.7805
-0.522,0.1865,1.7785
-0.5245,0.182,1.7795
-0.5275,0.1785,1.78
-0.5295,0.1775,1.7765
-0.531,0.174,1.7755
-0.5305,0.1705,1.774
-0.5325,0.169,1.773
-0.5315,0.1675,1.7745
-0.5325,0.1655,1.774
-0.535,0.1645,1.773
-0.537,0.161,1.7735
-0.539,0.1575,1.7735
-0.538,0.159,1.771
-0.538,0.157,1.77
-0.5425,0.1545,1.7695
-0.5455,0.152,1.77
-0.542,0.1505,1.7685
-0.5445,0.1505,1.7675
-0.548,0.149,1.7675
-0.546,0.1485,1.7675
-0.5475,0.1465,1.7665
-0.5455,0.146,1.7665
-0.546,0.149,1.7675
-0.548,0.1475,1.7655
-0.5485,0.144,1.7665
-0.547,0.1455,1.7665
-0.546,0.1455,1.7635
-0.5465,0.143,1.763
-0.5455,0.141,1.763
-0.551,0.1415,1.761
-0.5515,0.141,1.761
-0.546,0.144,1.7635
-0.548,0.143,1.764
-0.551,0.1385,1.7645
-0.552,0.139,1.765
-0.553,0.14,1.764
-0.553,0.141,1.764
-0.552,0.1385,1.7635
-0.551,0.1375,1.7635
-0.552,0.1375,1.7625
-0.55,0.1355,1.763
-0.5485,0.1365,1.763
-0.5495,0.137,1.7635
-0.546,0.138,1.7615
-0.5475,0.138,1.76
-0.5485,0.1355,1.76
-0.5495,0.1345,1.7605
-0.5515,0.1335,1.762
-0.551,0.131,1.761
-0.5495,0.13,1.7595
-0.5455,0.1305,1.7605
-0.548,0.13,1.7625
-0.5465,0.127,1.762
-0.5475,0.127,1.7605
-0.554,0.1265,1.761
-0.5515,0.124,1.7615
-0.548,0.122,1.7615
-0.548,0.1235,1.76
-0.549,0.125,1.7605
-0.55,0.124,1.7605
-0.551,0.124,1.7585
-0.5525,0.1215,1.759
-0.5545,0.1185,1.759
-0.556,0.1185,1.7575
-0.5515,0.122,1.7585
-0.5505,0.124,1.759
-0.555,0.123,1.7585
-0.556,0.1195,1.758
-0.5535,0.1185,1.758
-0.5515,0.119,1.76
-0.5525,0.119,1.7625
-0.553,0.12,1.762
-0.5525,0.1205,1.758
-0.553,0.122,1.7575
-0.5525,0.1205,1.761
-0.556,0.1165,1.7625
-0.556,0.1195,1.761
-0.5535,0.121,1.7605
-0.5555,0.1215,1.7595
-0.557,0.1215,1.7595
-0.5565,0.1185,1.757
-0.5545,0.1185,1.757
-0.553,0.1195,1.758
-0.552,0.123,1.7595
-0.5555,0.122,1.7585
-0.555,0.12,1.7555
-0.5495,0.122,1.7575
-0.549,0.124,1.7565
-0.5475,0.123,1.758
-0.55,0.1215,1.7595
-0.553,0.1235,1.7595
-0.554,0.123,1.76
-0.5555,0.124,1.76
-0.557,0.1235,1.762
-0.5565,0.1235,1.7605
-0.558,0.1215,1.7605
-0.559,0.1215,1.761
-0.556,0.1235,1.7625
-0.5555,0.1235,1.765
-0.5565,0.1235,1.7625
-0.5565,0.123,1.761
-0.556,0.1235,1.7615
-0.5555,0.1225,1.7605
-0.5535,0.125,1.762
-0.5525,0.126,1.762
-0.5525,0.127,1.76
-0.5525,0.1285,1.762
-0.5495,0.1295,1.7625
-0.549,0.1315,1.763
-0.551,0.129,1.7645
-0.548,0.1295,1.765
-0.547,0.1285,1.7635
-0.5505,0.126,1.761
-0.5535,0.1275,1.7615
-0.551,0.128,1.764
-0.551,0.129,1.764
-0.5485,0.129,1.7615
-0.546,0.126,1.763
-0.549,0.1255,1.7635
-0.5475,0.1275,1.763
-0.5445,0.1285,1.7635
-0.542,0.1285,1.7605
-0.541,0.1295,1.76
-0.5425,0.131,1.76
-0.5415,0.134,1.7605
-0.5435,0.1325,1.762
-0.543,0.1285,1.763
-0.5425,0.132,1.76
-0.5445,0.1325,1.759
-0.544,0.132,1.759
-0.5465,0.132,1.7595
-0.5475,0.13,1.7615
-0.549,0.13,1.7575
-0.5465,0.1305,1.7575
-0.545,0.1295,1.758
-0.5495,0.13,1.758
-0.548,0.129,1.7595
-0.5465,0.127,1.7595
-0.547,0.1295,1.7605
-0.5485,0.1295,1.7605
-0.55,0.1295,1.757
-0.5505,0.129,1.757
-0.5495,0.1285,1.7585
-0.5455,0.1295,1.7585
-0.543,0.13,1.7595
-0.541,0.1305,1.7595
-0.538,0.134,1.7605
-0.5395,0.1345,1.7605
-0.5415,0.133,1.76
-0.5415,0.1325,1.759
-0.5395,0.1325,1.758
-0.538,0.1355,1.7585
-0.5405,0.1335,1.757
-0.5415,0.131,1.756
-0.538,0.133,1.757
-0.5375,0.1335,1.7585
-0.538,0.1335,1.757
-0.537,0.1325,1.7545
-0.54,0.1335,1.7545
-0.541,0.134,1.756
-0.542,0.1315,1.754
-0.545,0.131,1.753
-0.542,0.131,1.7545
-0.5365,0.135,1.7535
-0.5365,0.1375,1.752
-0.5405,0.136,1.753
-0.5415,0.135,1.7535
-0.5385,0.1345,1.7535
-0.5375,0.1345,1.7525
-0.538,0.1345,1.7515
-0.539,0.134,1.7525
-0.5385,0.1385,1.7525
-0.5405,0.1385,1.7515
-0.5455,0.1325,1.7535
-0.5435,0.1335,1.755
-0.539,0.134,1.753
-0.5385,0.1335,1.7515
-0.539,0.1325,1.752
-0.5375,0.131,1.7525
-0.5385,0.1305,1.753
-0.537,0.13,1.7515
-0.535,0.131,1.7495
-0.535,0.131,1.7515
-0.535,0.1295,1.751
-0.536,0.13,1.7525
-0.536,0.1315,1.7515
-0.536,0.13,1.75
-0.5355,0.1295,1.75
-0.5355,0.129,1.751
-0.538,0.128,1.7485
-0.541,0.127,1.745
-0.5455,0.1255,1.746
-0.545,0.125,1.747
-0.5435,0.125,1.7455
-0.5445,0.122,1.745
-0.546,0.1205,1.747
-0.548,0.1205,1.746
-0.5465,0.118,1.747
-0.5455,0.1195,1.7475
-0.546,0.1195,1.7495
-0.5455,0.118,1.7485
-0.547,0.1185,1.7475
-0.547,0.119,1.749
-0.544,0.1205,1.745
-0.542,0.119,1.7445
-0.542,0.115,1.744
-0.5425,0.115,1.7425
-0.542,0.115,1.744
-0.542,0.116,1.743
-0.543,0.1165,1.7425
-0.541,0.115,1.743
-0.541,0.115,1.7435
-0.5425,0.1155,1.743
-0.5425,0.1145,1.7425
-0.5415,0.1145,1.745
-0.5405,0.115,1.745
-0.542,0.1175,1.7445
-0.544,0.118,1.7445
-0.5485,0.114,1.743
-0.5465,0.1145,1.7425
-0.545,0.1135,1.741
-0.546,0.113,1.7425
-0.545,0.113,1.743
-0.5485,0.112,1.742
-0.549,0.112,1.741
-0.5485,0.1125,1.74
-0.5455,0.112,1.7425
-0.5445,0.11,1.7435
-0.545,0.109,1.744
-0.544,0.1075,1.7425
-0.5445,0.108,1.7435
-0.547,0.1075,1.7425
-0.548,0.1075,1.7425
-0.5455,0.106,1.744
-0.5485,0.105,1.742
-0.5495,0.105,1.741
-0.5475,0.105,1.741
-0.5495,0.1035,1.7415
-0.55,0.1045,1.741
-0.5495,0.105,1.7405
-0.549,0.103,1.7385
-0.5495,0.1045,1.7365
-0.5495,0.104,1.739
-0.548,0.107,1.7405
-0.547,0.1045,1.738
-0.547,0.1015,1.737
-0.546,0.1045,1.737
-0.5485,0.1035,1.737
-0.549,0.102,1.7405
-0.5455,0.102,1.7405
-0.546,0.1055,1.741
-0.5495,0.105,1.7405
-0.551,0.1035,1.7365
-0.5495,0.105,1.7385
-0.548,0.1035,1.741
-0.5485,0.103,1.739
-0.55,0.1005,1.738
-0.55,0.099,1.7375
-0.549,0.099,1.737
-0.5495,0.1,1.736
-0.549,0.0985,1.7355
-0.547,0.0965,1.736
-0.5435,0.099,1.7365
-0.5415,0.1005,1.7365
-0.542,0.099,1.7355
-0.5445,0.0985,1.7325
-0.547,0.099,1.7335
-0.547,0.0995,1.7335
-0.546,0.098,1.7335
-0.546,0.096,1.7345
-0.548,0.1,1.7355
-0.55,0.0995,1.736
-0.5515,0.097,1.735
-0.551,0.0965,1.7355
-0.55,0.097,1.7355
-0.55,0.101,1.738
-0.549,0.0995,1.7375
-0.549,0.097,1.7375
-0.5515,0.0965,1.738
-0.553,0.0965,1.7345
-0.5535,0.0955,1.7345
-0.5525,0.0935,1.7365
-0.5535,0.094,1.7375
-0.554,0.095,1.7365
-0.5525,0.098,1.7375
-0.553,0.0995,1.74
-0.551,0.0975,1.739
-0.549,0.099,1.7385
-0.548,0.0995,1.7365
-0.55,0.0995,1.7375
-0.5505,0.1025,1.7395
-0.548,0.105,1.739
-0.545,0.0995,1.7375
-0.5425,0.0965,1.7375
-0.5415,0.0985,1.7405
-0.5385,0.1005,1.742
-0.536,0.1015,1.741
-0.5365,0.1015,1.74
-0.538,0.1005,1.741
-0.5395,0.099,1.741
-0.539,0.1005,1.741
-0.536,0.102,1.741
-0.5335,0.103,1.741
-0.5325,0.1045,1.742
-0.5325,0.105,1.741
-0.5305,0.105,1.7425
-0.5315,0.106,1.7435
-0.5325,0.1065,1.742
-0.53,0.1085,1.745
-0.527,0.1115,1.747
-0.5205,0.1125,1.749
-0.5205,0.111,1.75
-0.5255,0.1105,1.7475
-0.5245,0.113,1.7465
-0.522,0.112,1.7465
-0.5205,0.113,1.746
-0.517,0.117,1.743
-0.516,0.115,1.7425
-0.5185,0.113,1.7455
-0.516,0.1145,1.7425
-0.515,0.114,1.7405
-0.518,0.1155,1.741
-0.515,0.115,1.7425
-0.5095,0.1165,1.744
-0.51,0.1205,1.744
-0.513,0.116,1.7465
-0.514,0.1135,1.7455
-0.515,0.117,1.744
-0.5145,0.118,1.744
-0.5125,0.116,1.744
-0.514,0.1155,1.7435
-0.52,0.114,1.7375
-0.521,0.1125,1.733
-0.52,0.1125,1.7305
-0.521,0.1085,1.728
-0.5225,0.106,1.725
-0.523,0.1075,1.7215
-0.5245,0.1055,1.72
-0.524,0.107,1.714
-0.517,0.111,1.7115
-0.5065,0.1145,1.7115
-0.498,0.1195,1.7085
-0.5025,0.1205,1.7085
-0.5035,0.122,1.7075
-0.5005,0.1235,1.7075
-0.4985,0.1235,1.708
-0.4975,0.1255,1.707
-0.5015,0.1265,1.7075
-0.498,0.127,1.707
-0.4945,0.128,1.7105
-0.4935,0.1285,1.7135
-0.4945,0.1275,1.7105
-0.4975,0.128,1.712
-0.492,0.13,1.7165
-0.486,0.1325,1.718
-0.484,0.135,1.7195
-0.484,0.139,1.7225
-0.484,0.1405,1.728
-0.485,0.141,1.73
-0.486,0.141,1.7295
-0.484,0.139,1.7285
-0.4835,0.1405,1.729
-0.4845,0.1425,1.73
-0.4875,0.1415,1.728
-0.4885,0.1395,1.727
-0.4885,0.139,1.725
-0.488,0.138,1.725
-0.4855,0.1365,1.727
-0.4795,0.1345,1.727
-0.476,0.1335,1.7255
-0.474,0.1325,1.7255
-0.477,0.1335,1.7265
-0.485,0.132,1.7265
-0.4875,0.1315,1.727
-0.4925,0.1295,1.7295
-0.5025,0.1265,1.731
-0.507,0.127,1.7315
-0.511,0.1225,1.733
-0.517,0.1205,1.7365
-0.523,0.1195,1.7405
-0.5285,0.115,1.738
-0.5285,0.1145,1.7405
-0.527,0.114,1.743
-0.5285,0.114,1.7395
-0.5295,0.1135,1.7395
-0.5345,0.1085,1.74
-0.5395,0.108,1.74
-0.539,0.1055,1.7395
-0.539,0.1025,1.738
-0.5425,0.1,1.7385
-0.5475,0.098,1.7385
-0.549,0.0955,1.7365
-0.5495,0.0905,1.736
-0.5525,0.089,1.7355
-0.5535,0.0875,1.7365
-0.5565,0.087,1.7375
-0.5615,0.0845,1.7355
-0.565,0.0805,1.7345
-0.5665,0.08,1.735
-0.5635,0.0805,1.734
-0.56,0.079,1.7325
-0.5625,0.077,1.7325
-0.566,0.0765,1.731
-0.5675,0.0755,1.731
-0.566,0.0755,1.7305
-0.5655,0.0745,1.729
-0.5665,0.0755,1.731
-0.5675,0.077,1.73
-0.5705,0.078,1.732
-0.5745,0.076,1.7345
-0.576,0.0745,1.733
-0.571,0.0785,1.7335
-0.57,0.0785,1.735
-0.57,0.078,1.7335
-0.57,0.077,1.7325
-0.5715,0.076,1.7335
-0.5705,0.0785,1.733
-0.5685,0.077,1.734
-0.566,0.0775,1.733
-0.566,0.0805,1.7305
-0.565,0.0775,1.732
-0.5605,0.0775,1.735
-0.5575,0.0825,1.735
-0.5565,0.0835,1.7325
-0.5605,0.085,1.7305
-0.563,0.084,1.73
-0.563,0.0815,1.7315
-0.5615,0.085,1.731
-0.562,0.087,1.7315
-0.5595,0.087,1.733
-0.559,0.0895,1.735
-0.561,0.0875,1.735
-0.5625,0.082,1.7355
-0.5645,0.0855,1.7355
-0.5585,0.0955,1.7365
-0.556,0.0985,1.7445
-0.555,0.099,1.752
-0.552,0.1045,1.7595
-0.549,0.114,1.766
-0.5455,0.123,1.7725
-0.55,0.129,1.781
-0.553,0.132,1.7925
-0.5545,0.1405,1.803
-0.553,0.1535,1.816
-0.5445,0.1685,1.8295
-0.532,0.192,1.838
-0.5085,0.232,1.8465
-0.483,0.274,1.8565
-0.458,0.3085,1.869
-0.421,0.368,1.881
-0.389,0.428,1.8935
-0.358,0.4835,1.907
-0.3105,0.5525,1.918
-0.263,0.6195,1.9295
-0.2085,0.6985,1.9415
-0.1675,0.7565,1.946
-0.151,0.788,1.951
-0.1325,0.815,1.953
-0.1195,0.8265,1.949
-0.1085,0.84,1.9465
-0.0875,0.867,1.9445
-0.072,0.8945,1.9375
-0.0685,0.91,1.9295
-0.055,0.936,1.9285
-0.0485,0.9675,1.9225
-0.0575,0.986,1.913
-0.0665,0.99,1.899
-0.0875,0.9745,1.8845
-0.1025,0.9565,1.8685
-0.118,0.9245,1.8515
-0.1475,0.8765,1.849
-0.1945,0.8,1.8335
-0.282,0.6795,1.808
-0.353,0.5785,1.7665
-0.3945,0.4925,1.708
-0.4385,0.393,1.665
-0.482,0.289,1.63
-0.513,0.1935,1.592
-0.5395,0.1055,1.5595
-0.5805,-0.0095,1.5335
-0.627,-0.13,1.5185
-0.667,-0.214,1.5135
-0.6835,-0.252,1.511
-0.6925,-0.264,1.512
-0.693,-0.2575,1.5145
-0.6865,-0.237,1.5275
-0.6805,-0.211,1.5445
-0.665,-0.181,1.558
-0.6545,-0.1605,1.5655
-0.655,-0.1455,1.5765
-0.6535,-0.1275,1.593
-0.6505,-0.113,1.608
-0.645,-0.0925,1.6255
-0.635,-0.067,1.6395
-0.6315,-0.0535,1.6505
-0.628,-0.0415,1.6565
-0.6245,-0.026,1.665
-0.621,-0.013,1.6755
-0.606,0.005,1.686
-0.5925,0.0215,1.697
-0.585,0.034,1.7025
-0.5765,0.046,1.7115
-0.572,0.054,1.715
-0.5655,0.062,1.7185
-0.5555,0.0705,1.723
-0.5515,0.0765,1.7275
-0.5515,0.0825,1.7305
-0.555,0.084,1.7305
-0.559,0.082,1.7305
-0.559,0.084,1.731
-0.561,0.085,1.735
-0.563,0.0855,1.7355
-0.5625,0.089,1.7365
-0.563,0.0905,1.7355
-0.5625,0.092,1.737
-0.5625,0.094,1.7385
-0.562,0.092,1.736
-0.5605,0.089,1.736
-0.5615,0.09,1.736
-0.559,0.0895,1.737
-0.556,0.09,1.7365
-0.5555,0.089,1.738
-0.5515,0.0895,1.74
-0.5505,0.094,1.7405
-0.5525,0.0915,1.74
-0.552,0.09,1.737
-0.5525,0.0915,1.7395
-0.5525,0.0925,1.7415
-0.5525,0.0935,1.7415
-0.5555,0.094,1.7425
-0.5555,0.0975,1.7425
-0.553,0.0965,1.7435
-0.552,0.096,1.743
-0.5545,0.096,1.7425
-0.5555,0.096,1.743
-0.5575,0.099,1.7445
-0.559,0.099,1.744
-0.556,0.097,1.7455
-0.557,0.1,1.7465
-0.553,0.101,1.745
-0.5495,0.1025,1.7435
-0.549,0.1045,1.7455
-0.549,0.102,1.7455
-0.5485,0.1045,1.7465
-0.5475,0.1055,1.746
-0.5485,0.105,1.745
-0.549,0.1045,1.7455
-0.5495,0.106,1.7455
-0.5485,0.108,1.746
-0.549,0.1075,1.746
-0.551,0.108,1.747
-0.5525,0.107,1.745
-0.55,0.107,1.744
-0.549,0.109,1.7485
-0.547,0.1105,1.751
-0.5455,0.1125,1.7515
-0.5455,0.1145,1.7505
-0.5455,0.1145,1.7485
-0.5455,0.1155,1.7495
-0.544,0.117,1.7485
-0.5425,0.116,1.7485
-0.5395,0.1175,1.75
-0.5385,0.1185,1.749
-0.537,0.1185,1.7465
-0.535,0.12,1.748
-0.5385,0.119,1.7475
-0.539,0.1195,1.748
-0.536,0.123,1.7505
-0.5355,0.1235,1.7495
-0.5375,0.1225,1.752
-0.5365,0.122,1.753
-0.533,0.1235,1.7515
-0.5325,0.1255,1.7525
-0.5345,0.128,1.7545
-0.536,0.1285,1.7545
-0.535,0.128,1.753
-0.5355,0.1285,1.753
-0.5355,0.1295,1.7555
-0.534,0.131,1.754
-0.5345,0.1325,1.753
-0.5335,0.1345,1.753
-0.531,0.133,1.754
-0.5285,0.1315,1.7555
-0.526,0.1325,1.751
-0.5235,0.1355,1.751
-0.5215,0.1395,1.75
-0.5225,0.1415,1.749
-0.524,0.1375,1.7535
-0.522,0.139,1.7545
-0.5205,0.1435,1.7545
-0.5185,0.141,1.7545
-0.515,0.142,1.754
-0.517,0.145,1.7545
-0.5125,0.148,1.7545
-0.5105,0.1485,1.756
-0.515,0.1485,1.7545
-0.5145,0.148,1.7545
-0.514,0.149,1.7565
-0.5135,0.1505,1.7565
-0.5145,0.1505,1.7555
-0.512,0.151,1.7535
-0.5095,0.1505,1.7525
-0.5055,0.1545,1.7515
-0.5005,0.159,1.752
-0.502,0.158,1.752
-0.5,0.157,1.753
-0.4985,0.1615,1.7515
-0.5015,0.165,1.7515
-0.499,0.1655,1.7545
-0.4965,0.168,1.757
-0.4955,0.17,1.7605
-0.4955,0.173,1.7575
-0.4985,0.1755,1.756
-0.4955,0.1745,1.757
-0.4945,0.1745,1.757
-0.4965,0.178,1.757
-0.4955,0.179,1.7575
-0.492,0.18,1.7595
-0.491,0.1835,1.759
-0.4905,0.184,1.759
-0.488,0.187,1.759
-0.4845,0.1915,1.762
-0.4815,0.195,1.7645
-0.478,0.198,1.764
-0.4765,0.198,1.7625
-0.475,0.1995,1.7625
-0.4715,0.2035,1.763
-0.469,0.2085,1.7625
-0.466,0.2135,1.7645
-0.4675,0.2175,1.7655
-0.472,0.2185,1.766
-0.469,0.221,1.7645
-0.467,0.2245,1.7635
-0.4655,0.2275,1.768
-0.4635,0.2305,1.7695
-0.4625,0.2335,1.769
-0.4595,0.236,1.771
-0.4565,0.238,1.772
-0.4535,0.2425,1.7735
-0.448,0.2475,1.7725
-0.44,0.256,1.772
-0.4395,0.256,1.773
-0.439,0.2525,1.7745
-0.4355,0.2585,1.776
-0.432,0.262,1.778
-0.43,0.266,1.78
-0.4275,0.271,1.778
-0.4235,0.2725,1.779
-0.424,0.276,1.78
-0.4215,0.283,1.7815
-0.4185,0.2885,1.784
-0.412,0.2945,1.7825
-0.4065,0.298,1.786
-0.409,0.302,1.7885
-0.4075,0.306,1.789
-0.404,0.308,1.79
-0.396,0.312,1.79
-0.3885,0.319,1.7905
-0.3895,0.3245,1.79
-0.3845,0.329,1.791
-0.382,0.332,1.793
-0.3785,0.337,1.7945
-0.371,0.345,1.796
-0.3695,0.3525,1.798
-0.3635,0.358,1.7995
-0.355,0.3625,1.8
-0.3505,0.3695,1.8015
-0.349,0.374,1.8035
-0.348,0.3795,1.8055
-0.345,0.388,1.806
-0.344,0.3905,1.8055
-0.343,0.392,1.8055
-0.336,0.3985,1.806
-0.3295,0.4055,1.8085
-0.3265,0.409,1.812
-0.324,0.4115,1.812
-0.3225,0.4135,1.813
-0.316,0.4185,1.8125
-0.313,0.422,1.812
-0.312,0.4235,1.812
-0.3075,0.427,1.813
-0.306,0.429,1.816
-0.3035,0.4325,1.816
-0.3025,0.4355,1.816
-0.2985,0.4355,1.815
