i,vx,vy
-0.0105,-0.3075,-0.645
-0.013,-0.3095,-0.65
-0.0115,-0.3095,-0.6525
-0.0095,-0.311,-0.653
-0.0075,-0.3095,-0.6525
-0.0105,-0.312,-0.6515
-0.0135,-0.3115,-0.6465
-0.01,-0.31,-0.646
-0.0065,-0.311,-0.647
-0.006,-0.3125,-0.6485
-0.0085,-0.3125,-0.648
-0.014,-0.3125,-0.6475
-0.013,-0.313,-0.653
-0.014,-0.3125,-0.6535
-0.0165,-0.312,-0.6515
-0.017,-0.3115,-0.6495
-0.0195,-0.312,-0.65
-0.022,-0.3115,-0.653
-0.023,-0.3125,-0.648
-0.0285,-0.313,-0.6475
-0.0295,-0.313,-0.649
-0.025,-0.312,-0.647
-0.0215,-0.3115,-0.649
-0.021,-0.314,-0.6535
-0.026,-0.314,-0.6545
-0.028,-0.315,-0.6545
-0.0265,-0.3155,-0.6535
-0.023,-0.314,-0.648
-0.023,-0.316,-0.645
-0.028,-0.317,-0.6505
-0.032,-0.3175,-0.653
-0.0375,-0.317,-0.651
-0.0385,-0.319,-0.65
-0.035,-0.319,-0.6515
-0.0325,-0.316,-0.654
-0.0315,-0.3175,-0.6555
-0.0335,-0.3185,-0.6515
-0.0335,-0.319,-0.648
-0.0355,-0.319,-0.6505
-0.0355,-0.3185,-0.6525
-0.034,-0.3195,-0.6515
-0.037,-0.321,-0.6485
-0.037,-0.3205,-0.6485
-0.0355,-0.3205,-0.6485
-0.031,-0.3205,-0.646
-0.0315,-0.3195,-0.6465
-0.033,-0.322,-0.6455
-0.0315,-0.323,-0.648
-0.0315,-0.3235,-0.6515
-0.028,-0.322,-0.65
-0.0255,-0.3225,-0.65
-0.0275,-0.3245,-0.6475
-0.0305,-0.3245,-0.6445
-0.0275,-0.325,-0.642
-0.03,-0.3255,-0.6455
-0.034,-0.3255,-0.647
-0.033,-0.326,-0.6475
-0.0335,-0.3265,-0.65
-0.033,-0.3255,-0.643
-0.03,-0.326,-0.641
-0.026,-0.3255,-0.643
-0.0255,-0.326,-0.6455
-0.0255,-0.3265,-0.6495
-0.0275,-0.3255,-0.648
-0.0285,-0.326,-0.65
-0.024,-0.326,-0.648
-0.021,-0.325,-0.6455
-0.0185,-0.3235,-0.6485
-0.017,-0.3235,-0.6485
-0.0195,-0.327,-0.652
-0.021,-0.329,-0.652
-0.0255,-0.328,-0.65
-0.027,-0.3275,-0.6495
-0.026,-0.327,-0.648
-0.0265,-0.3265,-0.6505
-0.023,-0.325,-0.6525
-0.0225,-0.324,-0.6525
-0.023,-0.3245,-0.652
-0.022,-0.3245,-0.649
-0.0195,-0.324,-0.649
-0.017,-0.3255,-0.65
-0.0165,-0.325,-0.653
-0.0165,-0.3245,-0.657
-0.0165,-0.3255,-0.6555
-0.017,-0.324,-0.651
-0.02,-0.326,-0.65
-0.0225,-0.3245,-0.6545
-0.0255,-0.325,-0.659
-0.025,-0.325,-0.66
-0.0215,-0.3245,-0.6615
-0.0195,-0.3255,-0.6605
-0.0185,-0.324,-0.6595
-0.0185,-0.325,-0.656
-0.02,-0.325,-0.6505
-0.02,-0.3265,-0.6555
-0.0175,-0.3285,-0.6545
-0.0185,-0.3285,-0.6505
-0.0205,-0.327,-0.653
-0.0205,-0.327,-0.654
-0.022,-0.327,-0.651
-0.0215,-0.3275,-0.648
-0.0165,-0.328,-0.653
-0.015,-0.3255,-0.6545
-0.016,-0.3265,-0.6555
-0.016,-0.3265,-0.6625
-0.018,-0.325,-0.665
-0.0205,-0.326,-0.6635
-0.019,-0.3255,-0.6615
-0.0185,-0.325,-0.66
-0.0185,-0.324,-0.662
-0.0165,-0.3235,-0.664
-0.0195,-0.3245,-0.661
-0.02,-0.3235,-0.6625
-0.016,-0.322,-0.6685
-0.014,-0.323,-0.67
-0.0185,-0.3225,-0.6635
-0.0195,-0.3215,-0.6635
-0.0195,-0.3215,-0.6635
-0.0195,-0.322,-0.6575
-0.0165,-0.3215,-0.657
-0.017,-0.32,-0.6565
-0.016,-0.321,-0.6585
-0.017,-0.3215,-0.6605
-0.022,-0.3215,-0.6655
-0.0225,-0.3215,-0.6675
-0.022,-0.321,-0.6655
-0.0215,-0.322,-0.665
-0.02,-0.3235,-0.6645
-0.0195,-0.323,-0.6645
-0.017,-0.321,-0.6595
-0.0165,-0.321,-0.6605
-0.02,-0.324,-0.6585
-0.0235,-0.324,-0.654
-0.0295,-0.3235,-0.659
-0.0295,-0.325,-0.661
-0.0225,-0.3255,-0.6585
-0.0175,-0.325,-0.6565
-0.016,-0.325,-0.6585
-0.0195,-0.3255,-0.661
-0.022,-0.3255,-0.665
-0.021,-0.3265,-0.665
-0.017,-0.327,-0.66
-0.0125,-0.3265,-0.6595
-0.0125,-0.3265,-0.6625
-0.016,-0.3265,-0.664
-0.0195,-0.3265,-0.664
-0.0205,-0.326,-0.664
-0.0195,-0.327,-0.663
-0.0215,-0.3285,-0.6635
-0.018,-0.3265,-0.662
-0.0155,-0.327,-0.661
-0.0195,-0.331,-0.6605
-0.0155,-0.3315,-0.6575
-0.0145,-0.3315,-0.657
-0.013,-0.33,-0.657
-0.0115,-0.3295,-0.6545
-0.0185,-0.332,-0.6585
-0.0225,-0.3335,-0.664
-0.0255,-0.334,-0.6635
-0.0295,-0.3335,-0.6635
-0.024,-0.333,-0.6625
-0.0245,-0.335,-0.6625
-0.0275,-0.336,-0.6635
-0.022,-0.335,-0.6645
-0.017,-0.331,-0.6615
-0.0135,-0.3285,-0.6585
-0.024,-0.3375,-0.6635
-0.033,-0.3415,-0.671
-0.0345,-0.341,-0.6785
-0.037,-0.343,-0.682
-0.033,-0.34,-0.674
-0.034,-0.3405,-0.664
-0.0375,-0.341,-0.661
-0.038,-0.3395,-0.664
-0.0375,-0.34,-0.666
-0.035,-0.341,-0.665
-0.035,-0.341,-0.663
-0.0355,-0.3395,-0.6645
-0.0345,-0.341,-0.668
-0.0325,-0.341,-0.6665
-0.0345,-0.341,-0.667
-0.0345,-0.344,-0.672
-0.033,-0.343,-0.6735
-0.0345,-0.342,-0.6715
-0.0345,-0.3415,-0.6715
-0.034,-0.342,-0.6725
-0.034,-0.343,-0.6705
-0.0325,-0.344,-0.6735
-0.033,-0.3465,-0.675
-0.0335,-0.346,-0.6755
-0.0345,-0.346,-0.678
-0.0375,-0.346,-0.6745
-0.037,-0.3475,-0.67
-0.039,-0.3485,-0.6725
-0.0355,-0.345,-0.6735
-0.035,-0.347,-0.671
-0.0385,-0.3485,-0.6705
-0.0375,-0.3475,-0.669
-0.0415,-0.348,-0.668
-0.042,-0.348,-0.668
-0.041,-0.347,-0.67
-0.0425,-0.3475,-0.675
-0.0405,-0.3495,-0.671
-0.0385,-0.349,-0.666
-0.0395,-0.3485,-0.6675
-0.039,-0.3485,-0.67
-0.037,-0.349,-0.6695
-0.0345,-0.35,-0.67
-0.033,-0.351,-0.676
-0.0335,-0.353,-0.6785
-0.0365,-0.353,-0.677
-0.037,-0.352,-0.677
-0.037,-0.3525,-0.675
-0.0345,-0.354,-0.674
-0.0335,-0.3555,-0.6725
-0.039,-0.355,-0.67
-0.039,-0.3535,-0.674
-0.0355,-0.354,-0.676
-0.0355,-0.356,-0.675
-0.037,-0.3565,-0.6735
-0.0405,-0.3555,-0.675
-0.0405,-0.3555,-0.6805
-0.037,-0.3555,-0.681
-0.0375,-0.356,-0.6805
-0.0375,-0.355,-0.679
-0.038,-0.3555,-0.679
-0.04,-0.3555,-0.68
-0.039,-0.3545,-0.6785
-0.0405,-0.356,-0.6805
-0.042,-0.3575,-0.682
-0.0415,-0.357,-0.6795
-0.044,-0.3555,-0.677
-0.0475,-0.357,-0.674
-0.0455,-0.3585,-0.675
-0.044,-0.358,-0.673
-0.0435,-0.3575,-0.6715
-0.0455,-0.358,-0.6755
-0.048,-0.357,-0.674
-0.0475,-0.3585,-0.676
-0.048,-0.3585,-0.6755
-0.045,-0.3575,-0.6765
-0.0405,-0.3595,-0.68
-0.0405,-0.358,-0.6805
-0.0405,-0.3585,-0.6815
-0.04,-0.3585,-0.679
-0.0405,-0.3575,-0.68
-0.04,-0.3555,-0.68
-0.041,-0.3585,-0.684
-0.042,-0.3625,-0.6865
-0.0425,-0.36,-0.6845
-0.0455,-0.361,-0.6845
-0.048,-0.3615,-0.679
-0.0445,-0.36,-0.677
-0.042,-0.361,-0.6755
-0.044,-0.362,-0.671
-0.0425,-0.362,-0.672
-0.0415,-0.3605,-0.674
-0.042,-0.36,-0.6745
-0.041,-0.36,-0.672
-0.0425,-0.3605,-0.6725
-0.045,-0.3615,-0.6755
-0.0485,-0.3615,-0.678
-0.0505,-0.3625,-0.679
-0.0505,-0.363,-0.6765
-0.047,-0.363,-0.6755
-0.0465,-0.3625,-0.675
-0.048,-0.363,-0.6755
-0.0445,-0.3635,-0.679
-0.042,-0.363,-0.68
-0.04,-0.3625,-0.6805
-0.0405,-0.3615,-0.6785
-0.043,-0.3615,-0.6735
-0.044,-0.3615,-0.673
-0.043,-0.3605,-0.672
-0.0435,-0.3615,-0.6725
-0.045,-0.3625,-0.6705
-0.044,-0.361,-0.666
-0.0465,-0.3605,-0.665
-0.0465,-0.3605,-0.6625
-0.046,-0.361,-0.665
-0.049,-0.3625,-0.669
-0.0475,-0.361,-0.6695
-0.046,-0.361,-0.6725
-0.0445,-0.362,-0.6695
-0.043,-0.363,-0.668
-0.0465,-0.3625,-0.671
-0.0445,-0.3625,-0.671
-0.042,-0.362,-0.672
-0.041,-0.3625,-0.676
-0.0405,-0.365,-0.682
-0.043,-0.3645,-0.679
-0.043,-0.364,-0.6715
-0.0475,-0.364,-0.67
-0.0505,-0.365,-0.6695
-0.051,-0.3655,-0.6715
-0.05,-0.364,-0.673
-0.049,-0.3625,-0.6695
-0.049,-0.3635,-0.671
-0.0465,-0.3635,-0.667
-0.044,-0.364,-0.6635
-0.041,-0.3645,-0.6645
-0.04,-0.364,-0.664
-0.042,-0.3655,-0.669
-0.044,-0.3665,-0.6705
-0.047,-0.3655,-0.672
-0.0455,-0.3655,-0.672
-0.0455,-0.366,-0.6725
-0.0465,-0.3655,-0.6765
-0.0435,-0.3645,-0.6715
-0.046,-0.3665,-0.6735
-0.0445,-0.366,-0.6725
-0.046,-0.3645,-0.669
-0.0465,-0.3675,-0.672
-0.045,-0.369,-0.673
-0.0525,-0.3685,-0.6735
-0.0535,-0.3685,-0.6745
-0.0485,-0.366,-0.673
-0.045,-0.3665,-0.6695
-0.047,-0.3675,-0.664
-0.0485,-0.3655,-0.66
-0.0475,-0.365,-0.665
-0.044,-0.368,-0.67
-0.045,-0.368,-0.674
-0.048,-0.366,-0.678
-0.048,-0.365,-0.68
-0.0505,-0.3645,-0.6805
-0.0475,-0.366,-0.6805
-0.047,-0.366,-0.6805
-0.047,-0.3655,-0.677
-0.048,-0.3665,-0.679
-0.051,-0.365,-0.6795
-0.05,-0.364,-0.6755
-0.05,-0.3595,-0.674
-0.051,-0.3595,-0.673
-0.0535,-0.367,-0.6725
-0.054,-0.367,-0.671
-0.0505,-0.366,-0.671
-0.0515,-0.3665,-0.6725
-0.048,-0.364,-0.667
-0.0475,-0.3635,-0.666
-0.0515,-0.3655,-0.6695
-0.0495,-0.3655,-0.6725
-0.0475,-0.366,-0.6745
-0.045,-0.366,-0.674
-0.047,-0.3655,-0.676
-0.046,-0.366,-0.6775
-0.046,-0.366,-0.674
-0.049,-0.3665,-0.6735
-0.0475,-0.367,-0.676
-0.046,-0.3665,-0.6755
-0.0455,-0.365,-0.6755
-0.0445,-0.364,-0.6745
-0.0435,-0.3635,-0.6735
-0.0455,-0.3645,-0.673
-0.0445,-0.366,-0.672
-0.044,-0.3655,-0.6725
-0.044,-0.364,-0.673
-0.045,-0.3645,-0.6735
-0.048,-0.3645,-0.674
-0.047,-0.364,-0.6745
-0.049,-0.365,-0.679
-0.0495,-0.365,-0.68
-0.049,-0.364,-0.6765
-0.0485,-0.366,-0.6745
-0.0475,-0.365,-0.6715
-0.0455,-0.3625,-0.6675
-0.0445,-0.365,-0.6665
-0.047,-0.3645,-0.668
-0.0475,-0.3625,-0.6675
-0.0465,-0.362,-0.6695
-0.0445,-0.363,-0.668
-0.0465,-0.364,-0.665
-0.0475,-0.3625,-0.662
-0.0485,-0.3615,-0.657
-0.05,-0.363,-0.6595
-0.0505,-0.3635,-0.658
-0.0505,-0.361,-0.653
-0.049,-0.3605,-0.6535
-0.049,-0.36,-0.6485
-0.0495,-0.359,-0.6435
-0.049,-0.358,-0.641
-0.0445,-0.356,-0.6385
-0.0455,-0.3555,-0.635
-0.047,-0.3535,-0.628
-0.0435,-0.3525,-0.625
-0.046,-0.352,-0.6225
-0.0495,-0.3515,-0.618
-0.0505,-0.352,-0.6145
-0.0505,-0.3515,-0.612
-0.05,-0.3535,-0.6125
-0.051,-0.352,-0.608
-0.0555,-0.3515,-0.6
-0.0565,-0.355,-0.599
-0.054,-0.354,-0.5985
-0.0555,-0.354,-0.601
-0.056,-0.3525,-0.604
-0.053,-0.3515,-0.606
-0.052,-0.3495,-0.6095
-0.0505,-0.346,-0.6035
-0.047,-0.345,-0.601
-0.0475,-0.345,-0.6035
-0.0475,-0.346,-0.608
-0.041,-0.346,-0.6065
-0.0375,-0.346,-0.599
-0.036,-0.344,-0.597
-0.038,-0.3435,-0.5975
-0.042,-0.345,-0.595
-0.04,-0.346,-0.5915
-0.039,-0.345,-0.5865
-0.04,-0.3435,-0.582
-0.0425,-0.344,-0.5775
-0.0465,-0.346,-0.5685
-0.0475,-0.345,-0.5605
-0.046,-0.3455,-0.553
-0.047,-0.351,-0.5495
-0.0475,-0.3505,-0.5385
-0.043,-0.3465,-0.533
-0.043,-0.3435,-0.5345
-0.042,-0.34,-0.5275
-0.0405,-0.339,-0.5235
-0.039,-0.338,-0.521
-0.0355,-0.338,-0.523
-0.0315,-0.336,-0.5315
-0.03,-0.335,-0.5365
-0.028,-0.3345,-0.541
-0.024,-0.3335,-0.543
-0.0235,-0.331,-0.541
-0.022,-0.33,-0.543
-0.0195,-0.3305,-0.5445
-0.0175,-0.3305,-0.549
-0.016,-0.331,-0.5535
-0.016,-0.331,-0.552
-0.0175,-0.332,-0.5545
-0.0205,-0.3325,-0.556
-0.019,-0.3315,-0.5575
-0.014,-0.329,-0.5585
-0.0095,-0.326,-0.5605
-0.0085,-0.3215,-0.5635
-0.004,-0.315,-0.566
0.001,-0.314,-0.5675
-0.001,-0.3135,-0.573
-0.002,-0.3095,-0.581
-0.0015,-0.3075,-0.5865
-0.002,-0.303,-0.592
0.0035,-0.299,-0.594
0.0075,-0.295,-0.599
0.0075,-0.293,-0.6065
0.01,-0.294,-0.611
0.013,-0.2945,-0.62
0.013,-0.2945,-0.626
0.013,-0.2935,-0.6215
0.011,-0.2935,-0.617
0.0065,-0.2945,-0.617
0.006,-0.294,-0.6205
0.007,-0.2945,-0.623
0.007,-0.2965,-0.62
0.001,-0.2975,-0.617
-0.005,-0.297,-0.614
-0.0075,-0.2995,-0.6155
-0.0115,-0.3,-0.6105
-0.0135,-0.299,-0.608
-0.0125,-0.2995,-0.6155
-0.0105,-0.3015,-0.6175
-0.0115,-0.307,-0.622
-0.014,-0.3085,-0.626
-0.015,-0.3105,-0.6325
-0.0135,-0.312,-0.6405
-0.015,-0.3145,-0.643
-0.02,-0.32,-0.647
-0.0275,-0.327,-0.653
-0.0335,-0.3315,-0.6535
-0.033,-0.3345,-0.6485
-0.0335,-0.336,-0.644
-0.037,-0.3385,-0.646
-0.038,-0.3415,-0.652
-0.0435,-0.344,-0.658
-0.048,-0.346,-0.659
-0.05,-0.348,-0.6635
-0.052,-0.352,-0.6685
-0.0565,-0.355,-0.6675
-0.0585,-0.358,-0.6695
-0.0495,-0.358,-0.672
-0.0485,-0.3595,-0.6755
-0.05,-0.3625,-0.6795
-0.0535,-0.3635,-0.682
-0.0585,-0.366,-0.685
-0.0605,-0.3685,-0.6875
-0.063,-0.37,-0.687
-0.061,-0.371,-0.688
-0.0605,-0.3725,-0.6945
-0.06,-0.3725,-0.6945
-0.0585,-0.375,-0.6885
-0.0565,-0.3755,-0.688
-0.058,-0.376,-0.688
-0.0575,-0.375,-0.688
-0.0545,-0.3765,-0.691
-0.0555,-0.3785,-0.69
-0.0555,-0.3765,-0.6895
-0.0585,-0.378,-0.687
-0.061,-0.3785,-0.6855
-0.0605,-0.3785,-0.69
-0.0625,-0.3765,-0.696
-0.0635,-0.3795,-0.6985
-0.065,-0.3835,-0.6985
-0.0635,-0.3825,-0.7025
-0.062,-0.382,-0.702
-0.0635,-0.381,-0.6995
-0.061,-0.38,-0.6955
-0.0585,-0.3805,-0.6965
-0.0605,-0.381,-0.7
-0.063,-0.379,-0.7
-0.065,-0.38,-0.6985
-0.066,-0.3785,-0.6955
-0.0645,-0.3785,-0.6975
-0.0635,-0.379,-0.697
-0.0635,-0.3785,-0.6925
-0.066,-0.3795,-0.6915
-0.068,-0.3795,-0.689
-0.07,-0.38,-0.687
-0.0735,-0.3805,-0.689
-0.0715,-0.3825,-0.693
-0.0705,-0.385,-0.7035
-0.071,-0.388,-0.7075
-0.071,-0.3885,-0.7065
-0.069,-0.3875,-0.713
-0.068,-0.388,-0.7235
-0.065,-0.3895,-0.731
-0.06,-0.3925,-0.74
-0.054,-0.3855,-0.7505
-0.047,-0.377,-0.755
-0.0475,-0.377,-0.7565
-0.047,-0.376,-0.755
-0.049,-0.378,-0.749
-0.055,-0.378,-0.7355
-0.0605,-0.3815,-0.7245
-0.0635,-0.3775,-0.7145
-0.055,-0.3495,-0.6975
-0.0425,-0.312,-0.682
-0.028,-0.2745,-0.6645
-0.012,-0.235,-0.6535
0.003,-0.1875,-0.6455
0.023,-0.1345,-0.6325
0.045,-0.086,-0.624
0.0675,-0.0345,-0.6065
0.092,0.0245,-0.5885
0.125,0.1065,-0.574
0.1715,0.217,-0.5585
0.212,0.3365,-0.5345
0.2345,0.4485,-0.4855
0.2525,0.5615,-0.425
0.276,0.6925,-0.3655
0.3015,0.836,-0.3025
0.3395,0.9905,-0.247
0.383,1.145,-0.2075
0.412,1.285,-0.168
0.445,1.4175,-0.131
0.4715,1.54,-0.0895
0.494,1.652,-0.042
0.5195,1.747,-0.0025
0.5385,1.8135,0.022
0.552,1.8425,0.032
0.5545,1.8425,0.043
0.555,1.8245,0.073
0.535,1.768,0.101
0.51,1.681,0.1115
0.485,1.591,0.129
0.4415,1.4745,0.1495
0.4005,1.341,0.1615
0.358,1.213,0.164
0.3105,1.08,0.165
0.2545,0.94,0.1745
0.1965,0.805,0.1755
0.147,0.674,0.1745
0.106,0.544,0.1935
0.064,0.414,0.1955
0.0245,0.294,0.187
-0.008,0.1835,0.186
-0.027,0.0985,0.162
-0.017,0.0585,0.1285
-0.0145,0.0195,0.092
-0.0225,-0.025,0.0535
-0.028,-0.065,0.0085
-0.038,-0.107,-0.043
-0.038,-0.145,-0.0975
-0.045,-0.18,-0.149
-0.054,-0.214,-0.1785
-0.0575,-0.2415,-0.1845
-0.0605,-0.2665,-0.1915
-0.0615,-0.2855,-0.209
-0.066,-0.3025,-0.231
-0.069,-0.318,-0.2595
-0.071,-0.324,-0.2815
-0.0745,-0.3335,-0.3065
-0.0745,-0.3385,-0.346
-0.0755,-0.3495,-0.377
-0.074,-0.356,-0.3965
-0.0725,-0.354,-0.4185
-0.075,-0.3535,-0.435
-0.0735,-0.347,-0.4475
-0.0755,-0.3415,-0.457
-0.0725,-0.3395,-0.474
-0.064,-0.3405,-0.499
-0.062,-0.335,-0.5185
-0.0595,-0.3285,-0.5365
-0.054,-0.323,-0.5495
-0.0495,-0.3195,-0.5605
-0.049,-0.3195,-0.5665
-0.0485,-0.3195,-0.5725
-0.047,-0.3185,-0.579
-0.047,-0.3195,-0.586
-0.0485,-0.3225,-0.594
-0.0505,-0.3255,-0.5955
-0.051,-0.329,-0.598
-0.0495,-0.331,-0.6035
-0.049,-0.333,-0.6075
-0.0505,-0.336,-0.61
-0.0525,-0.3385,-0.612
-0.0545,-0.3385,-0.617
-0.054,-0.3375,-0.618
-0.053,-0.339,-0.619
-0.052,-0.338,-0.624
-0.049,-0.338,-0.631
-0.0475,-0.3395,-0.635
-0.05,-0.34,-0.6365
-0.05,-0.3425,-0.6365
-0.0515,-0.343,-0.6375
-0.0535,-0.344,-0.6385
-0.0495,-0.3455,-0.635
-0.0475,-0.345,-0.6375
-0.047,-0.3455,-0.64
-0.047,-0.347,-0.6395
-0.0515,-0.3475,-0.6415
-0.0505,-0.347,-0.641
-0.0495,-0.347,-0.645
-0.0505,-0.348,-0.649
-0.0505,-0.3495,-0.6475
-0.052,-0.348,-0.6475
