i,vx,vy
-0.0595,0.349,-0.225
-0.0585,0.3565,-0.228
-0.054,0.3605,-0.2315
-0.051,0.356,-0.233
-0.0485,0.356,-0.226
-0.0485,0.361,-0.222
-0.0445,0.3665,-0.2175
-0.047,0.363,-0.207
-0.054,0.355,-0.2035
-0.0565,0.356,-0.212
-0.0615,0.353,-0.2265
-0.065,0.351,-0.242
-0.068,0.3505,-0.245
-0.075,0.3475,-0.2435
-0.08,0.337,-0.257
-0.0755,0.333,-0.27
-0.0735,0.3325,-0.2765
-0.073,0.328,-0.281
-0.081,0.328,-0.28
-0.087,0.329,-0.282
-0.0755,0.3345,-0.293
-0.0715,0.3405,-0.2975
-0.0725,0.346,-0.3075
-0.062,0.3575,-0.3235
-0.046,0.3715,-0.329
-0.0335,0.382,-0.324
-0.027,0.398,-0.3185
-0.024,0.4105,-0.326
-0.0215,0.4185,-0.3175
-0.0175,0.43,-0.297
-0.011,0.44,-0.2875
-0.0015,0.452,-0.2795
0.008,0.459,-0.277
0.0135,0.4645,-0.2655
0.017,0.465,-0.2585
0.016,0.4635,-0.2585
0.022,0.469,-0.2495
0.0295,0.4735,-0.2445
0.0335,0.4805,-0.2395
0.051,0.4925,-0.238
0.0695,0.5045,-0.2405
0.0785,0.5145,-0.2395
0.088,0.522,-0.2355
0.1045,0.5245,-0.242
0.118,0.532,-0.2525
0.1225,0.5415,-0.253
0.13,0.5515,-0.2595
0.1425,0.5645,-0.264
0.1605,0.5715,-0.2665
0.1785,0.581,-0.271
0.188,0.591,-0.265
0.196,0.599,-0.2675
0.2105,0.6035,-0.2735
0.23,0.617,-0.2715
0.2465,0.634,-0.28
0.2555,0.64,-0.2855
0.256,0.65,-0.2795
0.2535,0.666,-0.2755
0.2645,0.675,-0.274
0.2765,0.679,-0.276
0.2825,0.6845,-0.276
0.2845,0.6895,-0.279
0.2805,0.6895,-0.2785
0.292,0.694,-0.2775
0.303,0.704,-0.28
0.3065,0.7075,-0.2725
0.309,0.7095,-0.2745
0.3095,0.7125,-0.284
0.319,0.719,-0.285
0.326,0.7245,-0.282
0.334,0.7285,-0.2745
0.3355,0.732,-0.2745
0.329,0.732,-0.2795
0.3325,0.73,-0.2835
0.3395,0.7305,-0.287
0.3475,0.736,-0.2875
0.35,0.74,-0.2865
0.347,0.742,-0.292
0.3455,0.743,-0.296
0.3455,0.742,-0.294
0.344,0.744,-0.2905
0.3375,0.745,-0.289
0.3345,0.745,-0.29
0.3465,0.744,-0.294
0.351,0.746,-0.288
0.346,0.7465,-0.2845
0.3505,0.7415,-0.2925
0.356,0.7445,-0.2885
0.3525,0.746,-0.2885
0.3515,0.746,-0.2865
0.357,0.7465,-0.285
0.358,0.746,-0.288
0.3585,0.752,-0.289
0.362,0.7545,-0.291
0.37,0.7545,-0.2915
0.3705,0.7605,-0.2895
0.3595,0.755,-0.286
0.3595,0.7565,-0.285
0.3635,0.7635,-0.2845
0.3695,0.762,-0.2865
0.378,0.77,-0.282
0.3735,0.769,-0.2895
0.37,0.7575,-0.294
0.367,0.761,-0.28
0.3685,0.768,-0.2825
0.374,0.769,-0.279
0.376,0.774,-0.275
0.379,0.777,-0.281
0.38,0.7715,-0.28
0.3815,0.7665,-0.278
0.387,0.7745,-0.2815
0.3895,0.781,-0.2835
0.381,0.7815,-0.2735
0.3835,0.7855,-0.2755
0.378,0.779,-0.287
0.3795,0.7765,-0.288
0.3825,0.782,-0.289
0.3715,0.7795,-0.2985
0.3735,0.783,-0.296
0.3735,0.789,-0.288
0.389,0.7885,-0.293
0.4035,0.7855,-0.29
0.402,0.788,-0.2795
0.398,0.7875,-0.2775
0.388,0.791,-0.2715
0.3835,0.7935,-0.2715
0.3845,0.785,-0.2785
0.3825,0.7875,-0.2785
0.39,0.796,-0.2785
0.3865,0.7975,-0.2725
0.386,0.797,-0.2685
0.4045,0.7945,-0.268
0.407,0.795,-0.2665
0.4065,0.8,-0.276
0.4035,0.803,-0.28
0.402,0.8045,-0.276
0.402,0.8045,-0.282
0.3985,0.8005,-0.2835
0.3975,0.804,-0.287
0.3945,0.81,-0.2845
0.4065,0.812,-0.2785
0.4165,0.8125,-0.2775
0.414,0.8145,-0.2765
0.411,0.8155,-0.2885
0.4055,0.815,-0.2865
0.4025,0.81,-0.279
0.408,0.8155,-0.279
0.415,0.8215,-0.275
0.4175,0.8205,-0.267
0.4285,0.8275,-0.2615
0.4325,0.8195,-0.2635
0.419,0.8205,-0.266
0.415,0.831,-0.2735
0.4215,0.8295,-0.2795
0.426,0.8335,-0.27
0.428,0.8415,-0.264
0.4295,0.8445,-0.267
0.432,0.841,-0.2675
0.4375,0.8415,-0.268
0.4445,0.8485,-0.2635
0.448,0.849,-0.2735
0.45,0.855,-0.2755
0.4495,0.859,-0.268
0.458,0.8555,-0.2745
0.466,0.862,-0.271
0.4605,0.867,-0.2705
0.4635,0.8675,-0.2715
0.471,0.867,-0.271
0.4765,0.8715,-0.2665
0.477,0.876,-0.2675
0.4745,0.871,-0.2715
0.4785,0.8715,-0.2615
0.483,0.873,-0.266
0.4835,0.8755,-0.271
0.486,0.886,-0.2655
0.494,0.8885,-0.2665
0.4975,0.8915,-0.273
0.497,0.901,-0.27
0.503,0.9025,-0.2615
0.5075,0.906,-0.259
0.4975,0.9125,-0.2545
0.498,0.9185,-0.2595
0.5105,0.9215,-0.2625
0.5235,0.9225,-0.2585
0.5305,0.9225,-0.2605
0.5205,0.927,-0.256
0.5195,0.9295,-0.2535
0.5285,0.934,-0.2555
0.531,0.9385,-0.253
0.534,0.9335,-0.2545
0.538,0.9355,-0.2645
0.543,0.9455,-0.264
0.546,0.9475,-0.2585
0.5435,0.9425,-0.262
0.552,0.9495,-0.2585
0.558,0.9565,-0.2505
0.561,0.9595,-0.248
0.5645,0.9665,-0.2545
0.564,0.9665,-0.2525
0.5705,0.973,-0.246
0.584,0.9795,-0.2465
0.5815,0.981,-0.2415
0.57,0.989,-0.2335
0.58,0.9915,-0.23
0.59,0.995,-0.2325
0.589,0.9975,-0.233
0.589,1.0005,-0.235
0.5925,1.0075,-0.239
0.596,1.0075,-0.2385
0.6035,1.0105,-0.2355
0.6095,1.017,-0.2385
0.602,1.021,-0.2365
0.6,1.023,-0.2295
0.6,1.0235,-0.224
0.604,1.027,-0.219
0.615,1.028,-0.2225
0.6045,1.03,-0.217
0.609,1.0335,-0.2195
0.621,1.037,-0.2265
0.6235,1.0425,-0.2195
0.6345,1.04,-0.2145
0.627,1.0435,-0.2045
0.624,1.057,-0.1975
0.636,1.061,-0.199
0.638,1.06,-0.205
0.6355,1.0615,-0.2035
0.632,1.0605,-0.1985
0.632,1.066,-0.1995
0.641,1.0725,-0.201
0.643,1.0705,-0.204
0.648,1.0765,-0.2005
0.655,1.081,-0.1895
0.65,1.0795,-0.187
0.6515,1.0805,-0.191
0.6495,1.081,-0.1865
0.6415,1.073,-0.19
0.635,1.072,-0.194
0.633,1.0745,-0.1995
0.6415,1.0655,-0.2025
0.6355,1.063,-0.187
0.6255,1.0615,-0.191
0.629,1.0585,-0.191
0.6285,1.0605,-0.182
0.622,1.0595,-0.1835
0.6215,1.061,-0.188
0.6185,1.067,-0.1915
0.6145,1.069,-0.1865
0.6185,1.064,-0.185
0.6135,1.0595,-0.1785
0.604,1.056,-0.179
0.5995,1.049,-0.178
0.601,1.0475,-0.1685
0.6035,1.045,-0.17
0.6015,1.043,-0.18
0.591,1.0365,-0.1795
0.5805,1.03,-0.1755
0.5795,1.0295,-0.1795
0.575,1.026,-0.17
0.563,1.0205,-0.165
0.5545,1.0125,-0.174
0.5585,1.0085,-0.17
0.563,1.005,-0.169
0.5565,1.003,-0.1725
0.553,0.9975,-0.168
0.5525,0.9885,-0.1675
0.545,0.978,-0.1705
0.542,0.9695,-0.1745
0.537,0.967,-0.1775
0.53,0.9625,-0.1735
0.5195,0.9605,-0.1685
0.509,0.959,-0.1725
0.509,0.9485,-0.1775
0.4955,0.9385,-0.1755
0.483,0.939,-0.1705
0.4885,0.9365,-0.164
0.498,0.9295,-0.1675
0.4905,0.926,-0.1745
0.485,0.9245,-0.173
0.4785,0.9155,-0.1725
0.4605,0.9025,-0.179
0.456,0.8955,-0.191
0.451,0.894,-0.1915
0.45,0.891,-0.1935
0.4525,0.8825,-0.1905
0.443,0.875,-0.18
0.4315,0.867,-0.1705
0.431,0.8635,-0.163
0.4295,0.857,-0.1795
0.4205,0.8485,-0.1925
0.4125,0.8405,-0.1915
0.3975,0.8335,-0.1885
0.3985,0.829,-0.188
0.3955,0.819,-0.1905
0.3865,0.81,-0.1945
0.3885,0.8075,-0.2015
0.3825,0.8045,-0.2085
0.391,0.8035,-0.204
0.3945,0.8025,-0.201
0.383,0.7965,-0.2025
0.3725,0.7895,-0.203
0.364,0.786,-0.206
0.355,0.7775,-0.203
0.35,0.7675,-0.208
0.3445,0.763,-0.2095
0.3395,0.7585,-0.2085
0.346,0.756,-0.2055
0.343,0.7465,-0.199
0.3325,0.7435,-0.2065
0.322,0.741,-0.216
0.323,0.73,-0.217
0.326,0.731,-0.213
0.3145,0.729,-0.206
0.3145,0.7285,-0.2075
0.314,0.7265,-0.2135
0.305,0.719,-0.215
0.3015,0.7155,-0.212
0.3045,0.7155,-0.2105
0.3005,0.713,-0.213
0.2965,0.711,-0.2105
0.2955,0.708,-0.2105
0.2895,0.7,-0.215
0.2865,0.6985,-0.21
0.284,0.698,-0.197
0.2865,0.6965,-0.2065
0.281,0.689,-0.2175
0.269,0.68,-0.2115
0.267,0.6775,-0.2115
0.278,0.6755,-0.209
0.28,0.6675,-0.2105
0.2705,0.6655,-0.2075
0.261,0.664,-0.205
0.261,0.663,-0.214
0.274,0.664,-0.2125
0.271,0.6615,-0.207
0.2675,0.671,-0.202
0.2765,0.6655,-0.201
0.276,0.66,-0.202
0.263,0.6655,-0.202
0.2705,0.6655,-0.2045
0.2805,0.6645,-0.2065
0.271,0.664,-0.2045
0.274,0.662,-0.2115
0.2805,0.66,-0.218
0.2815,0.661,-0.2145
0.2765,0.6545,-0.2135
0.277,0.6595,-0.2125
0.277,0.6655,-0.2175
0.263,0.6585,-0.2145
0.2605,0.6545,-0.211
0.2685,0.655,-0.206
0.266,0.6555,-0.2035
0.259,0.656,-0.2025
0.2575,0.6565,-0.2015
0.256,0.652,-0.214
0.261,0.6515,-0.214
0.2665,0.655,-0.2155
0.261,0.6585,-0.217
0.2595,0.654,-0.211
0.264,0.653,-0.208
0.268,0.6565,-0.2105
0.271,0.656,-0.2105
0.266,0.6595,-0.213
0.267,0.6555,-0.211
0.2745,0.656,-0.2065
0.267,0.655,-0.215
0.265,0.652,-0.2125
0.273,0.6545,-0.2125
0.2715,0.652,-0.2035
0.27,0.6555,-0.2015
0.274,0.655,-0.2125
0.271,0.6535,-0.21
0.2695,0.6605,-0.2195
0.2765,0.662,-0.2205
0.2805,0.6645,-0.2105
0.278,0.6655,-0.2105
0.2745,0.6725,-0.221
0.2745,0.6735,-0.2325
0.2725,0.665,-0.2315
0.275,0.6655,-0.233
0.2785,0.663,-0.232
0.28,0.658,-0.2195
0.2835,0.66,-0.2215
0.2785,0.662,-0.22
0.2795,0.663,-0.214
0.29,0.6635,-0.216
0.2855,0.6635,-0.215
0.2825,0.667,-0.2185
0.2855,0.671,-0.222
0.281,0.675,-0.234
0.2825,0.6755,-0.231
0.2815,0.681,-0.232
0.2885,0.682,-0.241
0.2885,0.6745,-0.227
0.279,0.674,-0.2245
0.2865,0.6765,-0.231
0.2855,0.6785,-0.228
0.2785,0.6755,-0.2255
0.281,0.673,-0.2295
0.28,0.6725,-0.2305
0.2765,0.677,-0.229
0.2865,0.6785,-0.2305
0.295,0.6775,-0.227
0.286,0.6765,-0.234
0.283,0.674,-0.2425
0.2895,0.6825,-0.236
0.278,0.6795,-0.2305
0.273,0.679,-0.2285
0.285,0.682,-0.229
0.29,0.6735,-0.232
0.2925,0.675,-0.2245
0.287,0.676,-0.2215
0.281,0.6695,-0.23
0.2865,0.6675,-0.2255
0.298,0.6725,-0.218
0.301,0.6745,-0.221
0.297,0.6745,-0.2315
0.2915,0.671,-0.2335
0.2945,0.6745,-0.229
0.3015,0.6805,-0.2315
0.299,0.6755,-0.23
0.2855,0.6735,-0.2305
0.2825,0.674,-0.232
0.297,0.675,-0.228
0.2955,0.677,-0.223
0.2855,0.6765,-0.2245
0.286,0.6745,-0.23
0.281,0.675,-0.228
0.277,0.672,-0.222
0.2855,0.679,-0.2275
0.2825,0.677,-0.2315
0.278,0.668,-0.23
0.2805,0.68,-0.2295
0.282,0.674,-0.226
0.2795,0.6675,-0.22
0.2715,0.6725,-0.218
0.271,0.669,-0.231
0.2795,0.6675,-0.2365
0.2855,0.67,-0.228
0.2835,0.6695,-0.2315
0.2805,0.6675,-0.235
0.2815,0.669,-0.232
0.285,0.669,-0.229
0.289,0.6715,-0.228
0.288,0.674,-0.232
0.284,0.6745,-0.2255
0.282,0.672,-0.231
0.278,0.665,-0.2405
0.2885,0.6665,-0.24
0.2915,0.67,-0.2415
0.2825,0.671,-0.2325
0.2885,0.6725,-0.2325
0.2895,0.6725,-0.2345
0.2835,0.6725,-0.228
0.28,0.669,-0.2355
0.279,0.6675,-0.238
0.2755,0.666,-0.2345
0.2785,0.669,-0.231
0.285,0.6715,-0.233
0.2845,0.666,-0.2425
0.285,0.6725,-0.229
0.2695,0.668,-0.228
0.2585,0.657,-0.2405
0.273,0.6675,-0.239
0.2795,0.6695,-0.2395
0.278,0.667,-0.2395
0.2805,0.667,-0.2425
0.276,0.6605,-0.2445
0.2735,0.6585,-0.239
0.2785,0.665,-0.2335
0.273,0.6605,-0.2255
0.2665,0.6565,-0.229
0.268,0.663,-0.2295
0.269,0.661,-0.235
0.2705,0.657,-0.238
0.273,0.663,-0.2305
0.2685,0.6685,-0.2355
0.267,0.656,-0.2395
0.2715,0.657,-0.2315
0.2655,0.664,-0.229
0.267,0.66,-0.239
0.286,0.6625,-0.235
0.291,0.6605,-0.229
0.2785,0.6595,-0.233
0.2715,0.657,-0.235
0.2725,0.65,-0.237
0.279,0.65,-0.2395
0.2805,0.6445,-0.237
0.273,0.6445,-0.2385
0.2725,0.6535,-0.2325
0.273,0.652,-0.228
0.2695,0.6525,-0.2345
0.2775,0.6545,-0.226
0.284,0.6525,-0.2315
0.2745,0.6535,-0.2455
0.2705,0.657,-0.242
0.2745,0.6535,-0.2345
0.271,0.6575,-0.2375
0.2595,0.656,-0.2455
0.2545,0.6455,-0.2415
0.2525,0.6435,-0.234
0.254,0.645,-0.2255
0.271,0.647,-0.223
0.269,0.641,-0.2325
0.259,0.6385,-0.2315
0.263,0.6335,-0.2335
0.277,0.6395,-0.2315
0.2875,0.6445,-0.227
0.283,0.6385,-0.2275
0.2795,0.643,-0.2215
0.2715,0.6465,-0.228
0.2725,0.6475,-0.229
0.287,0.6495,-0.2255
0.288,0.655,-0.229
0.2885,0.659,-0.2275
0.292,0.663,-0.2225
0.297,0.669,-0.2205
0.307,0.6665,-0.226
0.3085,0.669,-0.217
0.3055,0.668,-0.201
0.2925,0.6635,-0.197
0.2905,0.6655,-0.188
0.295,0.6585,-0.175
0.2995,0.6605,-0.1655
0.3005,0.668,-0.1635
0.296,0.6635,-0.1595
0.3005,0.661,-0.1625
0.304,0.6645,-0.166
0.31,0.6685,-0.1675
0.3045,0.6645,-0.1795
0.2975,0.667,-0.183
0.299,0.672,-0.1825
0.304,0.675,-0.182
0.306,0.681,-0.1855
0.299,0.6795,-0.1895
0.306,0.684,-0.1875
0.3175,0.6895,-0.1855
0.3155,0.697,-0.194
0.312,0.7,-0.1965
0.324,0.695,-0.1865
0.3295,0.7,-0.1905
0.3205,0.701,-0.189
0.3305,0.7,-0.18
0.3345,0.702,-0.185
0.3245,0.699,-0.193
0.3285,0.701,-0.1815
0.335,0.6995,-0.168
0.3465,0.7,-0.1645
0.3415,0.712,-0.16
0.338,0.7085,-0.164
0.3515,0.7065,-0.1595
0.347,0.7145,-0.158
0.3455,0.718,-0.1565
0.3525,0.717,-0.1555
0.357,0.7135,-0.1625
0.3535,0.7195,-0.1545
0.3485,0.7165,-0.159
0.347,0.716,-0.168
0.352,0.722,-0.1745
0.362,0.718,-0.1785
0.3595,0.7195,-0.18
0.356,0.714,-0.182
0.347,0.7015,-0.1825
0.3455,0.7065,-0.1845
0.3485,0.7125,-0.1755
0.344,0.709,-0.176
0.35,0.703,-0.188
0.351,0.7,-0.176
0.3455,0.699,-0.16
0.343,0.697,-0.173
0.3385,0.703,-0.174
0.3335,0.7015,-0.172
0.3425,0.6975,-0.181
0.3495,0.7,-0.185
0.339,0.6985,-0.181
0.3305,0.692,-0.168
0.318,0.691,-0.172
0.306,0.688,-0.1815
0.3035,0.682,-0.193
0.295,0.675,-0.201
0.2805,0.667,-0.198
0.266,0.6655,-0.203
0.263,0.6495,-0.21
0.2645,0.644,-0.214
0.259,0.639,-0.215
0.2525,0.6305,-0.21
0.2435,0.6385,-0.2115
0.2435,0.6375,-0.2165
0.25,0.637,-0.214
0.2385,0.6285,-0.2175
0.2315,0.6205,-0.2165
0.2365,0.623,-0.2185
0.2365,0.62,-0.2235
0.2425,0.6225,-0.2185
0.2375,0.6245,-0.221
0.231,0.6205,-0.23
0.239,0.6215,-0.228
0.2455,0.6285,-0.2235
0.24,0.63,-0.2265
0.2345,0.6325,-0.23
0.2425,0.6265,-0.229
0.2435,0.624,-0.2245
0.2435,0.6315,-0.22
0.25,0.625,-0.217
0.2465,0.623,-0.213
0.2305,0.622,-0.2105
0.221,0.615,-0.213
0.236,0.6215,-0.211
0.243,0.6225,-0.2135
0.234,0.6185,-0.216
0.229,0.617,-0.217
0.2285,0.6155,-0.2205
0.2305,0.618,-0.2195
0.228,0.6135,-0.2265
0.2285,0.6155,-0.2305
0.2325,0.6145,-0.2355
0.2445,0.6165,-0.2365
0.2445,0.6225,-0.2225
0.247,0.6185,-0.223
0.253,0.618,-0.2175
0.2465,0.6165,-0.2095
0.249,0.615,-0.216
0.252,0.621,-0.217
0.255,0.62,-0.233
0.254,0.616,-0.2345
0.2565,0.6185,-0.2235
0.2545,0.617,-0.223
0.247,0.6165,-0.2235
0.266,0.6185,-0.227
0.272,0.6225,-0.2345
0.2575,0.6195,-0.2415
0.245,0.6165,-0.235
0.2335,0.6175,-0.235
0.238,0.6105,-0.229
0.2405,0.6135,-0.228
0.2405,0.618,-0.2365
0.24,0.619,-0.233
0.2315,0.6155,-0.2315
0.229,0.616,-0.231
0.235,0.614,-0.237
0.2355,0.6095,-0.2335
0.231,0.6135,-0.2275
0.238,0.612,-0.2325
0.2405,0.6105,-0.232
0.2305,0.6055,-0.2325
0.2265,0.603,-0.2325
0.2285,0.6085,-0.228
0.235,0.6085,-0.226
0.241,0.604,-0.227
0.246,0.6075,-0.2275
0.245,0.6085,-0.23
0.2345,0.6065,-0.2245
0.2285,0.603,-0.2265
0.235,0.602,-0.233
0.235,0.606,-0.236
0.226,0.6015,-0.2375
0.236,0.6075,-0.2355
0.2385,0.612,-0.237
0.231,0.6075,-0.2405
0.2365,0.611,-0.241
0.239,0.6075,-0.2355
0.239,0.6025,-0.2395
0.241,0.6085,-0.2415
0.235,0.6135,-0.2375
0.232,0.609,-0.237
0.2365,0.6095,-0.2385
0.2355,0.6115,-0.236
0.231,0.61,-0.2345
0.2355,0.607,-0.2485
0.238,0.6075,-0.251
0.2345,0.6105,-0.244
0.221,0.6065,-0.2445
0.217,0.6115,-0.2425
0.2225,0.609,-0.2475
0.2195,0.5975,-0.244
0.2255,0.607,-0.2375
0.2325,0.599,-0.2445
0.2375,0.591,-0.2435
0.2325,0.6005,-0.241
0.22,0.5935,-0.24
0.223,0.5975,-0.2435
0.2205,0.6045,-0.2575
0.223,0.605,-0.2615
0.236,0.6085,-0.2565
0.2295,0.613,-0.2575
0.217,0.6115,-0.2515
0.2175,0.605,-0.255
0.226,0.607,-0.251
0.2275,0.603,-0.2425
0.224,0.603,-0.247
0.217,0.603,-0.25
0.22,0.5985,-0.2525
0.2255,0.6005,-0.243
0.222,0.601,-0.2495
0.2235,0.5995,-0.257
0.2215,0.5985,-0.2535
0.2245,0.5975,-0.2605
0.2235,0.6025,-0.2605
0.221,0.612,-0.246
0.23,0.601,-0.2445
0.2265,0.5955,-0.251
0.233,0.607,-0.2545
0.23,0.606,-0.25
0.2275,0.602,-0.236
0.2325,0.5985,-0.2395
0.2225,0.602,-0.237
0.229,0.6,-0.2325
0.23,0.6005,-0.238
0.221,0.5995,-0.246
0.218,0.5905,-0.253
0.22,0.598,-0.244
0.2225,0.5995,-0.241
0.218,0.5965,-0.251
0.2205,0.594,-0.254
0.22,0.595,-0.2475
0.215,0.5965,-0.2425
0.211,0.592,-0.243
0.21,0.5915,-0.251
0.2245,0.5955,-0.246
0.231,0.605,-0.2465
0.223,0.5995,-0.248
0.2205,0.5955,-0.247
0.219,0.6065,-0.2485
0.217,0.6035,-0.2405
0.2185,0.594,-0.2445
0.22,0.598,-0.244
0.2185,0.6015,-0.2405
0.2155,0.606,-0.2415
0.2085,0.6105,-0.2375
0.2095,0.6035,-0.236
0.212,0.603,-0.2315
0.214,0.6035,-0.23
0.2225,0.6015,-0.233
0.223,0.6035,-0.234
0.2115,0.6025,-0.243
0.2105,0.6055,-0.234
0.2125,0.601,-0.232
0.2015,0.589,-0.2375
0.202,0.5935,-0.2295
0.2055,0.596,-0.228
0.2,0.589,-0.23
0.1995,0.5885,-0.2405
0.2095,0.5885,-0.236
0.216,0.5905,-0.234
0.2155,0.5945,-0.235
0.206,0.5985,-0.23
0.2085,0.5985,-0.229
0.218,0.596,-0.2365
0.2195,0.601,-0.247
0.22,0.605,-0.247
0.217,0.6065,-0.2565
0.2375,0.6175,-0.2575
0.2535,0.6295,-0.268
0.264,0.6415,-0.292
0.2835,0.6545,-0.2985
0.3015,0.659,-0.303
0.318,0.673,-0.3065
0.3255,0.6935,-0.3045
0.3315,0.7145,-0.309
0.345,0.7285,-0.3165
0.366,0.74,-0.325
0.386,0.7545,-0.3215
0.3895,0.7655,-0.305
0.384,0.788,-0.282
0.4065,0.81,-0.2695
0.4285,0.8465,-0.257
0.439,0.8865,-0.2285
0.441,0.927,-0.2015
0.444,0.981,-0.1585
0.483,1.0515,-0.1135
0.5345,1.139,-0.07
0.565,1.2075,-0.018
0.5895,1.269,0.0245
0.6285,1.344,0.061
0.6705,1.429,0.115
0.702,1.4945,0.178
0.728,1.5575,0.246
0.7395,1.625,0.297
0.7485,1.676,0.3265
0.777,1.7245,0.361
0.787,1.7515,0.396
0.7795,1.7455,0.441
0.761,1.715,0.484
0.7195,1.66,0.5095
0.696,1.6045,0.5315
0.663,1.534,0.5395
0.6075,1.4395,0.534
0.5635,1.356,0.5435
0.5075,1.2555,0.553
0.4405,1.1485,0.5575
0.3605,1.03,0.5775
0.289,0.925,0.6
0.2145,0.815,0.612
0.1025,0.667,0.6485
-0.0085,0.515,0.689
-0.09,0.3955,0.7205
-0.1365,0.3275,0.743
-0.2045,0.231,0.741
-0.2665,0.152,0.749
-0.282,0.125,0.7465
-0.282,0.1135,0.739
-0.2815,0.109,0.748
-0.28,0.1055,0.7365
-0.2745,0.108,0.7135
-0.268,0.113,0.65
-0.263,0.106,0.5555
-0.254,0.0895,0.474
-0.238,0.0755,0.3655
-0.2295,0.069,0.2865
-0.227,0.0745,0.263
-0.2225,0.083,0.239
-0.194,0.1155,0.194
-0.156,0.1485,0.1495
-0.1365,0.177,0.129
-0.126,0.2055,0.113
-0.117,0.2145,0.097
-0.1135,0.219,0.088
-0.1155,0.2215,0.072
-0.1155,0.23,0.042
-0.108,0.242,0.0185
-0.0935,0.2565,-0.001
-0.0805,0.273,-0.0245
-0.0805,0.274,-0.0545
-0.0855,0.283,-0.085
-0.086,0.2965,-0.097
-0.0755,0.3,-0.096
-0.069,0.3075,-0.103
-0.0695,0.311,-0.112
-0.073,0.3065,-0.114
-0.0715,0.3065,-0.1165
