i,vx,vy
-0.1795,0.055,0.204
-0.1785,0.055,0.2015
-0.183,0.0545,0.2035
-0.1825,0.0545,0.2055
-0.1815,0.054,0.209
-0.1775,0.0545,0.216
-0.173,0.058,0.2175
-0.177,0.056,0.214
-0.178,0.0545,0.211
-0.1775,0.0525,0.211
-0.177,0.0505,0.211
-0.177,0.053,0.208
-0.179,0.0535,0.208
-0.178,0.054,0.2075
-0.1785,0.054,0.199
-0.1835,0.0525,0.1975
-0.1835,0.052,0.193
-0.1835,0.052,0.1915
-0.182,0.053,0.198
-0.181,0.0515,0.1955
-0.184,0.049,0.199
-0.185,0.0475,0.198
-0.179,0.046,0.196
-0.1745,0.0465,0.2015
-0.1745,0.047,0.203
-0.179,0.044,0.2055
-0.1855,0.0415,0.204
-0.185,0.0425,0.2035
-0.1835,0.0415,0.206
-0.181,0.043,0.1995
-0.1805,0.044,0.201
-0.1755,0.044,0.2115
-0.17,0.0455,0.212
-0.176,0.0455,0.2085
-0.18,0.043,0.2095
-0.181,0.043,0.209
-0.185,0.043,0.2005
-0.188,0.0395,0.198
-0.19,0.0405,0.2005
-0.1925,0.04,0.197
-0.191,0.04,0.1975
-0.1905,0.042,0.1975
-0.1915,0.039,0.2005
-0.194,0.0355,0.2095
-0.1925,0.037,0.209
-0.1885,0.039,0.2085
-0.1905,0.0395,0.202
-0.1905,0.039,0.198
-0.188,0.0385,0.2025
-0.187,0.04,0.201
-0.1865,0.039,0.2005
-0.186,0.038,0.2
-0.187,0.04,0.2025
-0.183,0.041,0.1995
-0.1825,0.0405,0.1945
-0.186,0.042,0.1965
-0.1905,0.0395,0.2
-0.194,0.036,0.2035
-0.1975,0.036,0.2035
-0.187,0.041,0.2085
-0.1755,0.0455,0.2085
-0.171,0.048,0.2035
-0.1645,0.0515,0.201
-0.1705,0.0455,0.197
-0.174,0.0445,0.1975
-0.165,0.0445,0.1965
-0.162,0.043,0.1965
-0.1655,0.0435,0.196
-0.1655,0.041,0.1985
-0.173,0.04,0.199
-0.17,0.039,0.1945
-0.168,0.04,0.197
-0.1745,0.038,0.198
-0.1745,0.0375,0.1965
-0.1745,0.0355,0.199
-0.1725,0.033,0.198
-0.1715,0.036,0.192
-0.1615,0.0375,0.196
-0.1595,0.0375,0.193
-0.1645,0.034,0.1925
-0.161,0.036,0.1965
-0.161,0.035,0.1915
-0.1645,0.0315,0.1935
-0.1675,0.0305,0.2
-0.169,0.0285,0.197
-0.1705,0.0285,0.192
-0.168,0.03,0.195
-0.1685,0.03,0.1945
-0.176,0.026,0.192
-0.1715,0.0255,0.1955
-0.1645,0.026,0.203
-0.17,0.03,0.2005
-0.172,0.033,0.2025
-0.166,0.0345,0.2055
-0.164,0.0375,0.2015
-0.17,0.034,0.199
-0.167,0.035,0.2
-0.159,0.036,0.203
-0.1605,0.037,0.196
-0.1615,0.038,0.2
-0.166,0.0355,0.2065
-0.1635,0.036,0.2085
-0.158,0.0385,0.205
-0.165,0.036,0.198
-0.1705,0.0335,0.2005
-0.168,0.033,0.1975
-0.1635,0.0335,0.201
-0.1645,0.0365,0.193
-0.1695,0.0395,0.184
-0.1665,0.0425,0.187
-0.155,0.0425,0.183
-0.154,0.0445,0.186
-0.1615,0.042,0.1875
-0.161,0.039,0.186
-0.1605,0.041,0.186
-0.158,0.0395,0.179
-0.161,0.038,0.1815
-0.165,0.036,0.1895
-0.158,0.0375,0.188
-0.154,0.0395,0.192
-0.154,0.0395,0.1925
-0.1545,0.0395,0.1885
-0.1575,0.0385,0.1805
-0.1655,0.0345,0.179
-0.164,0.036,0.1815
-0.1625,0.0385,0.1815
-0.1665,0.0365,0.1845
-0.161,0.0385,0.1875
-0.1605,0.038,0.1955
-0.166,0.0355,0.195
-0.166,0.0335,0.194
-0.161,0.034,0.195
-0.1585,0.038,0.1955
-0.1605,0.0365,0.1985
-0.1645,0.0345,0.196
-0.161,0.0365,0.1925
-0.1585,0.0355,0.19
-0.16,0.033,0.194
-0.1595,0.032,0.1975
-0.1575,0.032,0.1895
-0.1525,0.0325,0.1835
-0.1445,0.035,0.1885
-0.144,0.0355,0.1905
-0.1495,0.035,0.1905
-0.1555,0.034,0.194
-0.167,0.032,0.1905
-0.165,0.0345,0.189
-0.1585,0.038,0.1955
-0.1575,0.0365,0.1995
-0.1585,0.036,0.197
-0.1625,0.0355,0.1975
-0.163,0.0345,0.1985
-0.1615,0.0345,0.1955
-0.1575,0.0345,0.194
-0.151,0.0375,0.193
-0.149,0.036,0.1925
-0.155,0.0325,0.1885
-0.155,0.03,0.1935
-0.1545,0.031,0.198
-0.159,0.033,0.191
-0.1615,0.031,0.1855
-0.1625,0.0305,0.186
-0.1615,0.0295,0.1915
-0.1575,0.029,0.19
-0.159,0.0295,0.194
-0.163,0.0275,0.1955
-0.157,0.03,0.193
-0.1595,0.0335,0.1935
-0.16,0.033,0.191
-0.157,0.032,0.1945
-0.1595,0.033,0.1985
-0.157,0.033,0.2
-0.1575,0.035,0.197
-0.159,0.0355,0.1975
-0.163,0.033,0.194
-0.164,0.033,0.1915
-0.161,0.0335,0.1905
-0.161,0.0355,0.1875
-0.16,0.037,0.1835
-0.158,0.0375,0.1845
-0.1555,0.0395,0.188
-0.153,0.0385,0.1865
-0.1495,0.038,0.187
-0.151,0.0375,0.1885
-0.1545,0.036,0.195
-0.1535,0.0355,0.193
-0.1575,0.036,0.193
-0.1615,0.0365,0.1965
-0.1605,0.036,0.196
-0.161,0.034,0.1975
-0.161,0.0355,0.194
-0.156,0.0395,0.1945
-0.1545,0.039,0.2025
-0.161,0.0325,0.208
-0.1595,0.0325,0.2085
-0.1525,0.0375,0.2115
-0.1525,0.0375,0.214
-0.152,0.0365,0.2095
-0.1555,0.0355,0.2015
-0.163,0.034,0.1955
-0.1595,0.035,0.193
-0.154,0.0345,0.183
-0.1575,0.033,0.1795
-0.1585,0.032,0.177
-0.1575,0.0335,0.169
-0.158,0.0355,0.174
-0.1545,0.0375,0.176
-0.151,0.0395,0.171
-0.1565,0.04,0.1695
-0.1565,0.041,0.1735
-0.146,0.044,0.179
-0.136,0.049,0.182
-0.1345,0.052,0.182
-0.1375,0.0535,0.18
-0.131,0.059,0.1865
-0.1275,0.063,0.1965
-0.127,0.0625,0.2005
-0.121,0.067,0.201
-0.1165,0.0765,0.2045
-0.121,0.0815,0.2085
-0.1265,0.08,0.2145
-0.126,0.08,0.219
-0.12,0.084,0.222
-0.1155,0.087,0.23
-0.11,0.09,0.231
-0.1065,0.0945,0.228
-0.109,0.098,0.23
-0.103,0.105,0.2295
-0.0975,0.1085,0.228
-0.0965,0.108,0.2315
-0.0955,0.112,0.232
-0.0945,0.112,0.233
-0.096,0.1095,0.2355
-0.099,0.1075,0.23
-0.101,0.1045,0.2235
-0.103,0.106,0.2175
-0.107,0.103,0.2135
-0.1075,0.101,0.211
-0.1055,0.103,0.2125
-0.106,0.104,0.2125
-0.1055,0.108,0.208
-0.1085,0.108,0.21
-0.109,0.1085,0.213
-0.1035,0.111,0.209
-0.103,0.109,0.208
-0.098,0.1085,0.2095
-0.092,0.1115,0.2065
-0.089,0.1105,0.2065
-0.0915,0.11,0.207
-0.0955,0.1095,0.208
-0.094,0.108,0.2045
-0.0985,0.108,0.203
-0.103,0.103,0.2035
-0.1055,0.0995,0.197
-0.106,0.096,0.1965
-0.108,0.0905,0.196
-0.118,0.084,0.1965
-0.1265,0.0805,0.1985
-0.1245,0.078,0.2025
-0.1265,0.0755,0.204
-0.1305,0.075,0.2025
-0.126,0.075,0.2035
-0.1275,0.071,0.205
-0.128,0.0675,0.212
-0.1275,0.0665,0.2105
-0.126,0.0645,0.206
-0.124,0.065,0.209
-0.1265,0.065,0.2105
-0.1275,0.0635,0.202
-0.1235,0.0665,0.1995
-0.1155,0.0715,0.203
-0.108,0.072,0.2
-0.1075,0.0775,0.1985
-0.1115,0.0815,0.198
-0.112,0.0795,0.194
-0.109,0.0795,0.2005
-0.1075,0.079,0.2055
-0.101,0.081,0.205
-0.094,0.0815,0.21
-0.101,0.0805,0.203
-0.1065,0.0795,0.196
-0.1085,0.075,0.1925
-0.1095,0.074,0.1865
-0.1045,0.074,0.186
-0.107,0.0685,0.1915
-0.108,0.0675,0.1955
-0.1085,0.0675,0.1895
-0.114,0.0675,0.183
-0.106,0.0685,0.18
-0.109,0.063,0.182
-0.1175,0.059,0.184
-0.116,0.06,0.18
-0.119,0.058,0.1795
-0.1235,0.0545,0.178
-0.1305,0.05,0.172
-0.14,0.045,0.1695
-0.1465,0.04,0.168
-0.159,0.0305,0.166
-0.172,0.0205,0.154
-0.1765,0.017,0.156
-0.1735,0.017,0.1665
-0.167,0.0175,0.1605
-0.1695,0.018,0.162
-0.175,0.0155,0.1675
-0.178,0.014,0.172
-0.178,0.0175,0.1785
-0.1845,0.0165,0.184
-0.188,0.0165,0.1825
-0.1795,0.02,0.1825
-0.1815,0.02,0.1875
-0.183,0.0195,0.1835
-0.18,0.0185,0.178
-0.184,0.0195,0.1745
-0.1845,0.021,0.1725
-0.178,0.0245,0.169
-0.177,0.026,0.171
-0.1795,0.023,0.1725
-0.1725,0.025,0.168
-0.1685,0.025,0.1705
-0.179,0.0275,0.17
-0.187,0.024,0.169
-0.183,0.0195,0.1705
-0.181,0.0225,0.167
-0.1845,0.0215,0.1695
-0.183,0.0235,0.1735
-0.1795,0.0235,0.1785
-0.1755,0.0265,0.18
-0.1775,0.028,0.1785
-0.1795,0.028,0.1815
-0.171,0.0325,0.1825
-0.169,0.034,0.1785
-0.171,0.034,0.1775
-0.1715,0.0305,0.1795
-0.175,0.0295,0.1795
-0.1745,0.027,0.185
-0.176,0.0255,0.1905
-0.177,0.0275,0.186
-0.1705,0.028,0.1875
-0.1755,0.026,0.1865
-0.1815,0.023,0.1815
-0.1745,0.026,0.1845
-0.1735,0.0235,0.184
-0.174,0.023,0.1825
-0.176,0.0215,0.1825
-0.172,0.021,0.192
-0.1645,0.0245,0.198
-0.168,0.022,0.1975
-0.1715,0.023,0.2015
-0.173,0.0235,0.195
-0.1755,0.023,0.1905
-0.179,0.0245,0.1955
-0.1815,0.0235,0.1955
-0.183,0.024,0.196
-0.176,0.0275,0.1965
-0.1805,0.026,0.191
-0.1805,0.03,0.19
-0.1735,0.0315,0.19
-0.177,0.027,0.19
-0.1705,0.03,0.1925
-0.1755,0.032,0.1925
-0.18,0.033,0.196
-0.1805,0.0295,0.1955
-0.1855,0.0245,0.19
-0.1875,0.025,0.1945
-0.186,0.0245,0.2015
-0.183,0.0235,0.2065
-0.1865,0.0205,0.205
-0.1865,0.016,0.2015
-0.1895,0.009,0.2025
-0.1985,0.0015,0.2025
-0.21,-0.0095,0.2085
-0.218,-0.0195,0.214
-0.2235,-0.03,0.2165
-0.2345,-0.043,0.2195
-0.2495,-0.054,0.217
-0.264,-0.067,0.215
-0.2665,-0.0795,0.2125
-0.2685,-0.0925,0.206
-0.2695,-0.107,0.198
-0.2805,-0.1255,0.186
-0.286,-0.14,0.174
-0.2815,-0.1445,0.1635
-0.289,-0.1485,0.1565
-0.287,-0.1475,0.1535
-0.291,-0.14,0.16
-0.286,-0.127,0.1665
-0.259,-0.099,0.1695
-0.233,-0.0665,0.1855
-0.2055,-0.0285,0.2085
-0.1725,0.02,0.221
-0.1225,0.085,0.2295
-0.0755,0.146,0.2435
-0.023,0.2105,0.2535
0.036,0.289,0.267
0.0785,0.353,0.2805
0.1205,0.4215,0.2935
0.1805,0.512,0.3285
0.2405,0.618,0.3765
0.285,0.7145,0.429
0.334,0.812,0.503
0.3735,0.908,0.5745
0.4055,0.991,0.6495
0.433,1.0695,0.7365
0.46,1.151,0.8135
0.4855,1.227,0.8885
0.4975,1.295,0.9635
0.5095,1.3555,1.022
0.5175,1.4195,1.099
0.532,1.4965,1.173
0.5325,1.544,1.204
0.508,1.5605,1.234
0.4855,1.5465,1.231
0.447,1.504,1.205
0.395,1.4315,1.161
0.3535,1.3415,1.0965
0.3315,1.2575,1.0005
0.31,1.1735,0.886
0.2725,1.094,0.8245
0.236,1.0195,0.7845
0.203,0.957,0.76
0.172,0.899,0.746
0.1415,0.832,0.722
0.0975,0.75,0.6965
0.042,0.656,0.6585
-0.013,0.5535,0.617
-0.0665,0.4495,0.592
-0.0985,0.3665,0.564
-0.1235,0.282,0.533
-0.1615,0.196,0.4905
-0.199,0.108,0.4345
-0.233,0.0405,0.391
-0.2485,0.009,0.3585
-0.249,-0.019,0.333
-0.24,-0.033,0.296
-0.242,-0.056,0.2475
-0.244,-0.09,0.211
-0.2495,-0.113,0.191
-0.2605,-0.133,0.169
-0.2495,-0.1375,0.1455
-0.2465,-0.1325,0.137
-0.244,-0.123,0.129
-0.2305,-0.1045,0.1245
-0.2155,-0.09,0.125
-0.21,-0.079,0.129
-0.203,-0.0665,0.14
-0.193,-0.0535,0.1535
-0.197,-0.042,0.1665
-0.195,-0.032,0.171
-0.192,-0.024,0.1735
-0.187,-0.017,0.182
-0.1805,-0.0055,0.193
-0.175,0.0085,0.2015
-0.17,0.0195,0.211
-0.1715,0.0285,0.227
-0.1685,0.038,0.2415
-0.161,0.048,0.251
-0.152,0.0545,0.2545
-0.1485,0.058,0.2565
-0.156,0.058,0.2625
-0.1525,0.0585,0.2595
-0.1485,0.058,0.259
-0.1515,0.06,0.2545
-0.156,0.0565,0.256
-0.1585,0.0505,0.2615
-0.152,0.0595,0.2525
-0.152,0.0625,0.245
-0.153,0.062,0.245
-0.1485,0.0655,0.2535
-0.1515,0.0655,0.2505
-0.1505,0.068,0.245
-0.151,0.069,0.249
-0.1515,0.068,0.254
-0.147,0.07,0.2555
-0.153,0.068,0.254
-0.154,0.0675,0.253
-0.148,0.07,0.252
-0.145,0.0705,0.2525
-0.1485,0.0695,0.251
-0.156,0.0675,0.2495
-0.1525,0.07,0.2545
-0.1385,0.0765,0.2585
-0.138,0.0785,0.2515
-0.1405,0.0765,0.2545
-0.144,0.077,0.2565
-0.14,0.077,0.255
-0.132,0.0805,0.257
-0.132,0.084,0.261
-0.1315,0.08,0.2635
-0.1395,0.076,0.257
-0.139,0.0765,0.259
-0.1385,0.078,0.2585
-0.141,0.079,0.2515
-0.138,0.0805,0.2535
-0.1365,0.081,0.2555
-0.1365,0.082,0.247
-0.129,0.0845,0.2505
-0.134,0.0845,0.251
-0.149,0.0805,0.2445
-0.1445,0.079,0.2485
-0.133,0.086,0.247
-0.1315,0.087,0.249
-0.1385,0.0855,0.2515
-0.134,0.091,0.2515
-0.1365,0.09,0.253
-0.139,0.087,0.258
-0.1355,0.087,0.259
-0.134,0.09,0.2525
-0.126,0.0955,0.261
-0.1265,0.0945,0.269
-0.134,0.093,0.2665
-0.138,0.094,0.262
-0.133,0.0955,0.266
-0.1275,0.0985,0.272
-0.1295,0.0995,0.264
-0.127,0.1,0.263
-0.124,0.102,0.2645
-0.1215,0.103,0.2615
-0.114,0.1025,0.2635
-0.1155,0.103,0.264
-0.1215,0.1095,0.261
-0.123,0.1125,0.2595
-0.123,0.1115,0.257
-0.1235,0.1135,0.253
-0.121,0.113,0.254
-0.1195,0.111,0.2585
-0.1235,0.1105,0.26
-0.1205,0.114,0.258
-0.114,0.1165,0.2565
-0.113,0.117,0.267
-0.109,0.121,0.2675
-0.1085,0.124,0.2565
-0.112,0.1265,0.2605
-0.115,0.1255,0.259
-0.119,0.123,0.2635
-0.1135,0.126,0.265
-0.1075,0.129,0.255
-0.1035,0.1295,0.2585
-0.112,0.1285,0.2565
-0.118,0.129,0.256
-0.1095,0.1315,0.261
-0.1045,0.1335,0.268
-0.106,0.1325,0.2685
-0.105,0.135,0.262
-0.1025,0.135,0.2685
-0.107,0.132,0.268
-0.1015,0.136,0.267
-0.095,0.1385,0.272
-0.099,0.14,0.271
-0.0995,0.1415,0.275
-0.094,0.142,0.277
-0.095,0.1435,0.2725
-0.0965,0.147,0.2655
-0.0955,0.148,0.26
-0.099,0.1475,0.2605
-0.0965,0.1525,0.259
-0.095,0.155,0.2545
-0.0945,0.1555,0.256
-0.092,0.1565,0.258
-0.093,0.16,0.2575
-0.085,0.166,0.2595
-0.079,0.169,0.268
-0.086,0.1675,0.2755
-0.089,0.167,0.277
-0.082,0.17,0.2795
-0.076,0.1725,0.2785
-0.0755,0.177,0.272
-0.0705,0.1805,0.2735
-0.068,0.181,0.27
-0.071,0.1825,0.266
-0.0675,0.184,0.274
-0.0695,0.1835,0.275
-0.072,0.1865,0.2805
-0.069,0.1925,0.2895
-0.068,0.197,0.2855
-0.063,0.1985,0.283
-0.0575,0.1995,0.2865
-0.0565,0.202,0.2875
-0.0565,0.2035,0.285
-0.059,0.2035,0.2835
-0.0555,0.206,0.2825
-0.0515,0.2095,0.2855
-0.0455,0.2165,0.288
-0.034,0.223,0.2855
-0.036,0.225,0.283
-0.0345,0.23,0.289
-0.03,0.2305,0.293
-0.0385,0.2305,0.294
-0.0425,0.236,0.2965
-0.0315,0.2415,0.2955
-0.0225,0.2465,0.2995
-0.0245,0.2485,0.3025
-0.0265,0.25,0.306
-0.025,0.2515,0.3095
-0.017,0.258,0.313
-0.0105,0.263,0.3145
-0.0075,0.264,0.308
-0.007,0.267,0.3115
-0.005,0.2685,0.3135
0.001,0.274,0.3115
0.001,0.2775,0.3115
0.001,0.2775,0.315
0.0055,0.2845,0.311
0.015,0.2935,0.3145
0.0185,0.298,0.3245
0.016,0.301,0.327
0.017,0.3055,0.331
0.015,0.3095,0.324
0.0095,0.309,0.33
0.016,0.3145,0.3325
0.0285,0.322,0.3305
0.0305,0.3255,0.3325
0.032,0.33,0.333
0.033,0.3345,0.3355
0.034,0.3405,0.328
0.0315,0.341,0.3295
0.0375,0.346,0.326
0.051,0.355,0.3215
0.057,0.362,0.3275
0.0585,0.365,0.332
0.057,0.366,0.333
0.06,0.371,0.3335
0.0585,0.3755,0.3375
0.057,0.379,0.336
0.0675,0.3805,0.339
0.073,0.385,0.3435
0.0725,0.3915,0.3465
0.0745,0.397,0.346
0.074,0.399,0.3475
0.0775,0.397,0.349
0.0765,0.398,0.344
0.0745,0.4025,0.3505
0.0775,0.4045,0.356
0.0815,0.4075,0.362
0.086,0.413,0.3625
0.0835,0.4155,0.357
0.087,0.419,0.3595
0.093,0.42,0.3635
0.0905,0.4215,0.3645
0.095,0.424,0.363
0.095,0.4265,0.363
0.091,0.427,0.3615
0.09,0.4265,0.364
0.087,0.427,0.364
0.09,0.4255,0.364
0.093,0.4265,0.369
0.0985,0.4305,0.374
0.1035,0.433,0.3785
0.102,0.435,0.3835
0.0925,0.4345,0.3845
0.085,0.4315,0.3815
0.0985,0.436,0.3815
0.1005,0.4375,0.3805
0.094,0.4375,0.384
0.092,0.44,0.379
0.0935,0.4405,0.376
0.0995,0.4435,0.378
0.0975,0.44,0.375
0.109,0.441,0.3755
0.1075,0.4405,0.3715
0.0975,0.434,0.3725
0.095,0.43,0.3815
0.0925,0.4295,0.381
0.0905,0.428,0.374
0.081,0.4195,0.3785
0.082,0.418,0.3895
0.077,0.4165,0.3865
0.079,0.4155,0.3825
0.0855,0.414,0.384
0.0715,0.4045,0.378
0.0575,0.399,0.373
0.0575,0.399,0.372
0.0625,0.398,0.371
0.065,0.395,0.3715
0.0625,0.389,0.3725
0.0525,0.3805,0.367
0.0415,0.374,0.361
0.0345,0.3675,0.3585
0.0375,0.363,0.3505
0.0355,0.3585,0.3525
0.03,0.3485,0.356
0.0265,0.34,0.3525
0.0215,0.334,0.3465
0.0255,0.3295,0.3435
0.022,0.3245,0.3485
0.0125,0.3135,0.3455
0.0055,0.304,0.3345
-0.009,0.296,0.3345
-0.019,0.2875,0.336
-0.027,0.281,0.332
-0.029,0.2735,0.3245
-0.0235,0.267,0.3245
-0.0245,0.2605,0.3285
-0.031,0.2535,0.3175
-0.038,0.248,0.31
-0.04,0.245,0.3105
-0.0435,0.24,0.303
-0.0495,0.2295,0.297
-0.056,0.223,0.2895
-0.06,0.2205,0.285
-0.06,0.2155,0.2915
-0.065,0.2085,0.29
-0.0625,0.2045,0.28
-0.0635,0.2,0.276
-0.0715,0.192,0.2775
-0.0825,0.1855,0.2765
-0.086,0.182,0.277
-0.082,0.1785,0.274
-0.0915,0.17,0.27
-0.089,0.165,0.263
-0.084,0.1625,0.2575
-0.0845,0.1585,0.2625
-0.0895,0.155,0.265
-0.0955,0.1505,0.262
-0.0925,0.1485,0.2565
-0.0965,0.1435,0.252
-0.102,0.1395,0.249
-0.105,0.1385,0.247
-0.108,0.131,0.2435
-0.1125,0.128,0.2425
-0.114,0.126,0.242
-0.1165,0.121,0.238
-0.1135,0.123,0.2335
-0.1115,0.1215,0.2335
-0.1215,0.1185,0.2325
-0.122,0.1165,0.23
-0.1195,0.1195,0.2275
-0.13,0.117,0.2275
-0.132,0.1155,0.227
-0.126,0.119,0.2225
-0.1285,0.1135,0.226
-0.1305,0.1145,0.226
-0.1265,0.115,0.2295
-0.1255,0.111,0.2315
-0.1225,0.1105,0.2275
-0.122,0.11,0.2255
-0.1225,0.109,0.2215
-0.12,0.1065,0.221
-0.1225,0.105,0.2195
-0.12,0.1035,0.221
-0.1265,0.1025,0.222
-0.1295,0.1035,0.2195
-0.1265,0.102,0.2205
-0.124,0.0995,0.2275
-0.1235,0.0985,0.2265
-0.132,0.096,0.2235
-0.131,0.095,0.221
-0.1315,0.0955,0.216
-0.1275,0.098,0.2235
-0.1285,0.0975,0.2235
-0.135,0.096,0.2165
-0.1335,0.097,0.213
-0.135,0.096,0.214
-0.138,0.096,0.2125
-0.1335,0.0965,0.2095
-0.128,0.0975,0.21
-0.1295,0.097,0.2125
-0.127,0.0965,0.216
-0.1265,0.0975,0.21
-0.133,0.0935,0.207
-0.131,0.0945,0.211
-0.13,0.094,0.2115
-0.136,0.0895,0.2105
-0.1335,0.09,0.208
-0.13,0.089,0.2075
-0.132,0.0885,0.209
-0.133,0.0915,0.2065
-0.133,0.0925,0.215
-0.1335,0.093,0.224
-0.132,0.094,0.2265
-0.132,0.094,0.2275
-0.131,0.0955,0.227
-0.1295,0.0975,0.2275
-0.13,0.097,0.227
-0.1265,0.0975,0.231
-0.127,0.0995,0.232
-0.128,0.0985,0.227
-0.125,0.097,0.2205
-0.1215,0.098,0.216
-0.123,0.0985,0.221
-0.1255,0.0975,0.22
-0.123,0.1005,0.2125
-0.121,0.102,0.214
-0.124,0.0995,0.2135
-0.1255,0.1,0.2175
-0.124,0.1,0.224
-0.1265,0.0975,0.224
-0.1245,0.0995,0.222
-0.1275,0.101,0.2235
-0.134,0.102,0.2215
-0.1345,0.1015,0.2135
-0.134,0.0985,0.2115
-0.134,0.099,0.2105
-0.1335,0.101,0.21
-0.1315,0.1035,0.2125
-0.1255,0.1055,0.212
-0.123,0.1065,0.213
-0.125,0.1045,0.2165
-0.1215,0.106,0.2155
-0.1195,0.108,0.2215
-0.125,0.1065,0.226
-0.1315,0.105,0.2265
-0.129,0.1045,0.2265
-0.126,0.104,0.2195
-0.126,0.106,0.217
-0.1255,0.1065,0.223
-0.1285,0.105,0.229
-0.13,0.106,0.228
-0.128,0.107,0.228
-0.1235,0.108,0.2285
-0.1265,0.108,0.225
-0.136,0.1045,0.22
-0.137,0.1045,0.2235
-0.134,0.106,0.2285
-0.1345,0.104,0.2245
-0.133,0.1065,0.2235
-0.125,0.109,0.224
-0.125,0.111,0.225
-0.125,0.11,0.2255
-0.125,0.1085,0.22
-0.126,0.1105,0.223
-0.128,0.1115,0.2275
-0.1285,0.1115,0.226
-0.1255,0.1125,0.221
-0.125,0.112,0.221
-0.123,0.112,0.229
-0.125,0.1095,0.229
-0.1265,0.107,0.227
-0.129,0.1085,0.2305
-0.131,0.1085,0.232
-0.1325,0.1095,0.231
-0.1325,0.1065,0.23
-0.124,0.1075,0.234
-0.1225,0.108,0.235
-0.123,0.106,0.234
-0.124,0.1035,0.2305
-0.129,0.101,0.226
-0.1295,0.1005,0.228
-0.127,0.0985,0.2305
-0.123,0.1025,0.2325
-0.125,0.104,0.2285
-0.1235,0.1035,0.227
-0.1205,0.105,0.2295
-0.124,0.1045,0.227
-0.122,0.107,0.2265
-0.126,0.1065,0.2275
-0.123,0.106,0.23
-0.12,0.107,0.2315
-0.126,0.1045,0.2305
-0.1165,0.105,0.228
-0.117,0.105,0.2215
-0.126,0.1035,0.223
-0.1235,0.1035,0.2295
-0.1255,0.103,0.2295
-0.123,0.105,0.227
-0.119,0.1055,0.2225
-0.125,0.104,0.2245
-0.128,0.1035,0.227
-0.127,0.1025,0.2255
-0.1265,0.1025,0.227
-0.129,0.1015,0.2295
-0.1295,0.1015,0.231
-0.1275,0.103,0.226
-0.127,0.1015,0.2245
-0.1245,0.1005,0.2295
-0.1235,0.1005,0.2305
-0.1255,0.1,0.2295
-0.1325,0.1,0.225
-0.1345,0.1005,0.2225
-0.1315,0.101,0.222
-0.127,0.102,0.224
-0.1225,0.1055,0.2245
-0.126,0.105,0.221
-0.127,0.103,0.222
-0.131,0.102,0.221
-0.126,0.103,0.226
-0.1195,0.1055,0.2335
-0.1265,0.1035,0.2285
-0.1275,0.101,0.219
-0.127,0.101,0.2175
-0.1275,0.1,0.2165
-0.133,0.098,0.213
-0.1285,0.0985,0.2165
-0.119,0.1035,0.2185
-0.1195,0.101,0.2175
-0.1215,0.096,0.2225
-0.121,0.098,0.227
