i,vx,vy
-2.17,-0.1885,-0.0145
-2.164,-0.189,-0.013
-2.165,-0.19,-0.0125
-2.167,-0.1915,-0.0125
-2.1665,-0.1925,-0.0135
-2.167,-0.194,-0.0145
-2.165,-0.195,-0.0155
-2.163,-0.1955,-0.0135
-2.164,-0.196,-0.0125
-2.163,-0.1955,-0.013
-2.1645,-0.191,-0.016
-2.175,-0.191,-0.017
-2.1755,-0.193,-0.016
-2.1745,-0.192,-0.015
-2.1775,-0.1915,-0.0125
-2.1715,-0.1885,-0.009
-2.1695,-0.1865,-0.008
-2.173,-0.19,-0.007
-2.1735,-0.1905,-0.0095
-2.176,-0.1905,-0.0095
-2.1755,-0.1915,-0.0075
-2.171,-0.189,-0.0085
-2.169,-0.1875,-0.007
-2.165,-0.1855,-0.009
-2.1625,-0.184,-0.009
-2.1635,-0.1845,-0.01
-2.163,-0.1825,-0.0095
-2.162,-0.182,-0.0095
-2.161,-0.183,-0.0105
-2.16,-0.1805,-0.0095
-2.16,-0.1815,-0.0115
-2.165,-0.185,-0.012
-2.166,-0.1845,-0.0135
-2.167,-0.183,-0.0135
-2.175,-0.183,-0.0115
-2.1745,-0.184,-0.0095
-2.172,-0.183,-0.008
-2.175,-0.183,-0.008
-2.1695,-0.184,-0.0075
-2.169,-0.184,-0.0045
-2.172,-0.183,-0.004
-2.1685,-0.1815,-0.003
-2.1695,-0.1815,-0.003
-2.1675,-0.1805,-0.002
-2.1645,-0.1785,-0.0025
-2.1635,-0.1805,-0.0045
-2.1675,-0.1835,-0.0055
-2.1755,-0.188,-0.0075
-2.1785,-0.1935,-0.008
-2.1855,-0.198,-0.0135
-2.195,-0.2045,-0.0195
-2.2025,-0.2165,-0.024
-2.2115,-0.2345,-0.0325
-2.2145,-0.254,-0.0405
-2.2155,-0.273,-0.0545
-2.2185,-0.294,-0.07
-2.2205,-0.3075,-0.075
-2.2255,-0.3165,-0.079
-2.222,-0.317,-0.085
-2.2195,-0.3185,-0.088
-2.221,-0.319,-0.0875
-2.2105,-0.308,-0.0905
-2.2005,-0.2925,-0.094
-2.1865,-0.264,-0.0935
-2.162,-0.2255,-0.099
-2.137,-0.192,-0.112
-2.119,-0.1545,-0.113
-2.102,-0.112,-0.103
-2.086,-0.0725,-0.086
-2.067,-0.0135,-0.066
-2.033,0.056,-0.0515
-2.01,0.115,-0.0405
-1.9855,0.1705,-0.0275
-1.9515,0.2345,-0.002
-1.9325,0.3015,0.038
-1.898,0.386,0.0955
-1.851,0.486,0.1415
-1.8285,0.5555,0.191
-1.822,0.6105,0.265
-1.802,0.7015,0.3285
-1.7845,0.79,0.4065
-1.7865,0.8315,0.465
-1.792,0.874,0.485
-1.789,0.941,0.5005
-1.7755,1.005,0.5205
-1.7755,1.042,0.525
-1.789,1.0695,0.512
-1.81,1.0855,0.517
-1.8425,1.0335,0.498
-1.8845,0.9465,0.4615
-1.9275,0.859,0.3975
-1.964,0.735,0.2865
-2.005,0.6,0.2195
-2.0685,0.4285,0.1955
-2.143,0.208,0.1775
-2.219,-0.045,0.1665
-2.296,-0.293,0.144
-2.346,-0.4725,0.119
-2.372,-0.587,0.093
-2.3745,-0.6115,0.0605
-2.368,-0.612,0.0255
-2.3655,-0.6305,-0.0115
-2.367,-0.6315,-0.0435
-2.3705,-0.6225,-0.0705
-2.372,-0.617,-0.096
-2.3765,-0.6185,-0.119
-2.377,-0.6115,-0.129
-2.375,-0.588,-0.1195
-2.363,-0.5575,-0.112
-2.3445,-0.5255,-0.1065
-2.334,-0.4935,-0.0945
-2.3275,-0.4685,-0.0805
-2.3115,-0.4395,-0.07
-2.2885,-0.4015,-0.0625
-2.2695,-0.362,-0.054
-2.25,-0.3285,-0.0425
-2.2335,-0.3025,-0.033
-2.221,-0.2805,-0.03
-2.2065,-0.26,-0.029
-2.194,-0.24,-0.028
-2.188,-0.2255,-0.025
-2.1835,-0.2165,-0.0245
-2.1825,-0.2055,-0.018
-2.184,-0.199,-0.0095
-2.175,-0.1915,-0.0015
-2.169,-0.185,0.0065
-2.1665,-0.1835,0.0085
-2.168,-0.1815,0.014
-2.1705,-0.1785,0.022
-2.1645,-0.174,0.027
-2.1585,-0.1705,0.0275
-2.157,-0.168,0.028
-2.1545,-0.1645,0.0315
-2.154,-0.1645,0.0335
-2.1635,-0.1655,0.033
-2.1665,-0.1645,0.032
-2.164,-0.1645,0.031
-2.162,-0.165,0.0285
-2.158,-0.1675,0.026
-2.157,-0.168,0.0265
-2.153,-0.1665,0.0265
-2.1465,-0.166,0.027
-2.147,-0.1685,0.0265
-2.15,-0.17,0.023
-2.146,-0.1695,0.0185
-2.1525,-0.169,0.018
-2.1585,-0.1685,0.0175
-2.158,-0.1685,0.019
-2.1585,-0.1675,0.0195
-2.159,-0.167,0.0195
-2.1635,-0.1655,0.021
-2.1695,-0.163,0.0215
-2.1685,-0.163,0.021
-2.1615,-0.163,0.0215
-2.16,-0.163,0.0225
-2.16,-0.162,0.0235
-2.16,-0.161,0.025
-2.159,-0.1605,0.0245
-2.1565,-0.1605,0.0235
-2.155,-0.16,0.022
-2.153,-0.1575,0.0215
-2.1525,-0.156,0.022
-2.1545,-0.156,0.021
-2.157,-0.157,0.0205
-2.1565,-0.1565,0.02
-2.1595,-0.1555,0.0215
-2.1565,-0.1525,0.023
-2.1515,-0.15,0.023
-2.1545,-0.1505,0.0265
-2.1515,-0.15,0.025
-2.1485,-0.1495,0.0245
-2.1535,-0.1495,0.025
-2.15,-0.1515,0.024
-2.1435,-0.152,0.0265
-2.1445,-0.1515,0.0265
-2.1475,-0.15,0.026
-2.1535,-0.152,0.027
-2.1585,-0.1535,0.0275
-2.16,-0.153,0.0295
-2.156,-0.1515,0.032
-2.152,-0.1495,0.032
-2.1455,-0.147,0.0315
-2.1465,-0.1455,0.0305
-2.149,-0.1455,0.0315
-2.1455,-0.145,0.031
-2.151,-0.144,0.029
-2.156,-0.144,0.027
-2.153,-0.143,0.024
-2.154,-0.1415,0.0235
-2.154,-0.142,0.022
-2.1505,-0.143,0.022
-2.156,-0.142,0.0225
-2.1525,-0.141,0.021
-2.1505,-0.1415,0.022
-2.157,-0.1395,0.023
-2.155,-0.14,0.023
-2.1525,-0.1405,0.025
-2.1545,-0.1405,0.0235
-2.1545,-0.142,0.0225
-2.15,-0.1405,0.023
-2.146,-0.1395,0.023
-2.142,-0.1395,0.0215
-2.1415,-0.1385,0.0215
-2.1425,-0.139,0.023
-2.141,-0.139,0.022
-2.145,-0.1375,0.022
-2.144,-0.138,0.023
-2.142,-0.1355,0.0215
-2.1445,-0.1375,0.0225
-2.1445,-0.1405,0.0245
-2.139,-0.1395,0.0235
-2.136,-0.1395,0.024
-2.1355,-0.138,0.0225
-2.1355,-0.137,0.024
-2.1365,-0.136,0.0255
-2.136,-0.1355,0.0265
-2.1395,-0.1355,0.028
-2.1435,-0.1345,0.027
-2.144,-0.1315,0.027
-2.1415,-0.1305,0.025
-2.14,-0.13,0.0265
-2.1335,-0.1285,0.027
-2.1315,-0.1295,0.0255
-2.135,-0.1295,0.0235
-2.135,-0.1285,0.023
-2.132,-0.1285,0.024
-2.13,-0.1275,0.0235
-2.1255,-0.131,0.026
-2.125,-0.132,0.0275
-2.1315,-0.131,0.0275
-2.1265,-0.133,0.03
-2.1305,-0.1335,0.0265
-2.1405,-0.134,0.024
-2.1395,-0.1335,0.0265
-2.1375,-0.1335,0.028
-2.143,-0.133,0.029
-2.1445,-0.1335,0.0275
-2.139,-0.134,0.0265
-2.137,-0.132,0.0275
-2.134,-0.1325,0.028
-2.133,-0.1315,0.025
-2.1275,-0.131,0.0265
-2.124,-0.1305,0.0265
-2.1195,-0.128,0.0255
-2.1185,-0.1275,0.027
-2.1235,-0.1275,0.024
-2.1205,-0.127,0.023
-2.1145,-0.124,0.024
-2.114,-0.123,0.023
-2.1225,-0.1255,0.0225
-2.1285,-0.125,0.0235
-2.1325,-0.1235,0.0225
-2.132,-0.1225,0.0235
-2.131,-0.123,0.022
-2.1345,-0.1215,0.021
-2.132,-0.1205,0.0265
-2.1255,-0.1195,0.027
-2.122,-0.119,0.0275
-2.122,-0.1185,0.029
-2.1195,-0.117,0.0285
-2.1215,-0.1185,0.029
-2.126,-0.117,0.029
-2.131,-0.116,0.0305
-2.133,-0.1155,0.032
-2.1285,-0.116,0.0295
-2.1275,-0.117,0.027
-2.125,-0.116,0.025
-2.126,-0.1145,0.0255
-2.126,-0.1135,0.025
-2.128,-0.113,0.0255
-2.1305,-0.1105,0.026
-2.1315,-0.11,0.0245
-2.1265,-0.1095,0.0245
-2.1195,-0.107,0.0255
-2.1265,-0.1045,0.0255
-2.126,-0.103,0.026
-2.122,-0.103,0.0285
-2.1225,-0.102,0.028
-2.119,-0.101,0.028
-2.1195,-0.098,0.0275
-2.1185,-0.097,0.026
-2.117,-0.0975,0.026
-2.1205,-0.0965,0.0265
-2.1205,-0.0965,0.026
-2.1195,-0.0975,0.0245
-2.121,-0.099,0.025
-2.1195,-0.097,0.023
-2.1195,-0.096,0.024
-2.119,-0.0955,0.028
-2.1205,-0.0935,0.03
-2.122,-0.0935,0.0325
-2.1165,-0.0935,0.0335
-2.1105,-0.092,0.031
-2.1025,-0.0905,0.0295
-2.1025,-0.0885,0.031
-2.105,-0.088,0.032
-2.107,-0.089,0.031
-2.111,-0.0865,0.033
-2.115,-0.0855,0.034
-2.12,-0.085,0.0325
-2.117,-0.0835,0.035
-2.1065,-0.082,0.036
-2.1005,-0.0805,0.038
-2.0965,-0.0775,0.037
-2.0955,-0.075,0.033
-2.098,-0.076,0.0345
-2.098,-0.0735,0.036
-2.0965,-0.071,0.039
-2.0955,-0.07,0.039
-2.095,-0.069,0.038
-2.097,-0.0675,0.041
-2.0955,-0.069,0.041
-2.0905,-0.0675,0.0395
-2.0875,-0.063,0.0415
-2.088,-0.061,0.0445
-2.0865,-0.059,0.0435
-2.085,-0.059,0.0435
-2.0835,-0.056,0.0465
-2.0805,-0.0525,0.046
-2.08,-0.0505,0.0445
-2.077,-0.05,0.0445
-2.07,-0.0495,0.0455
-2.068,-0.047,0.0465
-2.0695,-0.0445,0.047
-2.0625,-0.041,0.0465
-2.06,-0.0385,0.0465
-2.0635,-0.0365,0.046
-2.063,-0.0345,0.048
-2.059,-0.0325,0.0495
-2.0535,-0.029,0.0505
-2.0545,-0.026,0.0525
-2.056,-0.025,0.051
-2.0475,-0.0205,0.05
-2.04,-0.016,0.054
-2.0415,-0.013,0.054
-2.043,-0.008,0.055
-2.044,-0.0055,0.06
-2.0495,-0.003,0.062
-2.0495,-0.001,0.062
-2.0465,0.0015,0.063
-2.0455,-0.0005,0.0625
-2.0345,0.0015,0.063
-2.0295,0.007,0.0645
-2.0275,0.007,0.0645
-2.023,0.009,0.065
-2.025,0.0095,0.0635
-2.023,0.0125,0.061
-2.0225,0.015,0.062
-2.023,0.015,0.065
-2.0225,0.019,0.0675
-2.0315,0.0215,0.07
-2.039,0.0225,0.0735
-2.0355,0.0245,0.076
-2.033,0.026,0.0765
-2.0325,0.0285,0.076
-2.0275,0.028,0.079
-2.027,0.0285,0.083
-2.0255,0.031,0.0835
-2.019,0.032,0.0845
-2.0155,0.0335,0.0845
-2.017,0.036,0.0865
-2.0135,0.039,0.086
-2.0125,0.0395,0.088
-2.015,0.04,0.0895
-2.016,0.042,0.087
-2.018,0.043,0.087
-2.016,0.045,0.0865
-2.016,0.0475,0.088
-2.0165,0.049,0.0875
-2.017,0.0505,0.088
-2.0245,0.051,0.0895
-2.035,0.051,0.09
-2.0315,0.0525,0.09
-2.0295,0.052,0.089
-2.0345,0.0545,0.092
-2.0285,0.0565,0.0945
-2.0235,0.0575,0.0935
-2.0225,0.0585,0.0905
-2.025,0.0555,0.0915
-2.025,0.0535,0.0925
-2.0235,0.0525,0.0925
-2.0225,0.051,0.0925
-2.0235,0.0495,0.0925
-2.028,0.047,0.091
-2.0305,0.0455,0.0865
-2.037,0.0415,0.086
-2.043,0.0375,0.0835
-2.0465,0.0325,0.084
-2.0515,0.028,0.086
-2.056,0.0215,0.0825
-2.059,0.015,0.082
-2.068,0.01,0.082
-2.0695,0.0035,0.08
-2.0695,-0.002,0.078
-2.08,-0.0075,0.077
-2.085,-0.011,0.0765
-2.088,-0.018,0.073
-2.09,-0.0215,0.0695
-2.0905,-0.0235,0.066
-2.087,-0.0275,0.0615
-2.091,-0.03,0.059
-2.095,-0.0345,0.0555
-2.097,-0.0375,0.052
-2.103,-0.042,0.0485
-2.0985,-0.0475,0.045
-2.0985,-0.051,0.043
-2.102,-0.054,0.041
-2.103,-0.0575,0.0395
-2.1055,-0.0625,0.0385
-2.1065,-0.065,0.0365
-2.1085,-0.07,0.034
-2.117,-0.0755,0.0335
-2.122,-0.0805,0.033
-2.12,-0.0845,0.0325
-2.1235,-0.088,0.031
-2.1245,-0.091,0.033
-2.126,-0.0935,0.034
-2.1255,-0.0975,0.0325
-2.1215,-0.0995,0.03
-2.1225,-0.1015,0.0265
-2.1285,-0.103,0.0285
-2.13,-0.107,0.0265
-2.1315,-0.111,0.0235
-2.1415,-0.1115,0.025
-2.1415,-0.1155,0.023
-2.141,-0.1165,0.02
-2.1425,-0.1175,0.0195
-2.1405,-0.1225,0.0195
-2.1365,-0.126,0.0155
-2.137,-0.1275,0.016
-2.1435,-0.13,0.0175
-2.154,-0.132,0.0155
-2.16,-0.132,0.016
-2.154,-0.134,0.0125
-2.156,-0.1345,0.0125
-2.159,-0.136,0.014
-2.1605,-0.14,0.013
-2.163,-0.142,0.013
-2.161,-0.1435,0.01
-2.159,-0.1445,0.007
-2.1565,-0.1455,0.005
-2.1545,-0.1465,0.006
-2.154,-0.145,0.0065
-2.1575,-0.143,0.0055
-2.154,-0.144,0.005
-2.151,-0.1455,0.003
-2.1535,-0.145,0.0015
-2.151,-0.1435,-0.001
-2.148,-0.144,-0.002
-2.154,-0.144,0.0005
-2.157,-0.1445,0.0
-2.157,-0.1455,-0.0025
-2.1655,-0.144,-0.0025
-2.163,-0.1425,-0.003
-2.16,-0.1435,-0.002
-2.1625,-0.1455,-0.001
-2.1615,-0.146,-0.002
-2.1645,-0.147,-0.003
-2.166,-0.1475,-0.005
-2.16,-0.1485,-0.0075
-2.161,-0.1495,-0.0065
-2.164,-0.15,-0.006
-2.163,-0.152,-0.0045
-2.165,-0.1515,-0.004
-2.162,-0.1525,-0.005
-2.159,-0.153,-0.006
-2.1595,-0.1545,-0.0085
-2.1635,-0.1575,-0.0075
-2.1665,-0.158,-0.0075
-2.1665,-0.1605,-0.006
-2.17,-0.16,-0.0065
-2.1735,-0.1585,-0.0075
-2.178,-0.159,-0.006
-2.176,-0.1565,-0.007
-2.176,-0.158,-0.0055
-2.175,-0.1575,-0.0025
-2.1715,-0.1595,-0.002
-2.17,-0.161,-0.0015
-2.1705,-0.1585,-0.001
-2.173,-0.159,-0.0015
-2.172,-0.1595,-0.0015
-2.1685,-0.158,-0.0035
-2.1675,-0.157,-0.004
-2.172,-0.1555,-0.002
-2.171,-0.1525,-0.0015
-2.172,-0.155,-0.004
-2.1755,-0.1555,-0.0045
-2.1765,-0.1535,-0.0055
-2.177,-0.1535,-0.0055
-2.177,-0.1515,-0.0035
-2.177,-0.1525,-0.006
-2.176,-0.1535,-0.009
-2.176,-0.155,-0.0075
-2.1715,-0.1555,-0.0065
-2.168,-0.1545,-0.0065
-2.168,-0.156,-0.005
-2.169,-0.1575,-0.0075
-2.1685,-0.1575,-0.008
-2.165,-0.159,-0.006
-2.167,-0.1585,-0.0065
-2.1705,-0.158,-0.0055
-2.1705,-0.16,-0.006
-2.174,-0.1615,-0.0055
-2.1785,-0.164,-0.005
-2.177,-0.1625,-0.0045
-2.177,-0.1635,-0.004
-2.1815,-0.166,-0.007
-2.185,-0.165,-0.0075
-2.184,-0.1655,-0.006
-2.185,-0.1665,-0.0045
-2.1865,-0.1685,-0.0045
-2.181,-0.169,-0.004
-2.1775,-0.167,-0.0045
-2.1775,-0.165,-0.003
-2.1785,-0.1645,-0.0035
-2.181,-0.165,-0.0025
-2.178,-0.166,-0.0005
-2.1775,-0.1665,-0.0025
-2.178,-0.1655,-0.002
-2.1755,-0.1675,-0.003
-2.1795,-0.1685,-0.0015
-2.1785,-0.1665,-0.002
-2.1785,-0.166,-0.001
-2.183,-0.1655,-0.0005
-2.1805,-0.166,-0.002
-2.179,-0.1665,-0.001
-2.175,-0.166,-0.0015
-2.1705,-0.165,-0.0015
-2.17,-0.163,0.0015
-2.1705,-0.162,0.0015
-2.175,-0.1635,0.0
-2.1815,-0.168,-0.0015
-2.183,-0.1665,-0.002
-2.1855,-0.167,0.0005
-2.189,-0.17,0.004
-2.1875,-0.167,0.0075
-2.188,-0.167,0.0065
-2.189,-0.1665,0.0075
-2.1875,-0.1635,0.006
-2.1825,-0.1645,0.0025
-2.1805,-0.166,0.0025
-2.18,-0.165,0.0025
-2.182,-0.1645,0.0045
-2.181,-0.1665,0.003
-2.176,-0.1675,0.0
-2.175,-0.17,-0.0015
-2.174,-0.17,-0.0015
-2.1735,-0.17,-0.0015
-2.1725,-0.1715,-0.002
-2.1725,-0.171,0.002
-2.17,-0.1675,0.0005
-2.1715,-0.169,-0.0015
-2.1695,-0.1685,0.0
-2.168,-0.165,-0.001
-2.174,-0.1655,0.001
-2.1745,-0.1655,0.002
-2.175,-0.1655,0.0015
-2.177,-0.167,0.0
-2.1805,-0.1685,0.0
-2.1825,-0.167,0.001
-2.18,-0.1655,0.001
-2.1775,-0.166,0.001
-2.1825,-0.1645,0.0005
-2.186,-0.163,0.001
-2.1805,-0.165,0.0
-2.177,-0.1665,-0.0005
-2.1775,-0.1675,-0.002
-2.178,-0.1665,-0.0025
-2.1755,-0.1655,-0.0015
-2.1735,-0.1685,-0.0005
-2.1735,-0.17,-0.001
-2.182,-0.1705,-0.002
-2.194,-0.171,-0.0005
-2.1945,-0.1725,-0.001
-2.198,-0.174,0.0005
-2.195,-0.1725,0.004
-2.1905,-0.1725,0.001
-2.1915,-0.1715,0.0015
-2.1865,-0.171,0.0045
-2.186,-0.172,0.002
-2.186,-0.169,0.004
-2.1825,-0.17,0.0055
-2.18,-0.1715,0.0035
-2.181,-0.1715,0.0055
-2.18,-0.174,0.004
-2.18,-0.1755,0.0025
-2.184,-0.1765,0.002
-2.19,-0.174,0.003
-2.1925,-0.172,0.0065
-2.194,-0.173,0.008
-2.196,-0.172,0.0075
-2.197,-0.173,0.0045
-2.196,-0.172,0.006
-2.1905,-0.172,0.0065
-2.1965,-0.1715,0.006
-2.1965,-0.1715,0.0095
-2.1905,-0.1725,0.009
-2.191,-0.173,0.0055
-2.191,-0.174,0.004
-2.192,-0.1735,0.001
-2.189,-0.1735,0.0
-2.1835,-0.172,0.003
-2.1785,-0.1705,0.0045
-2.179,-0.171,0.0025
-2.1765,-0.172,0.0
-2.175,-0.1725,-0.002
-2.1755,-0.173,-0.005
-2.1775,-0.172,-0.006
-2.176,-0.1715,-0.0025
-2.173,-0.172,-0.003
-2.1735,-0.173,-0.004
-2.178,-0.1725,-0.0035
-2.18,-0.173,-0.001
-2.1775,-0.1725,0.001
-2.1845,-0.172,0.0015
-2.183,-0.171,0.0045
-2.178,-0.169,0.0055
-2.177,-0.169,0.007
-2.1735,-0.1685,0.0065
-2.1745,-0.1705,0.004
-2.175,-0.171,0.003
-2.172,-0.1705,0.0025
-2.17,-0.1695,0.002
-2.1705,-0.1695,0.001
-2.169,-0.17,-0.001
-2.17,-0.1685,-0.0015
-2.17,-0.1655,0.0
-2.1705,-0.1635,-0.0015
-2.1705,-0.164,0.0005
-2.1725,-0.164,0.004
-2.174,-0.163,0.004
-2.173,-0.165,0.004
-2.169,-0.166,0.003
-2.1565,-0.1675,0.003
-2.159,-0.1715,0.003
-2.166,-0.1715,0.004
-2.1665,-0.17,0.0065
-2.167,-0.1715,0.0035
-2.167,-0.1735,0.0015
-2.1645,-0.17,0.002
-2.1605,-0.1695,0.002
-2.1585,-0.1685,0.002
-2.1565,-0.167,0.001
-2.1605,-0.169,0.001
-2.1595,-0.168,-0.003
-2.16,-0.1695,-0.0065
-2.161,-0.1685,-0.0075
-2.1555,-0.1675,-0.0075
-2.1535,-0.168,-0.0065
-2.157,-0.167,-0.005
-2.1625,-0.1685,-0.004
-2.164,-0.169,-0.004
-2.162,-0.1685,-0.003
-2.156,-0.1685,-0.003
-2.158,-0.1705,-0.0025
-2.162,-0.1715,0.0005
-2.158,-0.1695,0.0005
-2.159,-0.1695,0.0005
-2.158,-0.168,0.001
-2.156,-0.167,-0.001
-2.1595,-0.166,-0.0005
-2.157,-0.1645,-0.0005
-2.151,-0.163,0.0005
-2.1505,-0.1625,0.003
-2.153,-0.161,0.001
-2.1575,-0.1605,-0.002
-2.161,-0.161,-0.002
-2.1645,-0.1595,-0.0035
-2.166,-0.1615,-0.0035
-2.1615,-0.1635,0.0
-2.1575,-0.164,-0.001
-2.157,-0.165,-0.001
-2.1575,-0.167,-0.0025
-2.155,-0.1685,-0.0035
-2.157,-0.168,-0.002
-2.165,-0.1685,-0.002
-2.1705,-0.1685,-0.001
-2.1705,-0.1675,-0.001
-2.1685,-0.1675,-0.003
-2.1665,-0.168,-0.0035
-2.1675,-0.168,-0.0005
-2.1655,-0.1685,-0.0005
-2.1635,-0.168,-0.003
-2.1655,-0.1695,-0.0025
-2.1625,-0.171,-0.004
-2.1585,-0.172,-0.008
-2.16,-0.1755,-0.01
-2.1625,-0.175,-0.01
-2.163,-0.174,-0.011
-2.166,-0.1745,-0.0085
-2.1665,-0.1735,-0.0045
-2.166,-0.1735,-0.004
-2.1625,-0.173,-0.005
-2.158,-0.17,-0.006
-2.1615,-0.168,-0.005
-2.1655,-0.1685,-0.002
-2.1655,-0.171,-0.0015
-2.1605,-0.1715,-0.0035
-2.16,-0.169,-0.005
-2.1595,-0.17,-0.006
-2.1575,-0.169,-0.007
-2.1535,-0.1685,-0.006
-2.147,-0.1685,-0.005
-2.1515,-0.168,-0.004
-2.1505,-0.168,-0.0055
-2.1465,-0.169,-0.0075
-2.1465,-0.1695,-0.008
-2.143,-0.169,-0.0095
-2.143,-0.1695,-0.0075
-2.143,-0.169,-0.0055
-2.1415,-0.17,-0.005
-2.1445,-0.1695,-0.006
-2.1455,-0.1665,-0.0045
-2.142,-0.167,-0.0045
-2.1415,-0.168,-0.005
-2.1435,-0.168,-0.004
-2.148,-0.168,-0.002
-2.15,-0.1685,-0.0005
-2.1485,-0.168,-0.002
-2.1475,-0.1665,-0.0045
-2.147,-0.168,-0.006
-2.1425,-0.1675,-0.006
-2.14,-0.17,-0.0055
-2.1405,-0.1715,-0.005
-2.133,-0.17,-0.006
-2.1285,-0.171,-0.007
-2.129,-0.17,-0.0065
-2.1325,-0.171,-0.003
-2.133,-0.1715,-0.0025
-2.134,-0.17,-0.004
-2.14,-0.171,-0.004
-2.146,-0.172,-0.0065
-2.147,-0.173,-0.0055
-2.1425,-0.174,-0.006
-2.14,-0.1745,-0.0075
-2.139,-0.174,-0.0065
-2.151,-0.174,-0.002
-2.1565,-0.1745,-0.001
-2.151,-0.174,-0.0025
-2.147,-0.173,-0.0045
-2.1445,-0.1715,-0.0075
-2.145,-0.172,-0.005
-2.141,-0.171,-0.005
-2.1415,-0.17,-0.006
-2.1385,-0.1715,-0.007
-2.1335,-0.1715,-0.0075
-2.1325,-0.17,-0.009
-2.1325,-0.1695,-0.01
-2.1335,-0.168,-0.008
-2.1365,-0.1685,-0.009
-2.1355,-0.169,-0.0075
-2.1365,-0.1685,-0.01
-2.1375,-0.1695,-0.0105
-2.1325,-0.169,-0.009
-2.133,-0.169,-0.0095
-2.134,-0.169,-0.007
-2.14,-0.1675,-0.0055
-2.1395,-0.166,-0.004
-2.1335,-0.1665,-0.0045
-2.1315,-0.167,-0.004
-2.1285,-0.166,-0.007
-2.124,-0.1655,-0.009
-2.127,-0.166,-0.007
-2.138,-0.1655,-0.006
-2.1365,-0.166,-0.006
-2.1365,-0.1685,-0.007
-2.1425,-0.168,-0.009
-2.144,-0.1705,-0.0115
-2.148,-0.174,-0.0105
-2.1495,-0.1755,-0.01
-2.147,-0.175,-0.011
-2.1465,-0.1755,-0.012
-2.149,-0.1735,-0.0115
-2.145,-0.172,-0.0125
-2.143,-0.172,-0.0105
-2.144,-0.1695,-0.0075
-2.145,-0.1715,-0.007
-2.143,-0.172,-0.004
-2.1375,-0.1685,-0.003
-2.142,-0.171,-0.0055
-2.1455,-0.173,-0.006
-2.1475,-0.1705,-0.0015
-2.1455,-0.169,-0.0035
-2.1485,-0.167,-0.0035
-2.148,-0.1675,-0.004
-2.144,-0.165,-0.0085
-2.1465,-0.162,-0.009
-2.146,-0.162,-0.0105
-2.1465,-0.1605,-0.0105
-2.1465,-0.163,-0.0115
-2.1465,-0.164,-0.0115
-2.147,-0.163,-0.0085
